Season,Player,Team,Games Played,Minutes per Game,Age,Games Started,Minutes per Game,Player Per Game Field Goals Made,Player Per Game Field Goals Attempted,Player Per Game Field Goal Percentage,Player Per Game 3 Pointers Made,Player Per Game 3 Pointers Attempted,Player Per Game Two Pointers Made,Player Per Game Two Pointers Attempted,Player Per Game Two Pointers Percentage,Player Per Game Effective Field Goal Percentage,Player Per Game Free Throws Made,Player Per Game Free Throws Attempted,Player Per Game Free Throw Percentage,Player Per Game Offensive Rebounds,Player Per Game Defensive Rebounds,Player Per Game Total Rebounds,Player Per Game Assists,Player Per Game Steals,Player Per Game Blocks,Player Per Game Turnovers,Player Per Game Personal Fouls,Player Per Game Points Per Game,Player Per Game 3 Pointers Percentage,Position 
2005,Eric Piatkowski,Chicago,68,12.4,34,11,12.4,1.6,3.8,.430,0.8,2.0,0.8,1.8,.435,.541,0.7,0.8,.804,0.2,0.9,1.2,0.8,0.4,0.0,0.5,1.0,4.8,.425,SG
2005,Erik Daniels,Sacramento,21,3.4,22,0,3.4,0.3,0.9,.333,0.0,0.1,0.2,0.8,.313,.361,0.0,0.0,,0.3,0.5,0.9,0.2,0.1,0.0,0.3,0.3,0.6,.500,SF
2001,Loy Vaught,Washington,14,11.2,32,0,11.2,1.8,3.4,.521,0.0,0.0,1.8,3.4,.521,.521,0.3,0.3,1.000,1.1,2.4,3.6,0.5,0.4,0.1,0.6,0.9,3.9,,PF
2004,Cezary Trybanski,New York,3,1.7,24,0,1.7,0.0,0.7,.000,0.0,0.0,0.0,0.7,.000,.000,0.3,0.7,.500,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.7,0.3,,C
2003,Jay Williams,Chicago,75,26.1,21,54,26.1,3.6,9.1,.399,0.9,2.7,2.8,6.4,.431,.446,1.4,2.1,.640,0.4,2.2,2.6,4.7,1.1,0.2,2.3,2.4,9.5,.322,PG
2005,Ruben Patterson,Portland,70,28.0,29,36,28.0,4.6,8.6,.531,0.0,0.4,4.5,8.2,.550,.532,2.4,4.0,.599,1.8,2.1,3.9,2.0,1.5,0.3,2.0,2.3,11.6,.080,SF
2005,DeShawn Stevenson,Orlando,55,19.8,23,27,19.8,3.2,7.7,.408,0.5,1.2,2.7,6.5,.415,.438,1.0,1.8,.554,0.7,1.2,1.9,1.3,0.3,0.2,1.0,1.3,7.8,.373,SG
2005,Etan Thomas,Washington,47,20.8,26,10,20.8,2.7,5.4,.502,0.0,0.0,2.7,5.4,.502,.502,1.6,3.1,.528,1.8,3.4,5.2,0.4,0.4,1.1,1.1,2.8,7.1,,C
2005,Jerome Moiso,Cleveland,4,6.8,26,0,6.8,0.8,1.3,.600,0.0,0.0,0.8,1.3,.600,.600,0.0,0.0,,0.3,1.5,1.8,0.3,0.3,0.5,0.0,1.0,1.5,,PF
2005,Mickael Pietrus,Golden State,67,20.0,22,3,20.0,3.2,7.5,.427,1.0,2.9,2.2,4.6,.480,.494,2.1,3.0,.698,1.0,1.9,2.8,1.2,0.7,0.3,1.4,2.1,9.5,.344,SF
2005,Tyson Chandler,Chicago,80,27.4,22,10,27.4,2.6,5.2,.494,0.0,0.0,2.6,5.2,.496,.494,2.8,4.2,.673,3.3,6.4,9.7,0.8,0.9,1.8,1.5,3.4,8.0,.000,C
2002,Ernest Brown,Miami,3,7.0,22,0,7.0,0.3,2.0,.167,0.0,0.0,0.3,2.0,.167,.167,0.3,1.3,.250,0.3,1.7,2.0,0.0,0.0,0.3,1.0,1.3,1.0,,C
2004,Ime Udoka,LA Lakers,4,7.0,26,0,7.0,0.8,2.3,.333,0.0,0.3,0.8,2.0,.375,.333,0.5,1.0,.500,0.3,1.0,1.3,0.5,0.5,0.3,0.8,0.8,2.0,.000,SF
2005,Rafer Alston,Toronto,80,34.0,28,78,34.0,5.0,12.2,.414,1.7,4.9,3.3,7.3,.451,.485,2.4,3.2,.740,0.5,3.0,3.5,6.4,1.5,0.1,2.1,2.7,14.2,.357,PG
2001,J.R. Reid,Cleveland,6,6.5,32,0,6.5,0.3,0.8,.400,0.0,0.0,0.3,0.8,.400,.400,1.0,1.3,.750,0.8,0.5,1.3,0.2,0.3,0.2,0.2,0.7,1.7,,PF
2005,Richard Jefferson,Brooklyn,33,41.1,24,33,41.1,7.2,17.1,.422,0.9,2.7,6.3,14.4,.438,.449,6.9,8.2,.844,1.5,5.8,7.3,4.0,1.0,0.5,4.0,3.3,22.2,.337,SF
2003,Nate Huffman,Toronto,7,10.9,27,0,10.9,1.3,3.6,.360,0.0,0.0,1.3,3.6,.360,.360,0.7,1.1,.625,1.3,2.0,3.3,0.7,0.1,0.4,0.4,1.9,3.3,,C
2003,Tariq Abdul-Wahad,Dallas,14,14.6,28,0,14.6,1.9,4.1,.466,0.0,0.1,1.9,4.1,.474,.466,0.2,0.4,.500,1.0,1.9,2.9,1.5,0.4,0.2,0.5,1.9,4.1,.000,SG
2002,Nick Anderson,Memphis,15,14.6,34,0,14.6,1.4,5.1,.276,0.9,3.2,0.5,1.9,.286,.362,0.3,0.6,.556,0.1,2.1,2.2,0.9,0.4,0.4,0.9,1.1,4.0,.271,SG
2005,Malik Allen,CHA,22,12.3,26,1,12.3,2.2,4.6,.485,0.0,0.0,2.2,4.6,.485,.485,0.6,0.6,.929,0.7,1.4,2.1,0.3,0.2,0.5,0.3,1.1,5.0,,PF
2003,Olumide Oyedeji,Orlando,27,5.4,21,3,5.4,0.4,0.9,.435,0.0,0.0,0.4,0.9,.435,.435,0.3,0.4,.636,0.4,1.5,1.9,0.2,0.2,0.1,0.2,1.1,1.0,,C
2005,Jeff McInnis,Cleveland,76,34.9,30,69,34.9,5.0,12.0,.412,1.2,3.5,3.8,8.6,.439,.462,1.7,2.1,.813,0.4,1.6,2.1,5.1,0.7,0.0,1.5,2.3,12.8,.345,PG
2005,Andre Barrett,Orlando,11,15.4,22,1,15.4,2.3,5.0,.455,0.5,1.4,1.8,3.6,.500,.500,0.6,0.8,.778,0.5,1.4,1.9,2.5,0.5,0.1,1.0,1.5,5.6,.333,PG
2005,Maurice Evans,Sacramento,65,19.0,26,11,19.0,2.5,5.7,.442,0.4,1.3,2.1,4.5,.474,.479,0.9,1.2,.756,1.4,1.7,3.1,0.7,0.6,0.1,0.5,1.6,6.4,.329,SG
2005,Zeljko Rebraca,LA,58,16.0,32,2,16.0,2.3,4.0,.568,0.0,0.0,2.3,4.0,.568,.568,1.3,1.5,.859,0.8,2.3,3.2,0.4,0.2,0.7,0.8,2.2,5.8,,C
2005,Tremaine Fowlkes,Indiana,8,7.0,28,0,7.0,1.1,2.1,.529,0.1,0.4,1.0,1.8,.571,.559,0.0,0.3,.000,0.4,0.6,1.0,0.0,0.3,0.0,0.6,0.9,2.4,.333,SF
2005,Daniel Santiago,Milwaukee,11,9.5,28,0,9.5,0.6,1.9,.333,0.0,0.0,0.6,1.9,.333,.333,0.7,1.0,.727,0.5,1.2,1.7,0.1,0.3,0.4,0.4,2.5,2.0,,C
2005,Anthony Carter,Minnesota,66,11.2,29,12,11.2,1.1,2.7,.407,0.0,0.3,1.1,2.4,.438,.412,0.5,0.8,.686,0.2,0.9,1.0,2.4,0.5,0.3,0.9,1.3,2.7,.118,PG
2001,Chris Carr,Boston,35,8.8,26,0,8.8,1.5,3.2,.473,0.5,1.1,1.0,2.1,.480,.549,1.3,1.7,.767,0.3,0.9,1.3,0.3,0.1,0.1,0.5,1.3,4.8,.459,SG
2005,Brandin Knight,Houston,1,3.0,23,0,3.0,0.0,1.0,.000,0.0,0.0,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,PG
2005,Andris Biedrins,Golden State,30,12.8,18,1,12.8,1.5,2.6,.577,0.0,0.0,1.5,2.6,.584,.577,0.6,1.3,.475,1.6,2.4,3.9,0.4,0.4,0.8,0.4,2.9,3.6,.000,C
2005,Andre Miller,Denver,82,34.8,28,82,34.8,5.2,10.9,.477,0.1,0.5,5.1,10.4,.492,.480,3.1,3.7,.838,1.2,2.9,4.1,6.9,1.5,0.1,2.7,2.5,13.6,.154,PG
2005,Jalen Rose,Toronto,81,33.5,32,65,33.5,6.5,14.3,.455,1.3,3.4,5.2,10.9,.473,.501,4.1,4.8,.854,0.5,2.9,3.4,2.6,0.8,0.1,2.2,2.3,18.5,.394,SF
2003,Dean Oliver,Golden State,15,6.2,24,0,6.2,0.5,1.9,.241,0.1,0.4,0.4,1.5,.261,.259,0.5,0.5,.875,0.5,0.5,1.1,1.5,0.5,0.0,0.7,0.6,1.5,.167,PG
2005,Tamar Slay,CHA,8,9.8,24,0,9.8,1.6,4.9,.333,0.3,1.5,1.4,3.4,.407,.359,0.0,0.3,.000,0.8,1.0,1.8,0.4,0.6,0.0,1.0,2.5,3.5,.167,SG
2005,Tony Delk,Atlanta,56,23.9,31,1,23.9,4.4,10.6,.416,1.3,3.6,3.1,6.9,.447,.477,1.8,2.4,.757,0.5,1.8,2.3,1.9,0.8,0.1,1.0,2.2,11.9,.356,SG
2002,Carlos Rogers,Indiana,22,7.6,30,1,7.6,1.1,2.0,.558,0.0,0.3,1.0,1.7,.622,.570,0.5,0.9,.526,0.6,1.1,1.7,0.1,0.2,0.3,0.2,0.8,2.7,.167,C
2004,Gary Trent,Minnesota,68,15.1,29,2,15.1,2.3,4.8,.473,0.0,0.1,2.3,4.7,.481,.473,1.0,1.3,.758,1.2,2.0,3.2,0.7,0.2,0.3,0.8,1.9,5.6,.000,C
2003,Antoine Rigaudeau,Dallas,11,8.3,31,0,8.3,0.7,3.2,.229,0.1,0.5,0.6,2.7,.233,.243,0.0,0.0,,0.4,0.4,0.7,0.5,0.3,0.0,0.5,1.0,1.5,.200,SG
2005,Mikki Moore,LA,74,15.9,29,4,15.9,1.9,3.9,.502,0.0,0.1,1.9,3.8,.507,.503,1.4,1.8,.787,1.3,2.0,3.3,0.6,0.3,0.4,0.9,2.3,5.4,.200,PF
2004,Hubert Davis,Brooklyn,14,3.9,33,0,3.9,0.1,0.6,.111,0.0,0.0,0.1,0.6,.111,.111,0.1,0.1,1.000,0.1,0.4,0.6,0.2,0.1,0.0,0.1,0.6,0.3,,SG
2005,Tayshaun Prince,Detroit,82,37.1,24,82,37.1,5.7,11.7,.487,0.6,1.7,5.1,10.1,.512,.511,2.7,3.3,.807,1.6,3.7,5.3,3.0,0.7,0.9,1.6,2.0,14.7,.341,SF
2005,Voshon Lenard,Denver,3,18.0,31,1,18.0,3.3,8.7,.385,1.3,4.0,2.0,4.7,.429,.462,1.7,2.7,.625,0.0,2.0,2.0,2.0,0.3,0.0,0.7,0.7,9.7,.333,SG
2003,Brian Shaw,LA Lakers,72,12.5,36,0,12.5,1.4,3.6,.387,0.5,1.5,0.9,2.1,.414,.460,0.1,0.2,.667,0.3,1.4,1.7,1.4,0.4,0.2,0.8,0.9,3.5,.349,PG
2004,Chris Whitney,Washington,16,11.6,32,5,11.6,1.1,2.8,.378,0.5,1.1,0.6,1.7,.333,.467,0.3,0.3,1.000,0.2,0.8,0.9,0.9,0.4,0.1,0.4,0.4,2.9,.444,PG
2005,Luke Walton,LA Lakers,61,12.6,24,5,12.6,1.2,3.0,.411,0.3,1.0,1.0,2.0,.487,.456,0.6,0.8,.708,0.9,1.4,2.3,1.5,0.4,0.2,1.0,1.1,3.2,.262,SF
2005,Matt Freije,NOH,23,19.2,23,11,19.2,1.6,5.5,.291,0.6,2.3,1.0,3.2,.315,.346,0.2,0.3,.625,0.7,2.0,2.7,0.9,0.6,0.1,0.7,1.7,4.0,.259,PF
2005,Michael Doleac,Miami,80,14.7,27,8,14.7,1.9,4.1,.447,0.0,0.0,1.9,4.1,.450,.447,0.3,0.5,.610,0.9,2.3,3.2,0.6,0.3,0.3,0.5,2.0,4.0,.000,C
2002,Tyrone Nesby,Washington,70,21.4,26,9,21.4,2.6,6.0,.435,0.2,0.7,2.4,5.3,.455,.450,0.9,1.3,.688,1.5,3.0,4.5,1.3,0.9,0.3,0.7,2.3,6.3,.277,SF
2004,Travis Hansen,Atlanta,41,12.4,25,4,12.4,1.1,3.2,.354,0.2,0.7,0.9,2.4,.370,.388,0.5,0.7,.815,0.7,1.0,1.7,0.5,0.2,0.2,0.4,1.6,3.0,.300,SF
2005,Bruce Bowen,San Antonio,82,32.0,33,82,32.0,3.1,7.3,.420,1.2,3.1,1.8,4.2,.432,.505,0.9,1.4,.634,0.6,2.9,3.5,1.5,0.7,0.5,0.7,2.1,8.2,.403,SF
2002,Derrick McKey,Philadelphia,41,19.1,35,1,19.1,1.3,3.0,.426,0.1,0.3,1.1,2.7,.427,.447,0.2,0.3,.714,1.2,1.9,3.1,1.1,1.0,0.1,0.5,2.2,2.9,.417,SF
2005,Maurice Baker,Portland,4,4.5,25,0,4.5,0.0,0.3,.000,0.0,0.0,0.0,0.3,.000,.000,0.0,0.0,,0.3,0.3,0.5,0.3,0.3,0.0,0.3,0.8,0.0,,PG
2005,Trenton Hassell,Minnesota,82,25.2,25,51,25.2,2.7,5.8,.474,0.0,0.1,2.7,5.7,.483,.475,1.1,1.4,.789,1.0,1.7,2.7,1.6,0.4,0.4,0.8,2.4,6.6,.091,SG
2005,Chucky Atkins,LA Lakers,82,35.4,30,82,35.4,4.7,11.1,.426,2.1,5.5,2.6,5.5,.466,.523,2.0,2.5,.803,0.4,2.0,2.4,4.4,0.9,0.0,1.8,2.2,13.6,.387,PG
2001,Tom Hammonds,Minnesota,7,4.3,33,0,4.3,0.4,1.4,.300,0.0,0.0,0.4,1.4,.300,.300,0.1,0.3,.500,0.3,0.3,0.6,0.1,0.0,0.0,0.4,1.1,1.0,,PF
2003,Emanual Davis,Atlanta,24,14.2,34,1,14.2,1.3,3.7,.364,0.3,1.2,1.0,2.5,.424,.403,0.7,0.9,.773,0.2,1.6,1.8,1.5,0.5,0.1,1.0,1.2,3.7,.241,SG
2005,Shawn Bradley,Dallas,77,11.5,32,14,11.5,1.1,2.4,.452,0.0,0.0,1.1,2.4,.452,.452,0.6,0.8,.683,0.9,1.9,2.8,0.2,0.3,0.8,0.4,2.0,2.7,,C
2005,Brendan Haywood,Washington,68,27.4,25,68,27.4,3.5,6.3,.560,0.0,0.0,3.5,6.3,.560,.560,2.3,3.8,.609,3.0,3.9,6.8,0.8,0.8,1.7,1.4,3.2,9.4,,C
2005,Stephen Jackson,Indiana,51,35.4,26,49,35.4,6.5,16.1,.403,2.0,5.6,4.5,10.5,.426,.466,3.7,4.5,.830,0.9,4.0,4.9,2.3,1.3,0.3,2.4,3.0,18.7,.360,SF
2005,Corey Maggette,LA,66,36.9,25,60,36.9,6.4,14.9,.431,0.8,2.5,5.7,12.4,.457,.457,8.5,10.0,.857,1.1,4.9,6.0,3.4,1.1,0.1,3.0,2.9,22.2,.304,SG
2005,Jahidi White,CHA,17,7.9,28,0,7.9,0.8,1.8,.452,0.0,0.0,0.8,1.8,.452,.452,0.8,2.4,.350,0.6,1.4,2.0,0.1,0.1,0.7,0.6,1.8,2.5,,C
2001,Todd Day,Minnesota,31,11.1,31,0,11.1,1.4,3.8,.373,0.8,2.2,0.6,1.6,.367,.483,0.6,0.7,.783,0.3,0.9,1.2,0.9,0.3,0.2,0.8,1.7,4.3,.377,SG
2003,Antonio Harvey,Atlanta,4,8.0,32,0,8.0,0.5,1.3,.400,0.0,0.0,0.5,1.3,.400,.400,0.0,0.0,,0.3,1.3,1.5,0.0,0.3,1.0,0.8,1.8,1.0,,PF
2005,Mehmet Okur,Utah,82,28.1,25,25,28.1,4.3,9.2,.468,0.2,0.8,4.1,8.5,.486,.479,4.0,4.7,.850,2.4,5.1,7.5,2.0,0.4,0.8,1.7,2.8,12.9,.270,C
2005,Tony Bobbitt,LA Lakers,2,6.0,25,0,6.0,1.0,2.5,.400,0.5,1.0,0.5,1.5,.333,.500,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.5,2.5,.500,SG
2002,Isaac Fontaine,Memphis,6,12.5,26,0,12.5,0.5,2.3,.214,0.2,0.8,0.3,1.5,.222,.250,0.7,1.0,.667,0.0,0.8,0.8,0.7,0.0,0.0,0.7,1.0,1.8,.200,SG
2005,Alex Garcia,NOH,8,18.3,24,3,18.3,2.3,6.5,.346,0.6,2.3,1.6,4.3,.382,.394,0.4,0.5,.750,0.9,1.0,1.9,2.3,0.5,0.1,1.0,1.9,5.5,.278,SG
2001,Jamel Thomas,Brooklyn,5,11.2,27,0,11.2,1.2,3.8,.316,0.2,0.6,1.0,3.2,.313,.342,0.0,0.0,,0.8,1.0,1.8,0.0,0.6,0.0,1.2,1.2,2.6,.333,SF
2002,Mookie Blaylock,Golden State,35,17.1,34,0,17.1,1.4,4.2,.342,0.4,1.2,1.0,3.0,.337,.394,0.1,0.2,.500,0.2,1.3,1.5,3.3,0.7,0.1,1.1,0.6,3.4,.357,PG
2005,Kenyon Martin,Denver,70,32.5,27,67,32.5,6.3,13.0,.490,0.0,0.2,6.3,12.8,.496,.490,2.8,4.4,.646,2.1,5.2,7.3,2.4,1.4,1.1,2.1,3.3,15.5,.000,PF
2005,Al Jefferson,Boston,71,14.8,20,1,14.8,2.7,5.2,.528,0.0,0.0,2.7,5.2,.533,.528,1.2,1.9,.630,1.7,2.7,4.4,0.3,0.3,0.8,0.9,2.7,6.7,.000,PF
2001,Jerome Kersey,Milwaukee,22,11.0,38,2,11.0,1.5,3.1,.464,0.0,0.0,1.5,3.1,.471,.464,0.4,0.7,.500,0.4,1.7,2.0,0.7,0.6,0.4,0.3,1.6,3.3,.000,SF
2005,Kirk Penney,LA,4,3.0,24,0,3.0,0.3,0.8,.333,0.0,0.3,0.3,0.5,.500,.333,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.5,0.0,0.5,.000,SG
2005,Jason Kapono,CHA,81,18.4,23,14,18.4,3.3,8.3,.401,1.0,2.4,2.3,5.9,.396,.461,0.9,1.0,.824,0.4,1.6,2.0,0.8,0.5,0.1,0.6,1.6,8.5,.412,SF
2005,Francisco Elson,Denver,67,14.0,28,11,14.0,1.5,3.2,.468,0.0,0.0,1.5,3.2,.469,.470,0.7,1.2,.570,0.9,2.1,3.0,0.5,0.5,0.6,0.6,1.9,3.7,.333,C
2005,Devin Harris,Dallas,76,15.4,21,19,15.4,2.1,4.8,.429,0.6,1.7,1.5,3.1,.481,.489,1.0,1.4,.757,0.4,1.0,1.3,2.2,1.0,0.3,1.1,1.8,5.7,.336,PG
2004,Hiram Fuller,Atlanta,4,10.8,22,0,10.8,0.8,2.0,.375,0.0,0.0,0.8,2.0,.375,.375,0.5,1.5,.333,1.0,1.8,2.8,0.5,0.0,0.3,1.0,1.3,2.0,,PF
2005,Dan Gadzuric,Milwaukee,81,22.0,26,81,22.0,3.0,5.6,.539,0.0,0.0,3.0,5.6,.539,.539,1.3,2.5,.538,3.2,5.1,8.3,0.4,0.6,1.3,1.0,2.8,7.3,,C
2005,Darrell Armstrong,Dallas,52,11.1,36,7,11.1,0.7,2.3,.305,0.2,0.8,0.5,1.5,.325,.352,0.8,0.9,.830,0.4,0.9,1.3,2.2,0.6,0.1,0.8,1.2,2.3,.268,PG
2004,Bryce Drew,NOH,15,5.2,29,0,5.2,0.3,1.2,.222,0.1,0.5,0.2,0.7,.273,.250,0.2,0.2,1.000,0.0,0.4,0.4,0.9,0.3,0.0,0.5,0.1,0.8,.143,PG
2001,David Vanterpool,Washington,22,18.7,27,0,18.7,2.1,5.0,.418,0.0,0.3,2.1,4.7,.442,.418,1.4,2.3,.600,0.7,1.0,1.7,3.0,1.0,0.1,1.7,2.0,5.5,.000,PG
2004,Keon Clark,Utah,2,13.5,28,0,13.5,1.0,3.0,.333,0.0,0.0,1.0,3.0,.333,.333,0.0,0.0,,0.5,3.0,3.5,0.5,0.5,0.0,0.0,0.5,2.0,,PF
2005,Corsley Edwards,NOH,10,11.0,25,0,11.0,1.0,3.1,.323,0.0,0.0,1.0,3.1,.323,.323,0.7,1.2,.583,1.2,1.3,2.5,0.3,0.3,0.4,0.2,1.9,2.7,,C
2002,Charlie Bell,Dallas,2,1.0,22,0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,SG
2003,Maceo Baston,Toronto,16,6.6,27,0,6.6,0.9,1.6,.600,0.0,0.0,0.9,1.6,.600,.600,0.6,0.8,.833,0.3,1.2,1.4,0.0,0.3,0.7,0.4,1.0,2.5,,PF
2005,Milt Palacio,Toronto,80,19.2,26,4,19.2,2.2,4.9,.446,0.0,0.2,2.2,4.8,.455,.449,1.4,1.9,.742,0.3,1.4,1.7,3.5,0.6,0.2,1.3,1.6,5.8,.167,PG
2005,Eduardo Najera,Denver,26,22.1,28,0,22.1,2.9,5.8,.500,0.0,0.2,2.9,5.5,.521,.500,1.1,1.8,.630,1.9,2.9,4.8,1.1,0.9,0.5,1.1,3.0,6.9,.000,PF
2005,Gilbert Arenas,Washington,80,40.9,23,80,40.9,8.2,19.0,.431,2.6,7.0,5.6,12.0,.469,.498,6.5,8.0,.814,1.0,3.7,4.7,5.1,1.7,0.3,3.0,3.1,25.5,.365,PG
2002,Mitch Richmond,LA Lakers,64,11.1,36,2,11.1,1.6,3.9,.405,0.3,1.0,1.3,2.9,.443,.441,0.7,0.7,.955,0.2,1.3,1.5,0.9,0.3,0.1,0.6,1.0,4.1,.290,SG
2005,Andre Iguodala,Philadelphia,82,32.8,21,82,32.8,3.3,6.7,.493,0.6,1.7,2.7,4.9,.550,.536,1.9,2.6,.743,1.1,4.6,5.7,3.0,1.7,0.6,1.7,2.5,9.0,.331,SG
2005,Anthony Peeler,Washington,40,13.2,35,0,13.2,1.4,3.8,.373,0.6,1.6,0.8,2.1,.365,.457,0.4,0.5,.889,0.4,1.3,1.6,1.4,0.5,0.1,0.7,1.0,3.8,.385,SG
2005,Shareef Abdur-Rahim,Portland,54,34.6,28,49,34.6,6.2,12.4,.503,0.3,0.7,6.0,11.7,.510,.514,4.1,4.7,.866,2.3,5.0,7.3,2.1,0.9,0.5,2.2,2.8,16.8,.385,PF
2005,Chris Duhon,Chicago,82,26.5,22,73,26.5,2.1,6.0,.352,1.1,3.2,1.0,2.7,.350,.449,0.6,0.8,.731,0.3,2.3,2.6,4.9,1.0,0.0,1.5,2.5,5.9,.355,PG
2002,Johnny Newman,Dallas,47,15.4,38,17,15.4,1.4,3.1,.453,0.5,1.2,1.0,1.9,.495,.527,0.9,1.2,.724,0.2,0.9,1.0,0.3,0.6,0.1,0.4,1.9,4.2,.386,SF
2002,Felipe Lopez,Minnesota,67,8.7,27,0,8.7,0.9,2.3,.378,0.2,0.5,0.7,1.8,.366,.423,0.6,0.8,.673,0.4,0.8,1.2,0.6,0.3,0.0,0.5,1.1,2.5,.424,SG
2002,Cedric Henderson,Golden State,12,5.8,26,0,5.8,1.3,2.6,.484,0.2,0.3,1.1,2.3,.481,.516,0.3,0.6,.571,0.1,0.2,0.3,0.3,0.5,0.2,0.7,0.3,3.0,.500,SF
2005,Aaron McKie,Philadelphia,68,16.4,32,3,16.4,0.9,2.1,.430,0.3,0.9,0.6,1.2,.513,.500,0.1,0.2,.625,0.3,2.2,2.5,1.5,0.7,0.3,0.5,1.7,2.2,.323,SG
2005,Elton Brand,LA,81,37.0,25,81,37.0,7.8,15.4,.503,0.0,0.0,7.8,15.4,.504,.503,4.5,6.0,.752,3.7,5.9,9.5,2.6,0.8,2.1,2.3,3.0,20.0,.000,PF
2005,Earl Boykins,Denver,82,26.4,28,5,26.4,4.1,10.0,.413,0.7,2.0,3.5,8.0,.432,.447,3.4,3.7,.921,0.5,1.3,1.7,4.5,1.0,0.1,1.5,1.5,12.4,.337,PG
2005,Greg Ostertag,Sacramento,56,9.9,31,3,9.9,0.7,1.5,.440,0.0,0.0,0.7,1.5,.451,.440,0.2,0.7,.342,1.0,2.0,3.0,0.7,0.1,0.7,0.4,1.6,1.6,.000,C
2003,David Robinson,San Antonio,64,26.2,37,64,26.2,3.1,6.6,.469,0.0,0.0,3.1,6.6,.469,.469,2.4,3.3,.710,2.5,5.4,7.9,1.0,0.8,1.7,1.3,2.0,8.5,,C
2004,Glen Rice,LA,18,14.6,36,0,14.6,1.2,4.2,.289,0.3,1.6,0.9,2.7,.354,.322,0.9,0.9,1.000,0.5,1.8,2.3,1.3,0.3,0.0,0.7,1.2,3.7,.179,SF
2001,Gary Grant,Portland,4,4.3,35,0,4.3,1.3,1.8,.714,0.0,0.0,1.3,1.8,.714,.714,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,2.5,,PG
2004,Roger Mason,Toronto,23,12.4,23,3,12.4,1.3,3.8,.356,0.5,1.4,0.8,2.3,.352,.425,0.8,1.0,.864,0.0,1.2,1.2,1.0,0.4,0.3,0.8,1.3,4.0,.364,SG
2005,Aaron Williams,Toronto,23,7.2,33,4,7.2,0.7,1.6,.417,0.0,0.0,0.7,1.6,.417,.417,0.3,0.3,.857,0.4,0.8,1.3,0.1,0.0,0.1,0.3,2.0,1.6,,C
2005,Royal Ivey,Atlanta,62,13.0,23,5,13.0,1.4,3.2,.429,0.0,0.1,1.3,3.0,.434,.437,0.8,1.1,.701,0.3,1.0,1.4,1.7,0.6,0.1,0.9,2.3,3.5,.333,PG
2005,Jared Reiner,Chicago,19,6.9,22,2,6.9,0.5,1.6,.333,0.0,0.0,0.5,1.6,.333,.333,0.1,0.2,.250,0.7,1.3,2.0,0.1,0.2,0.4,0.5,1.8,1.1,,C
2005,Horace Jenkins,Detroit,15,6.9,30,0,6.9,1.0,3.0,.333,0.0,0.6,1.0,2.4,.417,.333,0.8,0.9,.923,0.2,0.4,0.6,0.6,0.3,0.1,0.5,0.4,2.8,.000,PG
2005,Zoran Planinic,Brooklyn,43,12.0,22,8,12.0,1.8,4.0,.448,0.3,0.9,1.5,3.1,.470,.491,1.1,1.5,.697,0.4,1.2,1.6,1.0,0.6,0.0,1.0,1.8,5.0,.375,PG
2004,Oliver Miller,Minnesota,48,10.5,33,1,10.5,1.1,2.1,.530,0.0,0.0,1.1,2.1,.535,.530,0.3,0.5,.652,1.0,1.8,2.7,0.8,0.4,0.5,0.7,1.9,2.5,.000,C
2005,Greg Buckner,Denver,70,21.7,28,41,21.7,2.3,4.3,.528,0.7,1.7,1.6,2.6,.610,.609,0.9,1.2,.778,0.9,2.0,3.0,1.9,1.1,0.1,0.7,2.4,6.2,.405,SG
2005,Brent Barry,San Antonio,81,21.5,33,8,21.5,2.4,5.7,.423,1.2,3.5,1.2,2.2,.525,.532,1.4,1.7,.837,0.4,2.0,2.3,2.2,0.5,0.2,0.8,1.5,7.4,.357,SG
2001,Pervis Ellison,Oklahoma City,9,4.4,33,0,4.4,0.2,0.8,.286,0.0,0.0,0.2,0.8,.286,.286,0.2,0.2,1.000,0.2,1.1,1.3,0.3,0.0,0.2,0.3,1.4,0.7,,C
2003,Walt Williams,Dallas,66,17.6,32,1,17.6,2.0,5.2,.393,1.0,2.6,1.1,2.6,.412,.487,0.5,0.8,.620,0.8,2.3,3.1,0.9,0.6,0.4,0.5,2.1,5.5,.374,SF
2005,Kurt Thomas,New York,80,35.7,32,80,35.7,5.3,11.3,.471,0.0,0.1,5.3,11.2,.470,.472,0.8,1.1,.786,2.1,8.3,10.4,2.0,0.9,1.0,1.2,3.9,11.5,.500,PF
2001,David Wingate,Oklahoma City,1,9.0,37,0,9.0,3.0,3.0,1.000,0.0,0.0,3.0,3.0,1.000,1.000,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,,SG
