Season,Player,Team,Games Played,Minutes per Game,Age,Games Started,Minutes per Game,Player Per Game Field Goals Made,Player Per Game Field Goals Attempted,Player Per Game Field Goal Percentage,Player Per Game 3 Pointers Made,Player Per Game 3 Pointers Attempted,Player Per Game Two Pointers Made,Player Per Game Two Pointers Attempted,Player Per Game Two Pointers Percentage,Player Per Game Effective Field Goal Percentage,Player Per Game Free Throws Made,Player Per Game Free Throws Attempted,Player Per Game Free Throw Percentage,Player Per Game Offensive Rebounds,Player Per Game Defensive Rebounds,Player Per Game Total Rebounds,Player Per Game Assists,Player Per Game Steals,Player Per Game Blocks,Player Per Game Turnovers,Player Per Game Personal Fouls,Player Per Game Points Per Game,Player Per Game 3 Pointers Percentage,Position 
2008,Orien Greene,Sacramento,7,8.7,25,2,8.7,0.4,1.6,.273,0.0,0.1,0.4,1.4,.300,.273,0.0,0.0,,0.0,0.9,0.9,0.4,0.4,0.1,1.0,1.3,0.9,.000,SG
2009,Maurice Ager,Brooklyn,20,4.9,24,0,4.9,0.8,2.2,.349,0.0,0.3,0.8,1.9,.405,.349,0.2,0.4,.500,0.2,0.4,0.5,0.2,0.1,0.1,0.2,0.9,1.7,.000,SG
2002,Erick Barkley,Portland,19,12.0,23,4,12.0,1.3,3.6,.353,0.1,0.4,1.2,3.2,.377,.360,0.5,0.5,.900,0.3,0.7,0.9,1.8,0.9,0.1,0.6,1.5,3.1,.143,PG
2009,Thabo Sefolosha,Oklahoma City,23,31.2,24,22,31.2,3.2,7.6,.417,0.4,1.6,2.8,6.0,.464,.443,1.7,2.1,.833,1.2,4.0,5.2,2.0,1.7,1.1,1.2,2.3,8.5,.243,SG
2004,Vladimir Stepania,Portland,42,10.8,27,2,10.8,1.0,2.5,.417,0.0,0.0,1.0,2.5,.417,.417,0.5,0.9,.611,1.2,1.8,3.0,0.5,0.3,0.4,0.5,1.5,2.6,,C
2009,Linton Johnson,Chicago,8,5.3,28,0,5.3,0.5,1.4,.364,0.1,0.3,0.4,1.1,.333,.409,0.0,0.0,,0.4,0.6,1.0,0.3,0.1,0.0,0.3,0.8,1.1,.500,PF
2003,Shawn Kemp,Orlando,79,20.7,33,55,20.7,2.7,6.4,.418,0.0,0.0,2.7,6.4,.419,.418,1.5,2.0,.742,1.9,3.8,5.7,0.7,0.8,0.4,1.3,3.0,6.8,.000,C
2001,Tyus Edney,Indiana,24,11.0,27,0,11.0,1.5,3.8,.385,0.0,0.3,1.4,3.5,.400,.390,1.5,1.6,.897,0.2,0.8,1.0,2.3,0.7,0.0,1.0,0.7,4.4,.167,PG
2004,Jeff Trepagnier,Denver,11,8.7,24,0,8.7,0.9,3.5,.263,0.2,0.4,0.7,3.1,.235,.289,0.3,0.5,.500,0.5,0.8,1.4,0.4,0.3,0.0,0.5,0.6,2.3,.500,SG
2009,Randolph Morris,Atlanta,23,3.9,23,0,3.9,0.3,0.7,.412,0.0,0.0,0.3,0.7,.412,.412,0.2,0.2,1.000,0.2,0.7,0.9,0.1,0.1,0.0,0.3,1.1,0.8,,C
2009,Roko Ukic,Toronto,72,12.4,24,0,12.4,1.7,4.5,.380,0.2,0.9,1.6,3.6,.427,.397,0.6,0.8,.733,0.4,0.7,1.0,2.1,0.4,0.0,0.8,1.1,4.2,.177,PG
2008,Darryl Watkins,Sacramento,9,7.9,23,0,7.9,0.6,1.7,.333,0.0,0.0,0.6,1.7,.333,.333,0.2,0.6,.400,0.6,0.8,1.3,0.0,0.2,0.2,0.8,0.9,1.3,,C
2008,Othella Harrington,CHA,22,7.5,34,0,7.5,0.8,1.9,.429,0.0,0.0,0.8,1.9,.429,.429,0.5,0.7,.625,0.5,1.4,1.9,0.2,0.0,0.2,0.5,1.5,2.1,,C
2009,Brandon Bass,Dallas,81,19.4,23,0,19.4,3.1,6.3,.496,0.0,0.1,3.1,6.2,.502,.496,2.2,2.6,.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5,.000,C
2005,Derrick Coleman,Detroit,5,10.0,37,0,10.0,0.6,2.8,.214,0.0,0.4,0.6,2.4,.250,.214,0.6,0.6,1.000,0.6,2.4,3.0,0.0,0.0,0.0,0.4,1.2,1.8,.000,C
2009,Melvin Ely,NOH,31,12.0,30,4,12.0,1.2,3.1,.389,0.0,0.0,1.2,3.1,.389,.389,0.7,1.2,.639,1.0,1.1,2.1,0.6,0.1,0.3,0.7,1.9,3.1,,C
2001,Luc Longley,New York,25,12.0,32,2,12.0,0.7,2.2,.333,0.0,0.0,0.7,2.2,.333,.333,0.5,0.7,.765,1.0,1.6,2.6,0.3,0.1,0.4,0.9,2.0,2.0,,C
2007,Jumaine Jones,Phoenix,18,7.7,27,0,7.7,0.8,2.8,.275,0.6,1.8,0.2,1.1,.211,.373,0.1,0.1,1.000,0.3,0.9,1.3,0.1,0.3,0.1,0.4,1.1,2.2,.313,SF
2009,Anthony Parker,Toronto,80,33.0,33,71,33.0,4.0,9.4,.426,1.2,3.0,2.8,6.4,.442,.488,1.5,1.8,.834,0.6,3.4,4.0,3.4,1.3,0.2,1.4,1.8,10.7,.390,SG
2006,Boniface N'Dong,LA,23,6.6,28,1,6.6,1.0,2.3,.415,0.0,0.0,1.0,2.3,.423,.415,0.3,0.4,.667,0.7,1.0,1.6,0.3,0.1,0.2,0.3,1.0,2.2,.000,C
2009,Derek Fisher,LA Lakers,82,29.8,34,82,29.8,3.6,8.4,.424,1.5,3.7,2.1,4.7,.446,.512,1.3,1.6,.846,0.3,2.0,2.3,3.2,1.2,0.1,0.9,2.3,9.9,.397,PG
2009,Steven Hill,Oklahoma City,1,2.0,23,0,2.0,1.0,1.0,1.000,0.0,0.0,1.0,1.0,1.000,1.000,0.0,0.0,,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,,PF
2009,Kris Humphries,Toronto,29,9.1,23,0,9.1,1.3,3.1,.422,0.0,0.0,1.3,3.1,.422,.422,1.3,1.7,.792,0.8,1.6,2.4,0.3,0.3,0.2,0.3,1.1,3.9,,SF
2007,Alan Anderson,CHA,17,15.1,24,0,15.1,2.2,4.8,.457,0.3,1.2,1.9,3.6,.525,.488,1.1,1.4,.826,0.6,1.2,1.9,1.2,0.4,0.0,1.3,1.9,5.8,.250,SG
2006,Shandon Anderson,Miami,48,13.3,32,1,13.3,1.1,2.6,.429,0.1,0.4,1.0,2.2,.458,.448,0.3,0.4,.722,0.4,1.3,1.7,0.6,0.4,0.1,0.5,1.6,2.6,.263,SF
2005,Frank Williams,Chicago,9,7.9,24,0,7.9,0.3,2.2,.150,0.0,0.4,0.3,1.8,.188,.150,0.0,0.0,,0.2,0.4,0.7,1.2,0.2,0.3,0.3,1.0,0.7,.000,SG
2009,Josh McRoberts,Indiana,33,8.5,21,0,8.5,1.1,2.5,.422,0.0,0.3,1.1,2.2,.479,.422,0.3,0.4,.769,0.8,1.5,2.2,0.5,0.4,0.5,0.4,1.2,2.4,.000,PF
2004,Rusty LaRue,Golden State,4,5.5,30,0,5.5,0.3,0.8,.333,0.3,0.3,0.0,0.5,.000,.500,0.3,0.5,.500,0.0,0.8,0.8,0.5,0.5,0.0,1.0,0.5,1.0,1.000,PG
2007,Donell Taylor,Washington,47,7.9,24,1,7.9,1.2,3.0,.400,0.1,0.4,1.1,2.6,.431,.411,0.2,0.4,.524,0.3,0.8,1.1,1.0,0.4,0.1,0.5,0.7,2.7,.176,SG
2001,Mario Elie,Phoenix,68,22.1,37,67,22.1,1.5,3.6,.423,0.5,1.5,1.0,2.1,.466,.496,0.8,1.0,.797,0.6,1.7,2.3,1.9,0.9,0.2,0.9,1.6,4.4,.360,SG
2007,Uros Slokar,Toronto,20,3.6,23,0,3.6,0.7,1.3,.538,0.1,0.1,0.7,1.2,.542,.558,0.5,0.7,.692,0.4,0.4,0.7,0.1,0.1,0.1,0.5,0.6,1.9,.500,C
2008,Carlos Arroyo,Orlando,62,20.5,28,20,20.5,2.5,5.6,.451,0.5,1.4,2.1,4.3,.485,.493,1.4,1.6,.853,0.2,1.7,1.8,3.5,0.4,0.0,1.2,1.4,6.9,.345,PG
2005,Curtis Borchardt,Utah,67,12.8,24,23,12.8,1.1,2.6,.430,0.0,0.0,1.1,2.6,.430,.430,0.8,1.1,.732,1.3,2.1,3.3,0.7,0.1,0.5,0.8,2.4,3.0,,C
2006,James Thomas,Chicago,7,3.7,25,0,3.7,0.4,0.9,.500,0.0,0.0,0.4,0.9,.500,.500,0.0,0.0,,0.6,0.6,1.1,0.0,0.0,0.0,0.0,0.4,0.9,,PF
2004,Paul Grant,Utah,10,9.8,30,0,9.8,1.1,2.3,.478,0.0,0.0,1.1,2.3,.478,.478,0.3,0.8,.375,0.7,1.0,1.7,0.3,0.1,0.1,0.7,1.7,2.5,,C
2007,Mike Sweetney,Chicago,48,8.0,24,0,8.0,1.2,2.8,.433,0.0,0.0,1.2,2.8,.433,.433,0.8,1.4,.561,0.9,1.6,2.5,0.6,0.2,0.2,0.9,1.6,3.2,,C
2003,Mark Bryant,Boston,2,4.5,37,0,4.5,0.0,0.5,.000,0.0,0.0,0.0,0.5,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,,PF
2009,Damien Wilkins,Oklahoma City,41,15.5,29,14,15.5,1.9,5.2,.362,0.7,1.8,1.2,3.4,.355,.425,0.9,1.1,.804,0.5,1.2,1.7,0.9,0.5,0.2,0.9,1.3,5.3,.375,SG
2006,Rick Brunson,Houston,23,9.3,33,0,9.3,0.7,2.0,.348,0.2,0.5,0.5,1.5,.324,.402,0.3,0.5,.583,0.0,0.8,0.9,1.4,0.3,0.0,0.8,0.9,1.9,.417,PG
2009,Speedy Claxton,Atlanta,2,7.5,30,0,7.5,1.0,3.5,.286,0.0,0.0,1.0,3.5,.286,.286,0.5,1.0,.500,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,2.5,,PG
2002,Isaiah Rider,Denver,10,17.3,30,1,17.3,3.7,8.1,.457,0.6,1.5,3.1,6.6,.470,.494,1.3,1.7,.765,1.0,2.3,3.3,1.2,0.3,0.2,1.4,1.1,9.3,.400,SG
2009,Amar'e Stoudemire,Phoenix,53,36.8,26,53,36.8,7.6,14.1,.539,0.1,0.1,7.6,14.0,.540,.541,6.1,7.3,.835,2.2,5.9,8.1,2.0,0.9,1.1,2.8,3.1,21.4,.429,PF
2005,Theron Smith,CHA,33,15.5,24,5,15.5,1.3,4.1,.324,0.1,0.4,1.2,3.8,.331,.335,0.4,0.5,.875,1.2,2.3,3.5,0.8,0.2,0.1,0.8,1.8,3.2,.250,SF
2005,Darvin Ham,Detroit,47,5.9,31,0,5.9,0.4,0.8,.459,0.0,0.0,0.4,0.8,.459,.459,0.3,0.7,.387,0.4,0.3,0.7,0.1,0.1,0.1,0.2,0.8,1.0,,SF
2009,Eric Gordon,LA,78,34.3,20,65,34.3,5.3,11.6,.456,1.7,4.3,3.6,7.2,.496,.529,3.8,4.5,.854,0.6,2.0,2.6,2.8,1.0,0.4,2.1,2.2,16.1,.389,SG
2009,Brian Scalabrine,Boston,39,12.9,30,8,12.9,1.2,2.9,.421,0.6,1.6,0.6,1.4,.453,.526,0.4,0.5,.889,0.2,1.1,1.3,0.5,0.2,0.3,0.3,1.9,3.5,.393,C
2009,Tyrus Thomas,Chicago,79,27.5,22,61,27.5,3.9,8.6,.451,0.0,0.1,3.9,8.5,.453,.453,3.0,3.8,.783,1.9,4.6,6.4,1.0,1.2,1.9,1.6,2.8,10.8,.333,PF
2009,Mouhamed Sene,New York,1,6.0,22,0,6.0,1.0,2.0,.500,0.0,0.0,1.0,2.0,.500,.500,1.0,1.0,1.000,2.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,3.0,,C
2006,Jiri Welsch,Milwaukee,58,14.9,26,2,14.9,1.5,3.8,.387,0.2,0.8,1.2,3.0,.416,.419,1.1,1.5,.747,0.4,1.5,1.9,1.1,0.6,0.0,0.7,1.1,4.3,.286,SF
2009,Mario Chalmers,Miami,82,32.0,22,82,32.0,3.4,8.1,.420,1.4,3.8,2.0,4.3,.467,.506,1.8,2.4,.767,0.5,2.3,2.8,4.9,2.0,0.1,2.0,2.9,10.0,.367,PG
2009,Anthony Morrow,Golden State,67,22.6,23,17,22.6,3.8,8.0,.478,1.3,2.7,2.5,5.2,.483,.558,1.2,1.4,.870,1.2,1.8,3.0,1.2,0.5,0.2,0.8,1.9,10.1,.467,SG
2009,Tony Battie,Orlando,77,15.6,32,3,15.6,2.1,4.2,.489,0.0,0.1,2.0,4.1,.497,.492,0.7,1.1,.659,1.2,2.4,3.6,0.4,0.3,0.3,0.6,1.5,4.8,.222,PF
2008,Richie Frahm,LA,10,16.3,30,2,16.3,2.0,5.4,.370,0.7,2.5,1.3,2.9,.448,.435,0.0,0.2,.000,0.4,1.0,1.4,0.8,0.2,0.0,0.6,0.7,4.7,.280,SG
2009,Mike Bibby,Atlanta,79,34.7,30,79,34.7,5.5,12.7,.435,2.1,5.4,3.4,7.3,.468,.518,1.7,2.2,.789,0.5,3.0,3.5,5.0,1.2,0.1,1.6,1.8,14.9,.390,PG
2009,Grant Hill,Phoenix,82,29.8,36,68,29.8,4.8,9.1,.523,0.3,0.9,4.5,8.2,.547,.540,2.2,2.7,.808,0.8,4.2,4.9,2.3,1.1,0.7,1.5,2.2,12.0,.316,SF
2009,C.J. Watson,Golden State,77,24.5,24,18,24.5,3.3,7.3,.457,0.6,1.6,2.7,5.7,.473,.500,2.2,2.5,.870,0.5,2.0,2.5,2.7,1.2,0.1,1.2,1.8,9.5,.400,PG
2009,Wally Szczerbiak,Cleveland,74,20.6,31,5,20.6,2.4,5.4,.450,0.9,2.3,1.5,3.1,.478,.536,1.2,1.4,.849,0.6,2.6,3.1,1.1,0.4,0.1,0.7,1.8,7.0,.411,SF
2009,Ramon Sessions,Milwaukee,79,27.5,22,39,27.5,4.4,9.8,.445,0.1,0.4,4.3,9.4,.457,.449,3.6,4.5,.794,0.8,2.6,3.4,5.7,1.1,0.1,1.9,2.0,12.4,.176,PG
2008,Coby Karl,LA Lakers,17,4.2,24,0,4.2,0.5,1.5,.346,0.2,0.8,0.3,0.8,.385,.423,0.5,0.6,.800,0.2,0.6,0.8,0.5,0.2,0.1,0.3,0.2,1.8,.308,SG
2009,Joe Crawford,New York,2,11.5,22,0,11.5,1.5,5.0,.300,0.5,2.0,1.0,3.0,.333,.350,1.0,1.0,1.000,0.5,1.5,2.0,0.5,0.5,0.0,0.0,1.0,4.5,.250,SF
2001,Jamal Robinson,Miami,6,12.0,27,0,12.0,0.5,3.7,.136,0.0,0.3,0.5,3.3,.150,.136,0.0,0.0,,0.5,1.3,1.8,0.3,1.0,0.0,0.5,1.2,1.0,.000,SF
2001,Sam Perkins,Indiana,64,15.6,39,41,15.6,1.3,3.5,.381,0.6,1.7,0.8,1.8,.414,.465,0.5,0.6,.842,0.5,2.1,2.6,0.6,0.5,0.3,0.3,1.0,3.8,.345,PF
2009,Darius Songaila,Washington,77,19.8,30,29,19.8,3.2,5.9,.532,0.0,0.0,3.2,5.9,.533,.532,1.0,1.2,.889,1.0,2.0,2.9,1.2,0.8,0.3,1.0,2.6,7.4,.000,C
2005,Rod Strickland,Houston,16,12.3,38,2,12.3,0.6,2.7,.209,0.1,0.1,0.5,2.6,.195,.221,0.6,0.6,.900,0.2,1.5,1.7,2.4,0.2,0.1,1.0,0.9,1.8,.500,PG
2004,Derrick Dial,Orlando,9,9.6,28,0,9.6,1.0,3.1,.321,0.2,1.0,0.8,2.1,.368,.357,0.7,0.9,.750,0.6,0.9,1.4,0.2,0.7,0.0,0.1,0.7,2.9,.222,SG
2003,Guy Rucker,Golden State,3,1.3,25,0,1.3,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.3,0.0,,PF
2008,Awvee Storey,Milwaukee,26,10.0,30,0,10.0,1.5,3.4,.438,0.0,0.3,1.5,3.2,.476,.438,0.5,1.1,.483,1.2,0.9,2.1,0.6,0.3,0.0,0.4,1.6,3.5,.000,SG
2005,Robert Traylor,Cleveland,74,17.9,27,6,17.9,2.4,5.4,.444,0.0,0.1,2.4,5.3,.453,.444,0.7,1.4,.539,1.8,2.6,4.5,0.8,0.7,0.7,1.0,2.9,5.5,.000,C
2004,Mengke Bateer,Toronto,7,5.7,28,0,5.7,0.6,1.0,.571,0.0,0.0,0.6,1.0,.571,.571,0.0,0.0,,0.7,0.4,1.1,0.1,0.1,0.0,0.3,1.4,1.1,,C
2005,Yuta Tabuse,Phoenix,4,4.3,24,0,4.3,0.3,1.5,.167,0.3,0.3,0.0,1.3,.000,.250,1.0,1.0,1.000,0.5,0.5,1.0,0.8,0.0,0.0,0.3,0.3,1.8,1.000,PG
2009,Desmond Mason,Oklahoma City,39,27.3,31,19,27.3,3.2,7.3,.435,0.0,0.1,3.2,7.2,.440,.435,1.2,2.2,.541,1.1,3.0,4.0,1.2,0.4,0.8,1.4,2.5,7.5,.000,SG
2005,Mamadou N'Diaye,LA,11,6.5,29,0,6.5,0.7,1.8,.400,0.0,0.1,0.7,1.7,.421,.400,0.4,0.6,.571,0.8,0.8,1.6,0.1,0.1,0.5,0.0,1.8,1.8,.000,C
2008,Josh Childress,Atlanta,76,29.9,24,0,29.9,4.3,7.5,.571,0.3,0.8,4.0,6.8,.595,.590,2.9,3.6,.807,2.3,2.6,4.9,1.5,0.9,0.6,1.3,1.7,11.8,.367,SF
2007,David Noel,Milwaukee,68,11.6,22,0,11.6,1.0,2.6,.367,0.3,0.8,0.7,1.8,.387,.415,0.5,0.6,.860,0.6,1.2,1.8,1.0,0.4,0.1,0.6,1.1,2.7,.321,PF
2009,Jarrett Jack,Indiana,82,33.1,25,53,33.1,4.7,10.4,.453,1.0,2.7,3.8,7.7,.487,.498,2.7,3.2,.852,0.5,2.8,3.4,4.1,1.1,0.2,2.2,2.2,13.1,.353,SG
2005,Ibo Kutluay,Oklahoma City,5,2.4,30,0,2.4,0.0,0.2,.000,0.0,0.0,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.0,,SG
2009,Adonal Foyle,Memphis,1,3.0,33,0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,C
2009,Marko Jaric,Memphis,53,11.4,30,0,11.4,0.9,2.7,.331,0.2,0.5,0.7,2.2,.316,.369,0.5,0.8,.707,0.4,0.8,1.2,1.4,0.5,0.2,0.9,1.2,2.6,.393,SG
2003,Monty Williams,Philadelphia,21,13.1,31,2,13.1,1.6,3.8,.425,0.0,0.1,1.6,3.7,.436,.425,1.1,1.5,.750,0.6,1.6,2.1,1.2,0.6,0.2,0.8,1.6,4.4,.000,SF
2009,Chris Paul,NOH,78,38.5,23,78,38.5,8.1,16.1,.503,0.8,2.3,7.3,13.8,.525,.528,5.8,6.7,.868,0.9,4.7,5.5,11.0,2.8,0.1,3.0,2.7,22.8,.364,PG
2005,Kedrick Brown,Philadelphia,8,6.9,23,0,6.9,0.3,0.8,.333,0.0,0.4,0.3,0.4,.667,.333,1.0,1.3,.800,0.1,1.3,1.4,0.5,0.4,0.1,0.6,0.5,1.5,.000,SF
2005,Geno Carlisle,Portland,6,2.7,28,0,2.7,0.3,0.5,.667,0.0,0.0,0.3,0.5,.667,.667,0.7,1.0,.667,0.2,0.0,0.2,0.2,0.0,0.0,0.2,0.2,1.3,,SG
2009,Drew Gooden,San Antonio,19,16.8,27,1,16.8,3.7,7.6,.490,0.0,0.1,3.7,7.6,.493,.490,2.4,3.0,.789,1.5,2.9,4.4,0.2,0.2,0.2,0.8,2.1,9.8,.000,PF
2009,Dwyane Wade,Miami,79,38.6,27,79,38.6,10.8,22.0,.491,1.1,3.5,9.7,18.5,.524,.516,7.5,9.8,.765,1.1,3.9,5.0,7.5,2.2,1.3,3.4,2.3,30.2,.317,SG
2001,Bryant Reeves,Memphis,75,24.4,27,48,24.4,3.4,7.4,.460,0.0,0.1,3.4,7.3,.462,.461,1.5,1.9,.796,1.8,4.3,6.0,1.1,0.6,0.7,1.2,3.2,8.3,.250,C
2008,Steven Hunter,Denver,19,6.3,26,2,6.3,0.8,1.5,.536,0.0,0.0,0.8,1.5,.536,.536,0.5,1.1,.450,0.5,1.0,1.5,0.0,0.0,0.3,0.4,1.1,2.1,,C
2003,Chris Childs,Brooklyn,12,8.8,35,0,8.8,0.5,1.7,.300,0.1,0.5,0.4,1.2,.357,.325,0.2,0.3,.667,0.3,0.2,0.4,1.3,0.7,0.1,0.5,1.4,1.3,.167,PG
2009,Brian Skinner,LA,51,16.5,32,21,16.5,1.8,4.0,.449,0.0,0.0,1.8,4.0,.453,.449,0.6,0.9,.638,1.4,2.6,4.0,0.5,0.3,1.0,0.8,1.8,4.2,.000,PF
2002,Eldridge Recasner,LA,5,6.2,34,0,6.2,0.4,1.2,.333,0.0,0.2,0.4,1.0,.400,.333,0.2,0.2,1.000,0.0,0.0,0.0,1.0,0.2,0.0,0.2,0.6,1.0,.000,PG
2009,Juwan Howard,CHA,39,11.5,35,2,11.5,1.9,3.7,.510,0.0,0.0,1.9,3.7,.510,.510,0.6,0.9,.676,0.7,1.1,1.8,0.6,0.2,0.1,0.7,1.7,4.4,,SF
2006,Moochie Norris,NOK,16,11.4,32,0,11.4,1.3,2.9,.426,0.3,0.6,1.0,2.4,.421,.468,1.0,1.6,.640,0.2,1.1,1.3,1.3,0.4,0.0,1.1,1.1,3.8,.444,PG
2009,Dikembe Mutombo,Houston,9,10.7,42,2,10.7,0.6,1.4,.385,0.0,0.0,0.6,1.4,.385,.385,0.7,1.0,.667,1.3,2.3,3.7,0.0,0.0,1.2,0.7,1.2,1.8,,C
2007,Keith McLeod,Indiana,22,15.4,27,7,15.4,1.5,3.8,.386,0.3,1.0,1.1,2.8,.410,.428,1.0,1.1,.880,0.0,1.0,1.0,2.0,0.3,0.1,1.0,1.4,4.2,.318,PG
2009,Ronnie Price,Utah,52,14.2,25,17,14.2,1.5,3.9,.379,0.4,1.2,1.1,2.7,.408,.426,0.7,0.9,.756,0.2,1.1,1.3,2.1,0.8,0.1,1.2,1.4,4.0,.311,PG
2009,Shawn Marion,Toronto,27,35.3,30,27,35.3,6.2,12.7,.488,0.1,0.5,6.1,12.2,.502,.491,1.9,2.3,.806,2.7,5.6,8.3,2.3,1.1,0.8,1.8,1.5,14.3,.154,SF
2009,Jerry Stackhouse,Dallas,10,16.2,34,1,16.2,1.6,6.0,.267,0.3,1.9,1.3,4.1,.317,.292,0.7,0.7,1.000,0.5,1.2,1.7,1.2,0.4,0.1,0.9,0.6,4.2,.158,SG
2009,Shawne Williams,Dallas,15,11.3,22,0,11.3,1.1,3.7,.286,0.1,1.1,1.0,2.6,.385,.295,0.6,0.7,.818,1.3,1.8,3.1,0.1,0.1,0.6,0.3,1.3,2.8,.059,SF
2009,Mike Dunleavy,Indiana,18,27.5,28,14,27.5,5.2,12.9,.401,1.8,5.0,3.4,7.9,.430,.470,2.9,3.6,.815,0.8,3.0,3.8,2.4,0.7,0.5,2.1,2.0,15.1,.356,SG
2009,Gabe Pruitt,Boston,47,7.8,22,0,7.8,0.7,2.1,.307,0.3,1.0,0.4,1.1,.321,.376,0.4,0.4,.810,0.2,0.7,0.9,0.8,0.3,0.1,0.4,0.7,2.0,.292,SG
2005,Luis Flores,Denver,1,4.0,23,0,4.0,1.0,2.0,.500,1.0,1.0,0.0,1.0,.000,.750,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.000,PG
2002,Antonis Fotsis,Memphis,28,11.4,20,1,11.4,1.5,3.7,.404,0.3,0.8,1.3,2.9,.432,.438,0.6,0.7,.850,0.9,1.3,2.2,0.4,0.3,0.4,0.8,0.8,3.9,.304,PF
2009,Brevin Knight,Utah,74,12.7,33,0,12.7,0.9,2.6,.349,0.0,0.1,0.9,2.5,.361,.349,0.6,0.9,.750,0.2,1.0,1.2,2.6,0.9,0.1,0.9,1.3,2.4,.000,PG
2009,Hedo Turkoglu,Orlando,77,36.6,29,77,36.6,5.5,13.3,.413,1.7,4.9,3.8,8.4,.445,.478,4.1,5.1,.807,0.6,4.7,5.3,4.9,0.8,0.2,2.6,2.8,16.8,.356,SF
2009,Rudy Gay,Memphis,79,37.3,22,78,37.3,7.2,16.0,.453,1.1,3.1,6.2,12.9,.477,.487,3.3,4.4,.767,1.4,4.2,5.5,1.7,1.2,0.7,2.6,2.8,18.9,.351,SF
2002,Matt Geiger,Philadelphia,4,9.0,32,0,9.0,0.3,2.0,.125,0.0,0.0,0.3,2.0,.125,.125,0.3,0.5,.500,0.8,0.8,1.5,0.0,0.0,0.5,0.5,0.5,0.8,,C
2005,Donnell Harvey,Brooklyn,3,5.3,24,0,5.3,0.7,0.7,1.000,0.0,0.0,0.7,0.7,1.000,1.000,1.3,1.3,1.000,0.7,1.7,2.3,0.3,0.3,0.3,0.3,0.7,2.7,,PF
2005,Jason Collier,Atlanta,70,13.5,27,44,13.5,2.5,5.4,.463,0.1,0.2,2.4,5.2,.464,.471,0.7,1.0,.676,1.2,1.4,2.6,0.3,0.2,0.2,0.9,2.1,5.7,.429,C
2004,Dan Langhi,Milwaukee,2,10.0,26,0,10.0,1.5,4.0,.375,0.5,1.0,1.0,3.0,.333,.438,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,3.5,.500,SF
2004,Corie Blount,Toronto,16,18.4,35,0,18.4,1.1,2.9,.383,0.0,0.0,1.1,2.9,.383,.383,0.1,0.2,.667,1.4,2.9,4.3,0.6,0.7,0.3,0.5,3.1,2.4,,C
2002,Larry Robinson,New York,2,5.0,34,0,5.0,0.5,2.0,.250,0.5,1.0,0.0,1.0,.000,.375,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.5,.500,SG
2008,Kirk Snyder,Minnesota,27,25.2,24,18,25.2,3.1,6.0,.516,0.1,0.5,3.0,5.4,.544,.525,2.1,2.9,.753,0.9,3.3,4.2,2.1,0.7,0.5,1.8,1.8,8.4,.214,SF
2004,John Wallace,Miami,37,9.9,29,0,9.9,1.6,3.9,.421,0.1,0.4,1.5,3.6,.424,.438,0.8,1.1,.775,0.3,1.3,1.6,0.4,0.1,0.2,0.6,1.0,4.3,.385,SF
2009,Travis Outlaw,Portland,81,27.7,24,6,27.7,4.8,10.5,.453,1.1,2.9,3.7,7.6,.482,.505,2.2,3.0,.723,0.9,3.2,4.1,1.0,0.6,0.7,1.2,2.1,12.8,.377,SF
2006,Bryon Russell,Denver,1,3.0,35,0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,SF
2009,Damon Jones,Milwaukee,18,6.0,32,0,6.0,0.6,1.9,.324,0.6,1.6,0.0,0.3,.000,.485,0.0,0.0,,0.0,0.3,0.3,0.4,0.2,0.0,0.3,0.2,1.8,.393,PG
2008,Troy Hudson,Golden State,9,10.3,31,0,10.3,1.0,3.4,.290,0.4,1.3,0.6,2.1,.263,.355,0.7,0.7,1.000,0.0,0.8,0.8,1.0,0.3,0.0,0.8,0.4,3.1,.333,PG
2009,Marcus Banks,Toronto,6,6.7,27,0,6.7,1.0,3.0,.333,0.2,0.8,0.8,2.2,.385,.361,0.2,0.5,.333,0.2,0.3,0.5,1.0,0.2,0.0,0.5,0.8,2.3,.200,PG
