Season,Team,Points Per Game,Opponent Points Per Game,Point Differential,Own FG%,Opponent FG%,Own 3p%,Opponent 3p%,FT%,Offensive Rebounds,Defensive Rebounds,Rebounding %,Own Turnovers,Opponent Turnovers,Offensive adjusted field goal %,Offensive ppg,Offensive FGM,Offensive FGA,Offensive 3pm,Offensive 3pa,Offensive FTA,Offensive FTM,Offensive PPS,Opponent adjusted field goal %,Opponent ppg,Opponent FGM,Opponent FGA,Opponent 3pm,Opponent 3pa,Opponent FTA,Opponent FTM,Opponent PPS,Opponent APG,Team APG,Team SPG,Opponent SPG,Team BPG,Opponent BPG,Team TPG,Opponent TPG,Team ATO,Team Techs
2010,LA Clippers,95.7,102.1,-6.4,.455,.470,.332,.363,.730,.271,.740,.504,15.7,12.9,.491,95.7,36.6,80.5,5.9,17.8,22.8,16.6,1.19,.509,102.1,38.9,82.8,6.5,17.8,23.3,17.7,1.23,23.5,22.1,6.5,8.4,5.7,4.4,15.7,12.9,1.41,56
2010,Orlando,102.8,95.3,+7.5,.470,.438,.375,.363,.724,.246,.774,.519,14.1,12.8,.536,102.8,36.6,78.0,10.3,27.3,26.5,19.2,1.32,.477,95.3,36.0,82.2,6.4,17.5,22.3,16.8,1.16,18.9,19.7,6.2,6.7,5.6,3.5,14.1,12.8,1.40,101
2010,Detroit,94.0,99.1,-5.1,.445,.480,.314,.375,.728,.303,.734,.505,13.4,14.3,.474,94.0,35.9,80.5,4.6,14.5,24.4,17.7,1.17,.526,99.1,36.2,75.3,6.9,18.5,25.9,19.9,1.32,23.1,19.4,7.3,6.7,3.8,4.9,13.4,14.3,1.45,63
2010,Minnesota,98.2,107.8,-9.6,.449,.480,.341,.366,.746,.267,.736,.497,16.3,14.3,.478,98.2,37.9,84.4,4.9,14.4,23.5,17.5,1.16,.525,107.8,40.8,84.9,7.5,20.6,24.2,18.7,1.27,25.6,19.8,7.3,8.8,3.7,5.4,16.3,14.3,1.22,62
2010,Oklahoma City,101.5,98.0,+3.5,.462,.448,.340,.340,.805,.286,.736,.517,15.0,15.1,.494,101.5,37.4,80.8,5.1,15.0,27.0,21.7,1.26,.483,98.0,36.7,81.9,5.9,17.2,24.6,18.8,1.20,19.7,20.0,8.0,7.5,5.9,4.7,15.0,15.1,1.34,42
2010,Houston,102.4,102.7,-0.3,.447,.475,.351,.364,.772,.269,.738,.495,14.5,14.7,.494,102.4,37.7,84.4,7.9,22.4,24.7,19.0,1.21,.511,102.7,39.5,83.0,6.0,16.4,23.4,17.9,1.24,20.9,21.8,7.1,7.3,3.9,6.5,14.5,14.7,1.51,38
2010,Boston,99.2,95.6,+3.6,.483,.451,.348,.342,.746,.228,.738,.491,14.9,15.6,.522,99.2,37.1,76.8,6.1,17.5,25.5,19.0,1.29,.487,95.6,35.1,77.9,5.7,16.8,26.2,19.6,1.23,19.3,23.5,8.5,7.0,4.9,4.7,14.9,15.6,1.58,107
2010,Washington,96.2,101.0,-4.8,.449,.463,.353,.360,.762,.276,.724,.497,14.9,13.6,.481,96.2,36.7,81.7,5.3,14.9,23.1,17.6,1.18,.502,101.0,37.6,81.3,6.4,17.9,25.5,19.4,1.24,21.6,19.0,6.0,6.9,5.1,5.1,14.9,13.6,1.28,61
2010,New Orleans,100.2,102.7,-2.5,.464,.483,.363,.355,.778,.248,.738,.489,13.5,14.4,.506,100.2,38.8,83.4,7.0,19.2,20.3,15.8,1.20,.523,102.7,39.6,82.1,6.6,18.5,22.5,16.9,1.25,23.5,22.3,7.6,7.0,3.7,4.5,13.5,14.4,1.66,52
2010,Cleveland,102.1,95.6,+6.5,.485,.442,.381,.347,.720,.251,.772,.524,13.9,12.7,.532,102.1,37.8,77.9,7.3,19.3,26.6,19.1,1.31,.482,95.6,35.8,80.9,6.4,18.4,23.3,17.6,1.18,20.3,22.4,6.9,6.6,5.2,4.0,13.9,12.7,1.61,74
2010,Milwaukee,97.7,96.0,+1.7,.436,.451,.356,.343,.755,.262,.764,.501,13.2,15.3,.482,97.7,37.2,85.3,7.9,22.1,20.4,15.4,1.14,.486,96.0,35.0,77.6,5.3,15.6,27.0,20.6,1.24,19.3,21.2,7.1,7.0,4.7,5.1,13.2,15.3,1.60,60
2010,Portland,98.1,94.8,+3.3,.461,.464,.354,.343,.790,.282,.748,.513,12.3,13.5,.499,98.1,36.3,78.7,6.0,16.9,24.8,19.6,1.25,.502,94.8,36.0,77.5,5.9,17.1,22.8,17.0,1.22,19.3,20.4,6.4,5.9,4.3,4.1,12.3,13.5,1.65,63
2011,Dallas,100.2,96.0,+4.2,.475,.450,.365,.343,.777,.241,.748,.504,14.0,13.6,.525,100.2,37.4,78.8,7.9,21.6,22.6,17.5,1.27,.488,96.0,36.5,81.2,6.2,18.0,22.3,16.7,1.18,20.6,23.8,6.8,7.6,4.3,3.7,14.0,13.6,1.71,83
2011,Philadelphia,99.0,97.5,+1.5,.461,.451,.355,.340,.770,.246,.745,.496,13.0,14.2,.494,99.0,38.1,82.6,5.4,15.2,22.6,17.4,1.20,.487,97.5,36.5,81.0,5.7,16.8,24.2,18.7,1.20,21.5,22.7,7.6,7.1,4.3,4.6,13.0,14.2,1.75,49
2011,Denver,107.5,102.7,+4.8,.476,.459,.388,.344,.765,.239,.754,.504,14.1,13.7,.526,107.5,38.4,80.6,8.1,20.8,29.6,22.7,1.33,.500,102.7,38.5,83.9,7.0,20.4,24.8,18.8,1.22,22.2,22.1,7.4,7.5,4.3,6.0,14.1,13.7,1.57,95
2011,Indiana,99.8,100.9,-1.1,.442,.449,.354,.359,.782,.259,.741,.502,15.4,13.9,.486,99.8,36.6,82.8,7.1,20.2,24.8,19.4,1.21,.487,100.9,37.5,83.4,6.2,17.4,26.3,19.7,1.21,20.4,19.6,7.1,7.5,5.6,5.7,15.4,13.9,1.28,64
2011,Golden State,103.4,105.7,-2.3,.461,.467,.392,.358,.761,.267,.693,.475,14.6,16.1,.510,103.4,39.6,85.9,8.4,21.3,20.7,15.7,1.20,.509,105.7,38.7,82.8,6.9,19.3,27.6,21.4,1.28,24.7,22.5,9.0,8.2,5.0,4.3,14.6,16.1,1.54,69
2011,Phoenix,105.0,105.9,-0.9,.470,.472,.377,.367,.759,.237,.716,.476,14.3,14.5,.522,105.0,39.3,83.5,8.5,22.6,23.6,18.0,1.26,.513,105.9,40.4,85.6,7.1,19.5,24.0,18.1,1.24,23.0,23.7,6.6,7.9,4.4,4.3,14.3,14.5,1.66,82
2011,Sacramento,99.4,104.7,-5.3,.449,.478,.335,.355,.734,.299,.744,.516,16.1,14.7,.480,99.4,38.2,85.1,5.2,15.6,24.2,17.7,1.17,.513,104.7,39.8,83.2,5.9,16.5,25.4,19.4,1.26,21.7,20.4,7.4,8.1,4.8,5.7,16.1,14.7,1.27,79
2011,Chicago,98.6,91.3,+7.3,.462,.430,.361,.326,.743,.294,.762,.535,14.2,14.1,.501,98.6,37.1,80.3,6.2,17.3,24.5,18.2,1.23,.463,91.3,34.2,79.5,5.2,16.0,23.1,17.7,1.15,19.0,22.3,7.2,6.9,5.7,5.8,14.2,14.1,1.57,60
2011,Utah,99.4,101.3,-1.9,.465,.459,.346,.376,.771,.270,.717,.491,14.3,14.6,.498,99.4,37.4,80.4,5.3,15.3,25.1,19.4,1.24,.505,101.3,36.2,78.8,7.2,19.2,27.9,21.7,1.29,20.7,23.4,7.7,7.4,5.9,5.0,14.3,14.6,1.63,60
2011,Brooklyn,94.2,100.4,-6.2,.440,.465,.343,.364,.759,.261,.742,.494,14.0,12.3,.474,94.2,35.6,81.0,5.6,16.3,22.9,17.4,1.16,.503,100.4,37.4,80.5,6.2,17.0,25.8,19.4,1.25,22.2,21.0,5.6,6.8,4.7,4.6,14.0,12.3,1.50,52
2011,New York,106.5,105.7,+0.8,.457,.472,.368,.372,.809,.242,.719,.479,13.7,15.2,.513,106.5,38.3,83.7,9.3,25.4,25.5,20.6,1.27,.511,105.7,39.5,83.8,6.5,17.6,26.4,20.1,1.26,20.5,21.4,7.6,7.1,5.8,4.4,13.7,15.2,1.56,85
2011,Atlanta,95.0,95.8,-0.8,.462,.460,.352,.338,.779,.234,.746,.492,13.6,12.5,.501,95.0,36.2,78.4,6.1,17.4,21.1,16.4,1.21,.495,95.8,36.7,79.7,5.6,16.6,21.7,16.8,1.20,21.4,22.0,6.1,6.7,4.2,4.2,13.6,12.5,1.61,55
2011,Memphis,99.9,97.6,+2.3,.471,.457,.334,.369,.750,.289,.725,.505,14.0,16.7,.493,99.9,39.0,82.9,3.8,11.3,24.2,18.1,1.20,.502,97.6,36.2,79.1,7.2,19.4,23.8,18.1,1.23,21.0,20.6,9.4,7.5,5.4,6.2,14.0,16.7,1.48,61
2011,San Antonio,103.7,98.0,+5.7,.475,.456,.397,.367,.767,.249,.746,.504,13.4,13.4,.527,103.7,38.4,80.8,8.4,21.1,24.2,18.5,1.28,.491,98.0,38.1,83.7,5.8,15.9,20.7,15.9,1.17,20.5,22.4,7.3,6.9,4.5,4.6,13.4,13.4,1.67,48
2011,Toronto,99.1,105.4,-6.3,.465,.482,.316,.376,.755,.282,.720,.495,14.7,13.9,.491,99.1,38.3,82.4,4.2,13.3,24.1,18.2,1.20,.522,105.4,39.2,81.3,6.6,17.5,26.5,20.4,1.30,22.6,21.9,7.1,7.6,4.3,5.6,14.7,13.9,1.49,70
2011,LA Lakers,101.5,95.4,+6.1,.463,.437,.352,.335,.779,.292,.723,.515,13.1,13.6,.502,101.5,38.1,82.4,6.4,18.1,24.1,18.8,1.23,.477,95.4,36.7,84.0,6.8,20.3,19.9,15.2,1.14,22.3,22.0,7.3,7.1,5.1,4.5,13.1,13.6,1.68,78
2011,Charlotte,93.3,97.3,-4.0,.451,.455,.327,.359,.756,.257,.752,.503,14.5,13.2,.482,93.3,35.0,77.6,4.8,14.7,24.4,18.4,1.20,.500,97.3,36.0,79.2,7.0,19.6,23.3,18.2,1.23,21.7,21.1,6.4,7.3,5.3,6.0,14.5,13.2,1.45,72
2011,Miami,102.1,94.6,+7.5,.481,.434,.370,.345,.769,.252,.755,.518,13.9,13.2,.524,102.1,37.0,76.8,6.7,18.0,27.9,21.5,1.33,.475,94.6,35.0,80.7,6.7,19.3,24.1,18.0,1.17,20.1,20.0,6.6,7.0,5.2,3.0,13.9,13.2,1.44,87
2011,LA Clippers,98.6,101.8,-3.2,.457,.455,.338,.365,.707,.284,.732,.510,16.4,13.7,.496,98.6,36.8,80.4,6.3,18.5,26.7,18.9,1.23,.499,101.8,37.1,81.6,7.1,19.5,26.4,20.4,1.25,22.3,22.1,7.1,8.0,4.9,4.9,16.4,13.7,1.35,92
2011,Orlando,99.2,93.7,+5.5,.461,.436,.366,.350,.692,.261,.769,.521,14.9,13.9,.521,99.2,36.0,78.2,9.4,25.6,25.6,17.7,1.27,.475,93.7,34.9,80.1,6.3,18.0,23.7,17.6,1.17,20.1,20.0,6.7,7.4,4.7,3.8,14.9,13.9,1.34,113
2011,Detroit,97.0,100.6,-3.6,.460,.486,.376,.358,.737,.274,.721,.487,13.0,14.1,.495,97.0,37.3,81.1,5.8,15.3,22.6,16.7,1.20,.526,100.6,37.9,78.1,6.4,17.8,23.9,18.3,1.29,23.3,21.1,7.3,6.9,4.0,4.6,13.0,14.1,1.62,63
2011,Minnesota,101.1,107.7,-6.6,.441,.468,.376,.374,.768,.296,.737,.511,17.0,14.4,.483,101.1,37.7,85.5,7.2,19.1,24.1,18.5,1.18,.514,107.7,39.4,84.2,7.8,20.8,27.2,21.1,1.28,24.8,20.1,7.2,9.5,5.1,5.5,17.0,14.4,1.18,57
2011,Oklahoma City,104.8,101.0,+3.8,.464,.458,.347,.361,.823,.274,.736,.513,14.1,14.0,.501,104.8,37.4,80.6,5.9,17.1,29.3,24.1,1.30,.493,101.0,38.1,83.2,5.9,16.3,25.5,19.0,1.21,20.9,20.4,8.0,7.2,5.9,4.3,14.1,14.0,1.45,62
2011,Houston,105.9,103.7,+2.2,.454,.468,.367,.358,.801,.274,.727,.500,13.5,13.7,.503,105.9,38.7,85.1,8.3,22.5,25.4,20.3,1.25,.500,103.7,39.8,85.1,5.5,15.2,23.8,18.6,1.22,20.8,23.8,7.1,7.2,4.5,5.5,13.5,13.7,1.76,50
2011,Boston,96.5,91.1,+5.4,.486,.434,.365,.340,.770,.211,.747,.495,14.6,15.4,.519,96.5,36.9,75.8,5.0,13.6,23.1,17.8,1.27,.469,91.1,33.8,77.7,5.4,15.9,24.1,18.2,1.17,18.7,23.4,8.2,7.0,4.2,4.4,14.6,15.4,1.61,112
2011,Washington,97.3,104.7,-7.4,.443,.471,.332,.373,.745,.280,.705,.485,15.3,15.8,.471,97.3,37.2,84.0,4.8,14.4,24.4,18.2,1.16,.512,104.7,38.7,82.2,6.8,18.3,26.9,20.4,1.27,23.1,19.4,8.1,7.6,6.1,5.0,15.3,15.8,1.27,74
2011,New Orleans,94.9,94.0,+0.9,.459,.457,.360,.357,.765,.251,.762,.505,13.0,14.5,.493,94.9,35.9,78.2,5.4,15.0,23.1,17.7,1.21,.501,94.0,35.1,76.9,6.8,19.0,22.0,17.0,1.22,21.2,20.6,7.6,6.1,4.4,4.8,13.0,14.5,1.58,82
2011,Cleveland,95.5,104.5,-9.0,.434,.475,.342,.411,.745,.242,.733,.481,14.2,13.5,.472,95.5,35.2,81.1,6.2,18.2,25.3,18.9,1.18,.524,104.5,39.4,83.0,8.1,19.7,23.1,17.5,1.26,24.2,21.0,6.6,7.5,4.2,6.0,14.2,13.5,1.48,60
2011,Milwaukee,91.9,92.7,-0.8,.430,.447,.342,.334,.757,.247,.748,.491,13.5,15.2,.467,91.9,34.3,79.8,5.9,17.2,22.9,17.4,1.15,.481,92.7,34.6,77.3,5.3,16.0,23.7,18.3,1.20,20.2,18.8,7.5,6.2,4.9,4.8,13.5,15.2,1.40,61
2011,Portland,96.3,94.8,+1.5,.447,.467,.345,.367,.804,.295,.720,.498,13.0,15.7,.486,96.3,36.0,80.5,6.3,18.3,22.4,18.0,1.20,.510,94.8,35.4,75.8,6.5,17.6,22.8,17.5,1.25,19.2,21.2,8.0,6.9,4.4,4.1,13.0,15.7,1.62,64
2012,Dallas,95.8,94.8,+1.0,.443,.435,.339,.346,.771,.234,.748,.493,14.0,14.7,.489,95.8,36.3,82.0,7.5,22.2,20.2,15.6,1.17,.479,94.8,35.6,81.7,7.2,20.7,22.1,16.5,1.16,20.5,20.9,8.6,8.5,5.1,4.0,14.0,14.7,1.49,63
2012,Philadelphia,93.6,89.4,+4.2,.448,.427,.362,.334,.742,.244,.752,.497,11.2,13.9,.480,93.6,37.4,83.6,5.3,14.6,18.2,13.5,1.12,.460,89.4,34.3,80.3,5.4,16.2,20.5,15.4,1.11,19.6,22.0,8.0,5.9,5.2,4.8,11.2,13.9,1.97,41
2012,Denver,104.1,101.2,+2.9,.476,.456,.332,.383,.735,.277,.743,.517,15.4,15.6,.516,104.1,39.0,81.9,6.6,19.9,26.7,19.6,1.27,.508,101.2,38.5,84.4,8.7,22.6,20.5,15.6,1.20,23.2,24.0,8.2,7.9,5.0,6.7,15.4,15.6,1.56,66
2012,Indiana,97.7,94.4,+3.3,.438,.435,.368,.351,.782,.292,.723,.509,14.0,14.9,.474,97.7,35.7,81.4,5.9,16.1,26.1,20.4,1.20,.476,94.4,34.9,80.4,6.7,19.1,24.5,17.9,1.17,19.6,18.6,7.9,6.6,5.4,6.0,14.0,14.9,1.33,49
2012,Golden State,97.8,101.2,-3.4,.457,.453,.388,.365,.770,.229,.691,.461,13.9,14.8,.505,97.8,37.7,82.5,7.9,20.5,18.7,14.4,1.19,.496,101.2,37.3,82.3,7.1,19.4,26.1,19.5,1.23,23.1,22.3,8.0,7.6,5.5,5.0,13.9,14.8,1.61,34
2012,Phoenix,98.4,98.6,-0.2,.458,.455,.343,.352,.757,.258,.717,.490,14.1,14.1,.499,98.4,37.8,82.5,6.7,19.6,21.2,16.0,1.19,.491,98.6,38.0,83.5,6.0,17.1,21.9,16.7,1.18,21.5,22.5,6.5,8.0,5.5,4.4,14.1,14.1,1.60,62
2012,Sacramento,98.8,104.4,-5.6,.436,.476,.316,.355,.736,.291,.705,.488,14.4,15.4,.472,98.8,37.7,86.5,6.2,19.7,23.2,17.1,1.14,.515,104.4,40.4,85.0,6.7,18.7,22.2,16.9,1.23,23.8,19.3,8.5,7.8,4.9,6.4,14.4,15.4,1.34,52
2012,Chicago,96.3,88.2,+8.1,.452,.421,.375,.325,.722,.326,.743,.539,14.0,13.3,.490,96.3,37.4,82.8,6.3,16.9,21.1,15.2,1.16,.450,88.2,34.6,82.1,4.6,14.2,19.4,14.3,1.07,18.9,23.1,6.9,7.4,5.9,5.2,14.0,13.3,1.65,47
2012,Utah,99.7,99.0,+0.7,.456,.453,.323,.340,.754,.302,.738,.518,14.2,14.7,.481,99.7,38.2,83.8,4.1,12.8,25.3,19.1,1.19,.493,99.0,36.4,80.5,6.5,19.1,26.2,19.7,1.23,20.5,21.8,8.3,7.5,5.8,5.7,14.2,14.7,1.54,35
2012,Brooklyn,93.1,99.1,-6.0,.425,.472,.342,.374,.777,.278,.707,.486,15.1,14.3,.473,93.1,34.3,80.6,7.7,22.4,21.7,16.9,1.15,.513,99.1,37.9,80.2,6.5,17.4,22.6,16.8,1.24,23.3,19.9,7.5,8.0,3.9,5.0,15.1,14.3,1.32,45
2012,New York,97.8,94.7,+3.1,.443,.442,.336,.359,.741,.266,.737,.499,16.0,17.0,.492,97.8,35.8,80.8,7.8,23.3,24.8,18.3,1.21,.485,94.7,35.1,79.4,6.7,18.8,24.1,17.7,1.19,18.9,20.1,9.4,8.1,4.2,5.1,16.0,17.0,1.26,74
2012,Atlanta,96.6,93.2,+3.4,.454,.444,.370,.344,.740,.239,.744,.493,14.0,15.1,.500,96.6,36.8,81.0,7.5,20.2,21.0,15.5,1.19,.480,93.2,36.1,81.3,5.9,17.2,20.1,15.1,1.15,20.5,22.4,8.1,7.5,4.6,4.7,14.0,15.1,1.61,38
2012,Memphis,95.0,93.0,+2.0,.447,.444,.326,.345,.759,.298,.727,.508,14.5,17.1,.473,95.0,36.7,82.2,4.2,12.9,22.8,17.3,1.16,.485,93.0,34.5,77.8,6.3,18.3,23.1,17.6,1.20,19.3,19.5,9.6,7.8,5.2,5.5,14.5,17.1,1.35,48
2012,San Antonio,103.7,96.5,+7.2,.478,.452,.393,.353,.748,.251,.760,.511,13.6,13.7,.528,103.7,39.6,82.8,8.4,21.3,21.6,16.2,1.25,.489,96.5,38.1,84.2,6.2,17.7,18.7,14.1,1.15,19.6,23.2,7.4,7.4,4.4,5.0,13.6,13.7,1.71,31
2012,Toronto,90.7,94.0,-3.3,.440,.435,.340,.328,.770,.259,.754,.509,15.2,13.2,.475,90.7,34.4,78.1,5.5,16.3,21.4,16.4,1.16,.475,94.0,33.8,77.7,6.1,18.5,27.2,20.2,1.21,20.1,20.9,6.5,7.2,4.9,4.9,15.2,13.2,1.38,46
2012,LA Lakers,97.3,95.9,+1.4,.457,.437,.326,.348,.756,.291,.748,.530,15.1,11.3,.491,97.3,36.8,80.6,5.5,16.8,24.1,18.2,1.21,.476,95.9,37.8,86.4,6.7,19.3,18.4,13.7,1.11,21.9,22.5,5.9,8.4,5.3,4.6,15.1,11.3,1.49,73
2012,Charlotte,87.0,100.9,-13.9,.414,.475,.295,.356,.746,.236,.709,.464,14.5,13.5,.439,87.0,33.2,80.2,4.0,13.5,22.2,16.5,1.08,.512,100.9,38.9,82.0,6.2,17.3,22.5,16.9,1.23,23.3,20.1,6.0,7.6,5.5,5.7,14.5,13.5,1.39,46
2012,Miami,98.5,92.5,+6.0,.469,.434,.359,.363,.775,.266,.739,.511,15.2,16.8,.505,98.5,37.1,79.0,5.6,15.6,24.2,18.8,1.25,.479,92.5,34.6,79.8,7.3,20.0,22.1,16.0,1.16,19.7,20.0,8.9,8.3,5.4,4.2,15.2,16.8,1.31,46
2012,LA Clippers,97.5,95.0,+2.5,.455,.447,.357,.365,.680,.295,.732,.511,13.3,14.6,.502,97.5,37.0,81.3,7.8,21.8,23.3,15.8,1.20,.492,95.0,34.5,77.2,7.0,19.1,25.4,19.0,1.23,20.7,21.0,8.4,6.0,4.8,4.5,13.3,14.6,1.58,88
2012,Orlando,94.2,93.4,+0.8,.441,.449,.375,.347,.660,.265,.755,.507,14.9,13.1,.506,94.2,34.5,78.2,10.2,27.0,22.8,15.1,1.20,.488,93.4,35.9,80.1,6.3,18.1,19.7,15.2,1.17,20.5,20.0,6.8,7.5,4.2,4.1,14.9,13.1,1.34,62
2012,Detroit,90.9,95.7,-4.8,.438,.462,.346,.355,.752,.281,.728,.497,15.7,14.5,.468,90.9,34.7,79.3,4.8,13.9,22.1,16.6,1.15,.500,95.7,36.0,78.0,6.0,16.9,23.0,17.6,1.23,22.5,18.7,7.0,8.5,4.2,5.3,15.7,14.5,1.19,32
2012,Minnesota,97.9,100.1,-2.2,.433,.455,.332,.340,.771,.275,.730,.502,15.2,13.3,.477,97.9,35.7,82.3,7.2,21.6,25.2,19.4,1.19,.491,100.1,39.0,85.7,6.2,18.1,21.2,16.0,1.17,21.5,19.5,6.6,8.3,4.4,5.7,15.2,13.3,1.29,35
2012,Oklahoma City,103.1,96.9,+6.2,.471,.427,.358,.342,.806,.278,.721,.514,16.3,14.2,.516,103.1,37.3,79.2,7.2,20.0,26.4,21.3,1.30,.465,96.9,36.4,85.3,6.4,18.7,23.0,17.7,1.14,19.9,18.5,7.5,8.2,8.2,4.9,16.3,14.2,1.13,67
2012,Houston,98.1,97.9,+0.2,.449,.456,.359,.325,.782,.275,.734,.502,14.5,14.7,.492,98.1,37.7,84.0,7.2,20.2,19.7,15.4,1.17,.490,97.9,37.5,82.2,5.6,17.2,22.6,17.3,1.19,20.0,21.3,7.5,7.5,4.8,5.2,14.5,14.7,1.47,38
2012,Boston,91.8,89.3,+2.5,.460,.419,.367,.308,.778,.197,.724,.473,14.8,15.7,.496,91.8,35.5,77.1,5.5,15.0,19.8,15.4,1.19,.452,89.3,33.4,79.7,5.2,16.9,22.7,17.2,1.12,18.7,23.6,7.5,7.8,5.5,4.6,14.8,15.7,1.59,70
2012,Washington,93.6,98.4,-4.8,.441,.453,.320,.350,.727,.273,.709,.489,15.3,15.2,.472,93.6,36.6,83.0,5.2,16.3,21.0,15.3,1.13,.492,98.4,36.7,81.1,6.5,18.4,24.5,18.6,1.21,21.5,19.1,8.0,7.9,6.3,4.5,15.3,15.2,1.25,52
2012,New Orleans,89.6,93.4,-3.8,.451,.444,.333,.317,.757,.275,.731,.507,15.5,13.9,.476,89.6,34.8,77.3,3.9,11.8,21.2,16.0,1.16,.485,93.4,34.9,78.6,6.4,20.3,22.5,17.1,1.19,20.9,20.7,7.4,7.9,4.8,5.8,15.5,13.9,1.34,57
2012,Cleveland,93.0,100.2,-7.2,.422,.467,.346,.362,.716,.289,.722,.497,15.4,13.9,.463,93.0,34.3,81.2,6.7,19.3,24.9,17.8,1.15,.508,100.2,38.4,82.3,6.8,18.7,22.2,16.6,1.22,23.1,19.8,7.1,7.9,4.0,6.2,15.4,13.9,1.29,25
2012,Milwaukee,99.0,98.7,+0.3,.443,.449,.345,.351,.774,.277,.709,.487,14.1,15.9,.481,99.0,37.9,85.6,6.6,19.2,21.4,16.6,1.16,.489,98.7,37.1,82.6,6.6,18.9,23.3,17.9,1.20,21.7,23.5,8.3,7.6,5.1,4.5,14.1,15.9,1.67,56
2012,Portland,97.2,97.8,-0.6,.443,.463,.346,.363,.796,.263,.728,.490,14.2,14.9,.488,97.2,36.4,82.1,7.2,20.9,21.6,17.2,1.18,.504,97.8,37.5,81.0,6.7,18.4,21.5,16.1,1.21,21.1,20.4,8.0,7.6,4.9,4.8,14.2,14.9,1.44,43
2013,Dallas,101.1,101.7,-0.6,.462,.445,.372,.359,.793,.218,.731,.479,13.5,14.0,.506,101.1,38.8,84.0,7.4,19.9,20.4,16.1,1.20,.492,101.7,37.4,84.0,7.8,21.8,25.4,19.1,1.21,22.0,23.2,7.9,8.5,5.5,4.1,13.5,14.0,1.72,57
2013,Philadelphia,93.2,96.5,-3.3,.444,.454,.360,.349,.729,.249,.734,.484,12.6,13.8,.481,93.2,37.3,84.1,6.3,17.5,16.8,12.2,1.11,.495,96.5,36.8,81.0,6.7,19.2,21.4,16.2,1.19,22.8,22.8,7.4,7.2,4.7,4.8,12.6,13.8,1.81,41
2013,Denver,106.1,101.1,+5.0,.478,.444,.343,.363,.701,.314,.718,.520,14.7,15.2,.515,106.1,40.7,85.2,6.4,18.5,26.2,18.4,1.25,.493,101.1,38.1,85.7,8.4,23.1,22.7,16.6,1.18,23.6,24.4,9.3,8.0,6.5,6.8,14.7,15.2,1.66,59
2013,Indiana,94.7,90.7,+4.0,.436,.420,.347,.327,.746,.303,.746,.529,14.5,13.0,.479,94.7,35.1,80.6,6.9,19.7,23.6,17.6,1.18,.453,90.7,34.5,82.2,5.4,16.6,21.3,16.2,1.10,19.2,20.3,7.2,7.5,6.3,5.7,14.5,13.0,1.40,76
2013,Golden State,101.2,100.3,+0.9,.458,.439,.403,.347,.790,.254,.755,.513,14.8,12.9,.506,101.2,38.2,83.4,8.0,19.9,21.3,16.8,1.21,.486,100.3,37.2,84.8,8.0,23.1,23.9,17.9,1.18,23.5,22.5,6.9,8.2,4.2,4.9,14.8,12.9,1.52,46
2013,Phoenix,95.2,101.6,-6.4,.443,.470,.330,.388,.744,.270,.719,.490,14.9,14.8,.477,95.2,37.3,84.4,5.9,17.7,19.7,14.7,1.13,.512,101.6,38.8,82.6,6.9,17.9,22.6,17.1,1.23,22.8,22.6,8.0,8.3,5.3,5.1,14.9,14.8,1.51,77
2013,Sacramento,100.2,105.1,-4.9,.447,.472,.363,.355,.769,.266,.710,.482,14.0,14.1,.491,100.2,37.6,84.2,7.4,20.5,22.8,17.5,1.19,.517,105.1,39.3,83.3,7.6,21.5,24.1,18.9,1.26,25.1,20.8,8.2,7.6,4.2,6.3,14.0,14.1,1.48,64
2013,Chicago,93.2,92.9,+0.3,.437,.443,.353,.346,.773,.294,.736,.512,13.7,13.1,.470,93.2,35.7,81.7,5.4,15.4,21.2,16.4,1.14,.477,92.9,35.4,80.1,5.5,16.0,22.3,16.5,1.16,18.8,23.0,7.2,7.3,5.1,5.8,13.7,13.1,1.68,76
2013,Utah,98.0,98.1,-0.1,.454,.458,.366,.370,.764,.288,.732,.507,14.2,14.1,.492,98.0,37.1,81.8,6.2,16.9,23.0,17.5,1.20,.501,98.1,36.6,79.9,6.8,18.5,23.8,18.0,1.23,20.6,22.7,8.4,7.8,6.3,5.9,14.2,14.1,1.60,45
2013,Brooklyn,96.9,95.1,+1.8,.450,.464,.357,.366,.731,.309,.737,.522,13.9,13.0,.498,96.9,35.9,79.8,7.7,21.5,23.9,17.5,1.21,.503,95.1,37.4,80.7,6.3,17.3,19.2,14.0,1.18,21.4,20.3,7.3,7.5,4.8,4.8,13.9,13.0,1.46,49
2013,New York,100.0,95.7,+4.3,.448,.458,.376,.357,.759,.256,.747,.493,11.6,14.5,.515,100.0,36.5,81.6,10.9,28.9,21.1,16.0,1.23,.508,95.7,35.6,77.6,7.8,21.8,22.2,16.8,1.23,19.3,19.3,8.2,6.4,3.6,4.0,11.6,14.5,1.67,76
2013,Atlanta,98.0,97.5,+0.5,.464,.450,.371,.379,.715,.222,.736,.483,14.3,14.6,.517,98.0,37.6,81.0,8.6,23.2,19.7,14.1,1.21,.496,97.5,37.5,83.2,7.6,19.9,19.7,15.0,1.17,22.3,24.5,8.1,8.4,4.5,4.3,14.3,14.6,1.72,43
