Season,Team,Points Per Game,Opponent Points Per Game,Point Differential,Own FG%,Opponent FG%,Own 3p%,Opponent 3p%,FT%,Offensive Rebounds,Defensive Rebounds,Rebounding %,Own Turnovers,Opponent Turnovers,Offensive adjusted field goal %,Offensive ppg,Offensive FGM,Offensive FGA,Offensive 3pm,Offensive 3pa,Offensive FTA,Offensive FTM,Offensive PPS,Opponent adjusted field goal %,Opponent ppg,Opponent FGM,Opponent FGA,Opponent 3pm,Opponent 3pa,Opponent FTA,Opponent FTM,Opponent PPS,Opponent APG,Team APG,Team SPG,Opponent SPG,Team BPG,Opponent BPG,Team TPG,Opponent TPG,Team ATO,Team Techs
2013,Memphis,93.4,89.3,+4.1,.444,.435,.345,.338,.773,.310,.743,.522,13.2,14.7,.472,93.4,36.1,81.5,4.7,13.5,21.3,16.5,1.15,.475,89.3,33.5,77.0,6.1,18.2,21.5,16.1,1.16,19.5,20.9,8.6,7.3,5.3,5.5,13.2,14.7,1.59,46
2013,San Antonio,103.0,96.6,+6.4,.481,.442,.376,.353,.791,.205,.749,.493,14.1,14.3,.531,103.0,39.1,81.4,8.1,21.5,21.0,16.6,1.27,.480,96.6,37.5,84.9,6.3,17.9,20.0,15.2,1.14,21.4,25.1,8.5,8.2,5.4,4.9,14.1,14.3,1.78,34
2013,Toronto,97.2,98.7,-1.5,.446,.458,.343,.361,.788,.255,.734,.491,13.2,13.7,.488,97.2,36.3,81.5,7.0,20.3,22.3,17.6,1.19,.500,98.7,36.2,79.2,6.7,18.4,26.2,19.6,1.25,21.9,21.5,7.3,7.0,4.8,4.7,13.2,13.7,1.63,64
2013,LA Lakers,102.2,101.0,+1.2,.458,.453,.355,.357,.692,.270,.743,.512,14.6,12.4,.512,102.2,37.1,81.0,8.7,24.6,27.9,19.3,1.26,.496,101.0,39.7,87.6,7.5,21.0,19.4,14.2,1.15,23.4,22.2,7.0,8.5,5.2,4.8,14.6,12.4,1.51,68
2013,Charlotte,93.4,102.7,-9.3,.425,.471,.335,.388,.750,.257,.711,.478,13.1,13.6,.460,93.4,34.4,81.1,5.7,17.1,25.1,18.9,1.15,.524,102.7,38.8,82.5,8.7,22.5,21.8,16.2,1.24,25.3,19.4,7.2,6.9,5.8,6.9,13.1,13.6,1.48,41
2013,Miami,102.9,95.0,+7.9,.496,.440,.396,.350,.754,.222,.730,.490,13.3,14.7,.552,102.9,38.4,77.4,8.7,22.1,23.0,17.4,1.33,.487,95.0,35.6,80.9,7.6,21.7,21.2,16.2,1.17,20.2,23.0,8.7,7.9,5.4,3.2,13.3,14.7,1.74,39
2013,LA Clippers,101.1,94.6,+6.5,.478,.443,.358,.373,.711,.288,.735,.516,13.8,15.4,.526,101.1,38.5,80.6,7.6,21.4,23.0,16.4,1.25,.492,94.6,34.6,78.0,7.6,20.5,23.9,17.9,1.21,22.1,23.9,9.6,7.4,5.6,4.1,13.8,15.4,1.73,101
2013,Orlando,94.1,101.1,-7.0,.448,.463,.329,.359,.755,.254,.746,.500,14.0,12.1,.485,94.1,37.7,84.2,6.2,18.7,16.6,12.5,1.12,.508,101.1,38.6,83.4,7.5,21.0,22.1,16.3,1.21,23.7,22.8,6.4,7.2,4.4,5.2,14.0,12.1,1.63,60
2013,Detroit,94.9,98.8,-3.9,.449,.459,.356,.360,.699,.283,.730,.502,14.6,13.1,.487,94.9,36.3,81.0,6.3,17.6,22.8,15.9,1.17,.505,98.8,37.3,81.2,7.4,20.4,22.2,16.9,1.22,22.4,21.2,7.0,8.4,4.9,5.8,14.6,13.1,1.46,32
2013,Minnesota,95.7,98.1,-2.4,.439,.468,.305,.369,.742,.274,.740,.499,14.1,15.3,.473,95.7,35.9,81.7,5.5,18.0,24.9,18.5,1.17,.511,98.1,38.0,81.2,7.0,19.0,20.1,15.2,1.21,22.3,22.4,8.5,8.1,4.7,5.9,14.1,15.3,1.58,46
2013,Oklahoma City,105.7,96.5,+9.2,.481,.425,.377,.346,.828,.267,.734,.517,14.6,14.2,.527,105.7,38.1,79.3,7.3,19.4,26.8,22.2,1.33,.469,96.5,36.2,85.0,7.4,21.5,21.6,16.7,1.14,20.5,21.4,8.3,8.2,7.6,3.9,14.6,14.2,1.46,95
2013,Houston,106.0,102.5,+3.5,.461,.454,.366,.367,.754,.264,.752,.510,15.8,14.2,.525,106.0,38.1,82.7,10.6,28.9,25.5,19.2,1.28,.502,102.5,38.8,85.5,8.1,21.9,21.6,16.8,1.20,22.7,23.2,8.3,8.5,4.4,6.1,15.8,14.2,1.47,32
2013,Boston,96.5,96.7,-0.2,.465,.441,.358,.342,.776,.201,.733,.475,13.9,14.4,.503,96.5,37.0,79.7,6.1,17.2,21.0,16.3,1.21,.482,96.7,36.1,82.0,6.8,19.9,23.9,17.7,1.18,21.6,22.8,8.2,7.8,4.5,4.7,13.9,14.4,1.64,61
2013,Washington,93.2,95.8,-2.6,.435,.440,.365,.349,.733,.246,.746,.494,14.6,13.9,.475,93.2,35.5,81.6,6.6,18.2,21.3,15.6,1.14,.483,95.8,35.9,81.7,7.1,20.5,22.8,16.8,1.17,21.5,21.6,7.3,7.8,4.6,4.4,14.6,13.9,1.48,43
2013,New Orleans,94.1,97.9,-3.8,.448,.471,.363,.374,.776,.292,.744,.514,13.7,12.7,.489,94.1,36.0,80.4,6.5,18.0,20.0,15.5,1.17,.520,97.9,37.0,78.5,7.7,20.6,21.5,16.3,1.25,23.4,21.0,6.3,7.9,5.4,6.0,13.7,12.7,1.53,30
2013,Cleveland,96.5,101.2,-4.7,.434,.476,.346,.372,.756,.281,.726,.493,13.4,14.7,.473,96.5,36.5,84.2,6.7,19.3,22.3,16.8,1.15,.523,101.2,37.9,79.6,7.4,20.0,24.2,17.9,1.27,23.9,20.7,7.9,7.6,4.1,6.8,13.4,14.7,1.54,31
2013,Milwaukee,98.9,100.4,-1.5,.435,.454,.360,.348,.736,.279,.713,.488,13.6,15.3,.476,98.9,38.1,87.8,7.3,20.4,20.7,15.3,1.13,.492,100.4,38.4,84.7,6.5,18.5,22.5,17.0,1.18,23.1,22.9,8.4,8.0,6.7,4.4,13.6,15.3,1.68,53
2013,Portland,97.5,100.7,-3.2,.448,.474,.353,.340,.776,.253,.733,.490,14.2,12.7,.498,97.5,36.7,81.9,8.2,23.2,20.5,15.9,1.19,.512,100.7,39.3,83.0,6.4,18.7,20.6,15.7,1.21,23.7,21.8,6.6,8.4,4.3,4.4,14.2,12.7,1.53,28
2014,Dallas,104.8,102.4,+2.4,.474,.464,.384,.359,.795,.246,.727,.488,13.2,15.4,.526,104.8,39.6,83.6,8.8,22.9,21.1,16.8,1.25,.515,102.4,37.8,81.4,8.3,23.0,24.6,18.7,1.26,22.0,23.6,8.6,7.7,4.3,3.5,13.2,15.4,1.79,51
2014,Philadelphia,99.5,109.9,-10.4,.435,.471,.312,.370,.710,.248,.724,.477,16.4,16.2,.475,99.5,37.9,87.2,7.0,22.5,23.4,16.6,1.14,.524,109.9,40.0,85.1,9.0,24.4,27.6,20.8,1.29,26.1,21.8,9.3,9.0,4.0,6.8,16.4,16.2,1.33,61
2014,Denver,104.4,106.5,-2.1,.447,.457,.358,.351,.726,.275,.745,.509,15.4,13.9,.497,104.4,38.4,85.9,8.6,23.9,26.3,19.1,1.22,.500,106.5,39.5,86.4,7.4,21.0,26.4,20.2,1.23,22.5,22.4,7.5,8.5,5.6,5.6,15.4,13.9,1.46,57
2014,Indiana,96.7,92.3,+4.4,.449,.420,.357,.345,.779,.249,.768,.520,14.5,13.2,.490,96.7,36.0,80.2,6.7,18.8,23.3,18.1,1.21,.460,92.3,34.8,82.8,6.6,19.0,21.6,16.3,1.12,18.6,20.1,6.7,7.2,5.4,4.6,14.5,13.2,1.39,62
2014,Golden State,104.3,99.5,+4.8,.462,.436,.380,.344,.753,.251,.763,.511,14.9,14.5,.517,104.3,39.5,85.4,9.4,24.8,21.1,15.9,1.22,.477,99.5,36.8,84.4,6.9,20.2,24.7,18.9,1.18,20.5,23.3,7.8,7.9,5.0,4.2,14.9,14.5,1.56,64
2014,Phoenix,105.2,102.6,+2.6,.463,.456,.372,.341,.758,.264,.737,.501,14.8,14.7,.519,105.2,38.7,83.5,9.3,25.1,24.4,18.5,1.26,.496,102.6,38.0,83.4,6.8,19.9,25.8,19.8,1.23,20.3,19.1,8.4,7.5,4.6,4.0,14.8,14.7,1.29,71
2014,Sacramento,100.5,103.4,-2.9,.447,.461,.333,.380,.759,.278,.766,.519,14.7,13.2,.484,100.5,36.9,82.5,6.0,18.0,27.3,20.7,1.22,.512,103.4,37.8,82.1,8.5,22.4,26.1,19.2,1.26,23.5,18.9,7.2,7.8,3.9,5.6,14.7,13.2,1.29,74
2014,Chicago,93.7,91.8,+1.9,.432,.430,.348,.351,.779,.272,.754,.517,14.0,13.7,.471,93.7,34.7,80.2,6.2,17.8,23.3,18.1,1.17,.471,91.8,35.0,81.2,6.6,18.7,20.3,15.3,1.13,19.6,22.7,7.2,7.6,5.2,6.0,14.0,13.7,1.62,80
2014,Utah,95.0,102.2,-7.2,.444,.473,.344,.376,.747,.255,.745,.492,14.0,12.2,.484,95.0,36.0,81.1,6.6,19.2,22.0,16.4,1.17,.518,102.2,38.3,81.0,7.3,19.4,23.7,18.3,1.26,21.8,20.3,7.0,7.5,4.5,4.9,14.0,12.2,1.45,17
2014,Brooklyn,98.5,99.5,-1.0,.459,.458,.369,.367,.753,.217,.723,.471,14.0,15.0,.514,98.5,35.7,77.9,8.6,23.4,24.4,18.4,1.26,.509,99.5,36.3,79.4,8.1,22.0,24.7,18.8,1.25,21.0,20.9,8.6,7.4,3.8,4.1,14.0,15.0,1.50,61
2014,New York,98.6,99.4,-0.8,.449,.458,.372,.371,.761,.251,.743,.490,12.4,13.8,.505,98.6,36.9,82.2,9.3,24.9,20.4,15.5,1.20,.514,99.4,35.8,78.1,8.7,23.4,25.0,19.1,1.27,19.7,20.0,7.7,6.3,4.5,3.4,12.4,13.8,1.61,59
2014,Atlanta,101.0,101.5,-0.5,.458,.462,.363,.365,.781,.210,.744,.479,14.5,14.5,.515,101.0,37.3,81.6,9.4,25.8,21.7,17.0,1.24,.510,101.5,38.6,83.5,8.0,21.9,21.9,16.4,1.22,23.2,24.9,8.3,8.2,4.0,4.3,14.5,14.5,1.72,37
2014,Memphis,96.1,94.6,+1.5,.464,.450,.353,.355,.741,.283,.757,.520,12.9,13.6,.494,96.1,38.1,82.0,4.9,14.0,20.3,15.1,1.17,.497,94.6,35.7,79.3,7.5,21.1,20.6,15.8,1.19,19.9,21.9,7.7,7.2,4.6,5.0,12.9,13.6,1.69,41
2014,San Antonio,105.4,97.6,+7.8,.486,.444,.397,.353,.785,.227,.764,.506,14.1,13.3,.537,105.4,40.6,83.5,8.5,21.4,20.0,15.7,1.26,.482,97.6,37.8,85.1,6.5,18.3,20.6,15.7,1.15,20.4,25.2,7.4,7.7,5.1,4.6,14.1,13.3,1.79,37
2014,Toronto,101.3,98.0,+3.3,.445,.450,.372,.360,.782,.272,.749,.509,13.4,14.3,.498,101.3,36.5,81.9,8.7,23.4,25.1,19.6,1.24,.493,98.0,36.1,80.2,6.9,19.2,25.3,19.0,1.22,21.0,21.2,7.0,7.3,4.2,4.3,13.4,14.3,1.58,62
2014,LA Lakers,103.0,109.2,-6.2,.450,.468,.381,.361,.757,.202,.710,.456,14.8,13.5,.505,103.0,38.3,85.1,9.4,24.8,22.4,17.0,1.21,.513,109.2,42.0,89.6,8.1,22.5,23.7,17.2,1.22,25.8,24.5,7.5,9.6,5.4,4.7,14.8,13.5,1.65,37
2014,Charlotte,96.9,97.1,-0.2,.442,.442,.351,.369,.737,.219,.776,.496,11.6,12.8,.481,96.9,36.3,82.1,6.3,17.9,24.4,18.0,1.18,.491,97.1,36.9,83.4,8.1,22.0,20.1,15.3,1.16,21.0,21.7,6.1,6.3,5.1,5.1,11.6,12.8,1.86,50
2014,Miami,102.2,97.4,+4.8,.501,.457,.364,.362,.760,.206,.730,.478,14.2,15.6,.554,102.2,38.3,76.5,8.1,22.3,23.0,17.5,1.34,.511,97.4,36.1,79.0,8.5,23.4,22.3,16.8,1.23,21.4,22.5,8.9,8.1,4.5,3.1,14.2,15.6,1.58,46
2014,LA Clippers,107.9,101.0,+6.9,.474,.441,.352,.332,.730,.250,.725,.496,13.3,14.7,.526,107.9,39.1,82.5,8.5,24.0,29.1,21.2,1.31,.484,101.0,37.4,84.9,7.3,21.8,25.0,18.9,1.19,23.3,24.6,8.6,7.0,4.8,3.5,13.3,14.7,1.85,80
2014,Orlando,96.5,102.0,-5.5,.445,.456,.353,.371,.763,.224,.755,.489,14.2,13.5,.487,96.5,36.9,82.7,6.9,19.5,20.9,15.9,1.17,.504,102.0,38.1,83.7,8.0,21.7,22.9,17.7,1.22,22.5,21.0,7.7,7.1,4.3,5.4,14.2,13.5,1.48,51
2014,Detroit,101.0,104.7,-3.7,.447,.470,.321,.365,.670,.314,.734,.514,13.9,14.4,.482,101.0,38.8,86.9,6.2,19.3,25.7,17.3,1.16,.520,104.7,39.1,83.2,8.3,22.8,24.0,18.1,1.26,24.4,20.9,8.4,8.2,4.8,4.9,13.9,14.4,1.50,72
2014,Minnesota,106.9,104.3,+2.6,.444,.471,.341,.364,.778,.274,.744,.503,13.5,16.0,.486,106.9,38.9,87.5,7.3,21.4,28.1,21.8,1.22,.518,104.3,40.5,86.0,8.1,22.2,20.1,15.2,1.21,22.9,24.0,8.8,7.9,3.6,5.6,13.5,16.0,1.78,33
2014,Oklahoma City,106.2,99.8,+6.4,.471,.436,.361,.358,.806,.265,.756,.522,14.8,14.5,.520,106.2,39.0,82.7,8.1,22.4,25.0,20.2,1.28,.488,99.8,36.4,83.4,8.6,24.0,25.4,18.4,1.20,21.8,21.9,8.3,8.2,6.1,3.6,14.8,14.5,1.47,99
2014,Houston,107.7,103.1,+4.6,.472,.443,.358,.353,.712,.274,.741,.521,15.4,13.4,.531,107.7,38.0,80.5,9.5,26.6,31.1,22.1,1.34,.489,103.1,39.0,88.0,8.1,23.0,22.5,17.0,1.17,22.2,21.4,7.6,8.6,5.6,5.6,15.4,13.4,1.39,76
2014,Boston,96.2,100.7,-4.5,.435,.465,.333,.347,.777,.274,.742,.501,14.4,13.7,.477,96.2,36.5,83.9,7.0,21.1,20.8,16.2,1.15,.505,100.7,37.8,81.4,6.6,18.9,24.3,18.5,1.24,22.1,21.0,7.1,7.4,4.2,4.5,14.4,13.7,1.46,37
2014,Washington,100.7,99.4,+1.3,.459,.458,.380,.347,.731,.252,.757,.500,14.1,15.4,.506,100.7,38.7,84.4,7.9,20.8,20.9,15.3,1.19,.504,99.4,37.0,80.9,7.5,21.5,23.3,17.8,1.23,22.2,23.3,8.1,7.7,4.6,3.9,14.1,15.4,1.65,33
2014,New Orleans,99.7,102.4,-2.7,.459,.465,.373,.357,.769,.269,.738,.500,13.0,14.0,.495,99.7,37.8,82.5,5.9,15.9,23.6,18.2,1.21,.515,102.4,37.3,80.1,8.0,22.3,26.5,20.0,1.28,22.5,21.3,7.9,7.0,6.4,6.1,13.0,14.0,1.64,43
2014,Cleveland,98.2,101.5,-3.3,.437,.452,.356,.367,.751,.272,.758,.509,13.5,13.4,.479,98.2,37.0,84.8,7.1,20.0,22.7,17.0,1.16,.508,101.5,37.8,83.5,9.3,25.4,22.0,16.6,1.22,24.8,21.2,7.1,7.2,3.7,5.6,13.5,13.4,1.57,42
2014,Milwaukee,95.5,103.7,-8.2,.438,.468,.353,.382,.747,.271,.714,.486,14.3,13.6,.479,95.5,36.0,82.2,6.7,18.9,22.5,16.8,1.16,.520,103.7,38.4,82.0,8.5,22.3,24.5,18.4,1.26,22.8,21.5,6.6,7.8,4.9,5.0,14.3,13.6,1.50,52
2014,Portland,106.7,102.8,+3.9,.450,.451,.372,.355,.815,.280,.747,.516,13.3,11.6,.504,106.7,39.1,87.0,9.4,25.3,23.5,19.1,1.23,.488,102.8,39.6,87.8,6.5,18.3,22.2,17.0,1.17,20.4,23.2,5.5,7.8,4.7,3.7,13.3,11.6,1.74,48
2015,Dallas,105.2,102.3,+2.9,.463,.450,.352,.364,.752,.236,.722,.478,12.5,15.5,.515,105.2,39.7,85.8,8.9,25.4,22.5,16.9,1.23,.503,102.3,38.0,84.5,9.0,24.8,22.9,17.3,1.21,22.3,22.5,8.1,7.3,4.5,3.8,12.5,15.5,1.79,55
2015,Philadelphia,92.0,101.0,-9.0,.408,.449,.320,.350,.676,.255,.730,.481,16.9,15.9,.459,92.0,33.7,82.6,8.4,26.3,23.8,16.1,1.11,.497,101.0,37.1,82.7,8.0,22.9,24.7,18.7,1.22,23.7,20.5,9.6,9.5,5.9,5.5,16.9,15.9,1.21,32
2015,Denver,101.5,105.0,-3.5,.433,.458,.325,.346,.734,.266,.747,.498,13.8,13.7,.479,101.5,37.8,87.3,8.0,24.8,24.3,17.8,1.16,.504,105.0,38.6,84.3,7.7,22.2,26.9,20.1,1.25,23.1,21.8,7.8,7.5,4.5,6.1,13.8,13.7,1.58,46
2015,Indiana,97.3,97.0,+0.3,.439,.435,.352,.345,.756,.240,.779,.512,13.3,12.1,.484,97.3,36.6,83.2,7.5,21.2,22.2,16.7,1.17,.478,97.0,36.0,82.7,7.2,20.9,23.8,17.9,1.17,19.9,21.4,6.2,7.5,4.6,4.7,13.3,12.1,1.61,40
2015,Golden State,110.0,99.9,+10.1,.478,.428,.398,.337,.768,.241,.745,.501,14.1,15.5,.540,110.0,41.6,87.0,10.8,27.0,20.8,16.0,1.26,.470,99.9,37.0,86.4,7.2,21.4,24.5,18.7,1.16,21.0,27.4,9.3,8.3,6.0,3.6,14.1,15.5,1.94,50
2015,Phoenix,102.4,103.3,-0.9,.452,.452,.341,.352,.760,.245,.735,.488,14.5,15.0,.501,102.4,38.8,85.8,8.5,25.0,21.5,16.4,1.19,.497,103.3,38.4,85.0,7.7,21.9,24.8,18.8,1.22,21.1,20.2,8.5,7.9,4.7,4.1,14.5,15.0,1.39,80
2015,Sacramento,101.3,105.0,-3.7,.455,.456,.341,.349,.762,.265,.752,.518,15.6,12.5,.490,101.3,36.7,80.7,5.6,16.5,29.3,22.3,1.26,.507,105.0,39.5,86.5,8.8,25.1,23.1,17.3,1.21,23.3,20.3,6.7,8.7,4.0,6.2,15.6,12.5,1.30,61
2015,Chicago,100.8,97.8,+3.0,.442,.435,.353,.335,.783,.270,.744,.513,13.2,11.7,.489,100.8,36.6,82.9,7.9,22.3,25.2,19.7,1.22,.473,97.8,37.7,86.7,6.6,19.6,21.0,15.7,1.13,20.2,21.7,6.3,7.5,5.8,5.4,13.2,11.7,1.65,48
2015,Utah,95.1,94.9,+0.2,.447,.446,.343,.362,.721,.291,.763,.528,14.2,12.6,.494,95.1,35.4,79.2,7.4,21.7,23.5,17.0,1.20,.491,94.9,35.8,80.3,7.4,20.4,21.5,16.0,1.18,19.4,19.9,7.6,8.2,6.0,4.7,14.2,12.6,1.40,30
2015,Brooklyn,98.0,100.9,-2.9,.451,.456,.331,.358,.748,.239,.737,.489,13.4,13.0,.491,98.0,37.4,83.0,6.6,19.9,22.2,16.6,1.18,.506,100.9,38.4,84.3,8.5,23.7,21.3,15.6,1.20,23.7,20.9,7.0,7.8,4.1,4.5,13.4,13.0,1.56,32
2015,New York,91.9,101.2,-9.3,.428,.460,.347,.380,.769,.245,.731,.481,13.8,13.4,.470,91.9,35.1,82.0,6.8,19.7,19.2,14.8,1.12,.512,101.2,37.0,80.4,8.5,22.3,24.8,18.8,1.26,21.7,21.3,7.0,8.0,4.7,4.3,13.8,13.4,1.55,42
2015,Atlanta,102.5,97.1,+5.4,.466,.439,.380,.341,.778,.214,.734,.482,13.5,15.4,.527,102.5,38.1,81.7,10.0,26.2,21.2,16.5,1.26,.492,97.1,36.5,83.1,8.8,25.8,20.1,15.4,1.17,23.5,25.7,9.1,7.4,4.6,4.9,13.5,15.4,1.91,38
2015,Memphis,98.3,95.1,+3.2,.458,.442,.339,.351,.773,.247,.753,.501,13.0,14.6,.489,98.3,37.8,82.5,5.2,15.2,22.8,17.6,1.19,.492,95.1,36.0,81.5,8.1,23.0,20.1,14.9,1.17,20.1,21.7,8.5,7.4,4.2,5.2,13.0,14.6,1.67,45
2015,San Antonio,103.2,97.0,+6.2,.468,.444,.367,.360,.780,.234,.773,.509,13.5,13.5,.517,103.2,39.1,83.6,8.3,22.5,21.4,16.7,1.23,.484,97.0,37.1,83.7,6.8,18.9,21.4,15.9,1.16,20.7,24.4,8.0,7.9,5.4,4.4,13.5,13.5,1.81,21
2015,Toronto,104.0,100.9,+3.1,.455,.459,.352,.346,.787,.256,.733,.495,12.2,13.8,.508,104.0,37.9,83.3,8.9,25.1,24.6,19.3,1.25,.506,100.9,38.0,82.8,7.7,22.3,23.5,17.2,1.22,22.8,20.7,7.5,6.9,4.4,5.0,12.2,13.8,1.70,50
2015,LA Lakers,98.5,105.3,-6.8,.435,.466,.344,.363,.741,.254,.763,.498,12.6,12.4,.473,98.5,37.2,85.6,6.5,18.9,23.6,17.5,1.15,.518,105.3,38.8,83.1,8.5,23.4,25.8,19.2,1.27,24.0,20.9,7.0,7.5,4.5,4.8,12.6,12.4,1.66,23
2015,Charlotte,94.2,97.3,-3.1,.420,.440,.318,.357,.748,.221,.793,.500,11.2,12.0,.456,94.2,35.5,84.5,6.1,19.1,22.8,17.0,1.11,.487,97.3,36.8,83.7,7.9,22.1,20.4,15.8,1.16,22.1,20.2,6.1,6.1,5.5,5.4,11.2,12.0,1.81,53
2015,Miami,94.7,97.3,-2.6,.456,.454,.335,.353,.741,.232,.734,.488,13.9,14.1,.500,94.7,35.2,77.2,6.8,20.2,23.7,17.5,1.23,.505,97.3,36.1,79.5,8.1,23.0,23.2,17.0,1.22,21.3,19.8,7.8,7.9,4.5,4.4,13.9,14.1,1.43,45
2015,LA Clippers,106.7,100.1,+6.6,.473,.442,.376,.349,.710,.228,.757,.498,11.8,13.6,.533,106.7,39.4,83.3,10.1,26.9,25.2,17.9,1.28,.493,100.1,36.4,82.3,8.3,23.9,25.7,19.0,1.22,23.2,24.8,7.8,6.7,5.0,3.0,11.8,13.6,2.10,90
2015,Orlando,95.7,101.4,-5.7,.453,.463,.347,.368,.729,.231,.760,.490,14.3,13.9,.494,95.7,37.5,82.8,6.8,19.5,19.1,13.9,1.16,.514,101.4,38.0,82.0,8.3,22.6,22.9,17.2,1.24,23.4,20.6,7.9,7.7,3.8,5.4,14.3,13.9,1.44,42
2015,Detroit,98.5,99.5,-1.0,.432,.456,.344,.355,.703,.277,.750,.504,12.6,13.4,.482,98.5,37.1,85.8,8.6,24.9,22.4,15.8,1.15,.502,99.5,37.9,83.1,7.7,21.8,20.7,16.0,1.20,23.8,21.6,7.6,7.0,4.7,4.8,12.6,13.4,1.71,39
2015,Minnesota,97.8,106.5,-8.7,.438,.487,.332,.367,.776,.266,.716,.484,14.3,14.6,.468,97.8,36.4,83.2,5.0,14.9,25.7,20.0,1.18,.537,106.5,41.1,84.5,8.5,23.1,20.8,15.8,1.26,23.6,21.6,8.1,8.4,4.0,5.5,14.3,14.6,1.51,34
2015,Oklahoma City,104.0,101.8,+2.2,.447,.440,.339,.343,.754,.289,.756,.526,14.0,12.9,.492,104.0,38.8,86.8,7.7,22.7,24.6,18.6,1.20,.489,101.8,37.6,85.5,8.3,24.2,24.5,18.2,1.19,22.1,20.5,7.3,7.8,5.5,4.6,14.0,12.9,1.46,82
2015,Houston,103.9,100.5,+3.4,.444,.443,.348,.322,.715,.268,.729,.499,15.9,15.5,.512,103.9,37.0,83.3,11.4,32.7,26.0,18.6,1.25,.486,100.5,37.7,85.2,7.4,22.9,23.6,17.7,1.18,21.4,22.2,9.5,8.9,5.0,5.3,15.9,15.5,1.39,66
2015,Boston,101.4,101.2,+0.2,.443,.450,.327,.336,.754,.247,.750,.495,13.3,14.6,.489,101.4,38.9,87.9,8.0,24.6,20.5,15.4,1.15,.494,101.2,38.1,84.7,7.4,22.0,23.3,17.6,1.20,21.9,24.5,8.2,7.1,3.6,5.3,13.3,14.6,1.85,22
2015,Washington,98.5,97.8,+0.7,.462,.433,.360,.349,.742,.249,.773,.517,14.4,13.3,.499,98.5,38.3,82.8,6.1,16.8,21.4,15.9,1.19,.481,97.8,36.2,83.5,8.0,23.0,23.7,17.5,1.17,19.9,24.0,7.3,8.0,4.6,4.3,14.4,13.3,1.67,39
2015,New Orleans,99.4,98.6,+0.8,.457,.456,.370,.335,.751,.271,.751,.511,12.6,11.8,.501,99.4,37.9,82.9,7.1,19.3,21.8,16.4,1.20,.496,98.6,37.9,83.1,6.5,19.6,21.4,16.2,1.19,20.7,22.0,6.7,6.8,6.2,5.8,12.6,11.8,1.75,35
2015,Cleveland,103.1,98.7,+4.4,.458,.456,.367,.343,.751,.268,.747,.511,13.6,12.7,.520,103.1,37.7,82.2,10.1,27.5,23.6,17.7,1.25,.502,98.7,38.1,83.5,7.7,22.5,19.9,14.8,1.18,24.1,22.1,7.4,7.8,4.1,4.5,13.6,12.7,1.62,32
2015,Milwaukee,97.8,97.4,+0.4,.459,.437,.363,.342,.757,.254,.733,.495,16.0,16.6,.499,97.8,37.6,82.0,6.6,18.3,21.1,16.0,1.19,.487,97.4,35.6,81.5,8.2,24.1,24.3,18.0,1.20,22.3,23.6,9.6,8.6,4.9,4.8,16.0,16.6,1.48,74
2015,Portland,102.8,98.6,+4.2,.450,.439,.362,.338,.801,.242,.762,.507,13.3,11.6,.508,102.8,38.7,86.0,9.8,27.2,19.4,15.5,1.20,.476,98.6,38.2,86.9,6.4,18.9,20.9,15.8,1.13,20.4,21.9,6.4,8.0,4.5,3.6,13.3,11.6,1.66,49
2016,Dallas,102.3,102.6,-0.3,.444,.451,.344,.342,.794,.206,.762,.485,12.3,13.4,.502,102.3,37.4,84.1,9.8,28.6,22.3,17.7,1.22,.504,102.6,38.3,85.0,9.1,26.5,22.8,16.9,1.21,22.0,22.1,6.8,7.5,3.7,4.4,12.3,13.4,1.79,71
2016,Philadelphia,97.4,107.6,-10.2,.431,.464,.339,.359,.694,.206,.740,.464,15.6,14.5,.487,97.4,36.2,84.0,9.3,27.5,22.6,15.7,1.16,.510,107.6,39.7,85.4,7.8,21.7,26.1,20.5,1.26,23.4,21.5,8.3,8.7,6.0,5.7,15.6,14.5,1.38,33
2016,Denver,101.9,105.0,-3.1,.442,.461,.338,.371,.766,.258,.773,.511,14.2,13.1,.489,101.9,37.7,85.4,8.0,23.7,24.1,18.5,1.19,.515,105.0,38.8,84.2,9.2,24.8,23.9,18.2,1.25,23.5,22.7,7.4,8.0,4.8,6.3,14.2,13.1,1.60,53
2016,Indiana,102.2,100.5,+1.7,.450,.440,.351,.334,.764,.234,.760,.498,14.3,15.2,.497,102.2,38.3,85.2,8.1,23.0,22.8,17.4,1.20,.489,100.5,37.4,84.9,8.3,24.8,23.2,17.4,1.18,20.8,21.2,9.0,7.7,4.8,4.5,14.3,15.2,1.48,30
2016,Golden State,114.9,104.1,+10.8,.487,.435,.416,.332,.763,.235,.760,.513,14.9,13.8,.563,114.9,42.5,87.3,13.1,31.6,21.8,16.7,1.32,.479,104.1,38.9,89.4,7.8,23.5,24.5,18.6,1.16,22.2,28.9,8.4,8.7,6.1,4.1,14.9,13.8,1.95,66
2016,Phoenix,100.9,107.5,-6.6,.435,.467,.348,.377,.751,.254,.771,.506,16.6,14.3,.487,100.9,37.2,85.6,9.0,25.8,23.2,17.5,1.18,.523,107.5,39.1,83.8,9.4,24.9,26.5,19.9,1.28,22.4,20.7,7.7,9.5,3.8,5.5,16.6,14.3,1.25,69
