Player,Season,Age,Team,Points,Rebounds,Assists,Mins,FTA,Blocks,Fouls,3p%,FGA,2p%,ft%,Steals,Turnovers,Games,Games Started,FGM,3pa,3pm,ftm,orb,drb,FG%,EFG%,TS%
Mike Aaman,[],,,7.8,5.7,0.4,18.9,2.8,0.6,2.4,0.0,6.3,3.0,0.637,0.5,1.2,,,3.0,0.0,0.0,1.8,,,0.475,,
Shaqquan Aaron,[],,,5.2,2.2,0.8,14.9,1.4,0.1,0.9,0.314,4.8,1.0,0.719,0.3,0.8,,,1.7,2.3,0.7,1.0,,,0.358,,
Kwesi Abakah,[],,,1.0,1.4,0.3,7.9,0.7,0.2,1.1,0.0,0.9,0.4,0.439,0.1,0.3,,,0.4,0.0,0.0,0.3,,,0.422,,
Hasan Abdullah,[],,,6.3,2.1,2.5,20.8,1.3,0.1,2.0,0.379,5.8,0.9,0.61,1.5,2.0,,,2.1,3.3,1.3,0.8,,,0.365,,
Bilal Abdur-Rahim,[],,,4.8,2.7,0.9,12.9,1.9,0.1,2.1,0.375,3.5,1.6,0.548,0.4,0.9,,,1.8,0.5,0.2,1.1,,,0.5,,
Muhammad-Ali Abdur-Rahkman,[],,,7.1,2.3,1.5,24.7,1.5,0.1,1.7,0.351,6.0,1.9,0.74,0.7,0.9,,,2.6,2.2,0.8,1.1,,,0.434,,
Kale Abrahamson,[],,,6.2,2.4,0.6,18.5,1.5,0.1,1.4,0.341,5.4,0.9,0.623,0.3,0.8,,,2.0,3.4,1.2,1.0,,,0.373,,
DeAndre Abram,[],,,6.3,2.9,0.2,19.3,1.2,0.4,1.4,0.273,6.4,1.4,0.705,0.2,0.7,,,2.3,3.4,0.9,0.8,,,0.355,,
Aleks Abrams,[],,,1.4,3.0,0.1,9.8,0.8,0.3,1.6,0.0,1.3,0.4,0.676,0.1,0.3,,,0.4,0.0,0.0,0.5,,,0.322,,
Tracy Abrams,[],,,8.7,3.0,2.8,26.4,2.8,0.1,2.2,0.301,7.6,2.1,0.738,1.0,2.0,,,2.9,2.7,0.8,2.1,,,0.379,,
Tim Abruzzo,[],,,5.5,2.8,0.8,16.8,1.0,0.2,0.7,0.299,5.4,0.8,0.69,0.8,0.7,,,1.9,3.6,1.1,0.7,,,0.346,,
Abdul-Malik Abu,[],,,10.1,6.8,1.0,24.5,3.5,0.7,2.6,0.125,7.8,3.9,0.635,0.3,1.6,,,3.9,0.1,0.0,2.2,,,0.501,,
Mohamed Abuarisha,[],,,1.3,0.7,0.3,5.0,0.3,0.0,0.3,0.0,1.3,0.7,0.0,0.0,0.3,,,0.7,0.0,0.0,0.0,,,0.5,,
Kris Acox,[],,,8.3,6.5,0.6,25.0,2.4,0.5,2.4,0.0,5.9,3.6,0.526,0.7,1.4,,,3.6,0.0,0.0,1.2,,,0.602,,
Jo Acuil,[],,,10.2,7.2,0.4,25.6,3.3,2.8,2.0,0.385,6.9,3.9,0.529,0.3,1.2,,,4.1,0.6,0.2,1.8,,,0.597,,
Arnaud William Adala Moto,[],,,9.5,6.0,1.0,22.4,4.4,0.2,2.6,0.246,7.4,2.8,0.699,0.7,1.9,,,3.1,1.1,0.3,3.1,,,0.421,,
Ako Adams,[],,,2.7,0.8,1.2,12.0,0.5,0.1,1.8,0.394,2.5,0.3,0.75,0.3,1.2,,,0.9,1.5,0.6,0.4,,,0.345,,
Andre Adams,[],,,1.4,0.7,0.9,10.3,0.6,0.0,1.2,0.154,1.3,0.4,0.727,0.6,0.9,,,0.5,0.3,0.1,0.4,,,0.388,,
Christian Adams,[],,,1.2,0.3,0.3,5.0,0.5,0.0,0.4,0.0,1.5,0.5,0.6,0.1,0.7,,,0.5,0.1,0.0,0.3,,,0.313,,
Eric Adams,[],,,1.6,1.9,0.2,6.0,0.9,0.6,1.5,0.0,1.1,0.5,0.651,0.2,0.5,,,0.5,0.0,0.0,0.6,,,0.472,,
Jalen Adams,[],,,10.1,3.3,3.9,28.0,1.9,0.3,1.9,0.315,9.2,3.3,0.815,1.1,2.3,,,3.9,1.9,0.6,1.6,,,0.43,,
Jaylen Adams,[],,,16.4,3.3,5.2,35.6,5.6,0.2,2.5,0.396,10.6,2.2,0.83,1.4,2.6,,,4.7,6.2,2.5,4.7,,,0.441,,
Louis Adams,[],,,7.6,2.3,0.9,14.4,3.1,0.1,1.7,0.36,5.1,1.8,0.782,0.3,1.5,,,2.3,1.4,0.5,2.4,,,0.462,,
Marlon Adams,[],,,5.0,4.5,0.5,17.8,1.8,0.4,2.5,0.25,4.1,2.0,0.381,0.3,1.3,,,2.1,0.5,0.1,0.7,,,0.52,,
Stephaun Adams,[],,,3.2,2.5,1.5,14.3,1.3,0.0,1.5,0.308,3.0,0.6,0.774,0.7,1.1,,,0.9,1.1,0.3,1.0,,,0.306,,
Will Adams,[],,,2.9,1.0,0.5,12.1,0.3,0.1,1.0,0.332,2.9,0.3,0.778,0.4,0.4,,,1.0,2.1,0.7,0.2,,,0.348,,
Xavier Adams,[],,,3.9,2.2,0.7,12.8,1.8,0.2,1.9,0.22,2.8,1.1,0.657,0.5,0.9,,,1.3,0.8,0.2,1.2,,,0.469,,
Edrice Adebayo,[],,,13.3,6.9,0.9,27.7,6.7,1.7,2.7,0.0,7.4,4.6,0.617,0.6,1.6,,,4.6,0.0,0.0,4.1,,,0.615,,
Jubril Adekoya,[],,,5.8,4.0,0.9,19.9,2.0,0.2,2.4,0.403,4.2,1.8,0.659,0.7,1.3,,,2.1,0.7,0.3,1.3,,,0.5,,
Deng Adel,[],,,7.4,3.3,1.4,20.1,2.0,0.2,1.4,0.327,6.3,1.8,0.773,0.5,1.2,,,2.6,2.2,0.7,1.5,,,0.408,,
Seth Adelsperger,[],,,1.3,1.2,0.0,3.8,0.8,0.1,0.5,0.0,0.8,0.4,0.533,0.1,0.4,,,0.4,0.0,0.0,0.4,,,0.5,,
J.T. Adenrele,[],,,7.8,4.4,0.6,19.9,2.5,0.9,3.1,0.5,5.8,3.1,0.643,0.6,1.6,,,3.1,0.0,0.0,1.6,,,0.53,,
Quinton Adlesh,[],,,5.2,1.7,2.1,16.4,0.6,0.0,1.2,0.406,4.3,0.5,0.846,1.0,0.9,,,1.7,3.0,1.2,0.5,,,0.4,,
Nathan Adrian,[],,,5.3,3.4,1.3,19.3,1.2,0.4,2.6,0.316,4.5,1.1,0.676,0.9,0.8,,,1.9,2.3,0.7,0.8,,,0.415,,
Taylor Adway,[],,,1.9,1.6,0.2,7.2,0.9,0.1,1.1,0.0,1.4,0.8,0.438,0.1,0.7,,,0.8,0.0,0.0,0.4,,,0.56,,
Ernest Aflakpui,[],,,3.2,4.0,0.3,13.3,0.9,0.3,2.0,0.0,2.6,1.4,0.5,0.3,0.7,,,1.4,0.0,0.0,0.5,,,0.53,,
Akoy Agau,[],,,2.6,2.4,0.5,9.6,1.3,0.5,1.3,0.143,1.5,0.7,0.793,0.1,0.9,,,0.8,0.3,0.0,1.0,,,0.507,,
Reggie Agbeko,[],,,5.3,4.9,0.3,18.5,2.0,0.2,2.0,0.0,3.7,2.1,0.594,0.3,1.3,,,2.1,0.0,0.0,1.2,,,0.555,,
Obij Aget,[],,,5.0,4.0,0.3,18.1,1.4,1.0,2.2,0.0,3.4,2.0,0.675,0.3,0.9,,,2.0,0.0,0.0,1.0,,,0.591,,
Jashaun Agosto,[],,,11.0,1.8,3.0,32.4,3.9,0.1,2.6,0.327,9.0,2.9,0.776,0.6,1.8,,,3.6,2.4,0.8,3.0,,,0.402,,
Bobby Ahearn,[],,,6.0,4.0,0.5,19.5,1.6,0.3,2.7,0.368,4.5,2.2,0.679,0.3,1.3,,,2.4,0.5,0.2,1.1,,,0.531,,
Esa Ahmad,[],,,7.6,3.4,1.6,20.5,3.4,0.6,1.9,0.302,5.5,2.4,0.629,1.0,1.5,,,2.6,0.8,0.2,2.1,,,0.483,,
Khalil Ahmad,[],,,13.6,4.1,1.6,26.6,4.3,0.2,2.2,0.34,10.4,3.2,0.768,0.7,1.9,,,4.5,3.8,1.3,3.3,,,0.435,,
Bashir Ahmed,[],,,12.7,5.4,1.2,26.3,4.3,0.4,2.5,0.38,10.4,2.2,0.673,0.5,2.6,,,4.0,4.7,1.8,2.9,,,0.385,,
Kyle Ahrens,[],,,1.9,1.0,0.3,5.7,0.5,0.0,0.9,0.302,1.5,0.3,0.72,0.1,0.4,,,0.6,0.9,0.3,0.4,,,0.42,,
Fiifi Aidoo,[],,,4.1,1.9,0.8,15.5,1.6,0.3,1.0,0.22,4.2,0.6,0.733,0.6,0.9,,,1.2,2.6,0.6,1.2,,,0.275,,
Bryce Aiken,[],,,13.3,2.1,3.0,26.1,3.5,0.0,2.6,0.356,10.1,2.0,0.904,0.9,2.3,,,4.1,5.8,2.1,3.1,,,0.404,,
Jaylin Airington,[],,,10.4,4.2,2.0,28.9,3.7,0.3,2.8,0.35,8.0,2.5,0.792,0.8,1.6,,,3.3,2.4,0.8,2.9,,,0.421,,
Omotayo Aiyegbusi,[],,,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,,,0.0,0.4,0.0,0.0,,,0.0,,
Josh Ajayi,[],,,11.0,5.5,0.8,24.3,3.9,0.3,2.4,0.351,8.0,3.3,0.63,0.7,2.0,,,4.0,1.8,0.6,2.4,,,0.494,,
Austin Ajukwa,[],,,4.0,1.9,0.3,12.6,1.1,0.2,1.5,0.367,3.6,0.9,0.676,0.6,0.6,,,1.4,1.4,0.5,0.7,,,0.385,,
Nicola Akele,[],,,3.0,2.5,0.5,14.1,0.6,0.4,1.8,0.404,2.5,0.8,0.467,0.4,0.3,,,1.2,1.0,0.4,0.3,,,0.465,,
Doyin Akintobi-Adeyeye,[],,,0.4,0.4,0.0,1.4,0.2,0.1,0.3,0.0,0.5,0.2,0.0,0.0,0.2,,,0.2,0.0,0.0,0.0,,,0.4,,
Abiola Akintola,[],,,1.7,1.5,0.3,6.6,1.1,0.2,1.1,0.0,1.0,0.5,0.625,0.3,0.2,,,0.5,0.0,0.0,0.7,,,0.478,,
Thomas Akyazili,[],,,3.2,1.4,1.7,14.4,1.0,0.2,2.0,0.228,3.4,0.8,0.648,0.5,0.9,,,1.1,1.5,0.3,0.6,,,0.324,,
Sam Alabakis,[],,,2.5,2.5,0.1,15.1,1.1,0.3,2.1,0.0,2.3,1.0,0.458,0.1,0.9,,,1.0,0.0,0.0,0.5,,,0.429,,
Bola Alade,[],,,1.3,0.7,0.2,5.4,0.5,0.0,0.3,0.143,1.8,0.4,0.444,0.1,0.4,,,0.5,0.7,0.1,0.2,,,0.257,,
Edward Alade,[],,,3.5,2.7,0.5,13.4,0.7,0.4,1.6,0.0,2.6,1.6,0.463,0.2,0.7,,,1.6,0.0,0.0,0.3,,,0.59,,
Bryan Alberts,[],,,2.5,1.1,0.5,9.7,0.2,0.1,0.8,0.346,2.3,0.3,0.75,0.3,0.2,,,0.9,1.6,0.5,0.2,,,0.373,,
Spike Albrecht,[],,,3.7,1.3,1.9,16.2,0.8,0.0,1.1,0.381,2.9,0.5,0.86,0.5,0.6,,,1.2,1.6,0.6,0.7,,,0.402,,
Christian Albright,[],,,3.6,2.4,0.7,11.1,0.6,0.3,1.5,0.267,3.4,1.3,0.615,0.3,0.8,,,1.5,0.7,0.2,0.4,,,0.446,,
Wesley Alcegaire,[],,,8.0,2.5,0.7,19.8,1.8,0.3,1.9,0.34,6.8,1.8,0.667,0.4,1.1,,,2.9,3.2,1.1,1.2,,,0.422,,
Peyton Aldridge,[],,,14.5,6.2,1.9,33.3,3.2,1.0,2.6,0.395,10.5,3.5,0.816,0.6,1.2,,,5.1,4.1,1.6,2.6,,,0.489,,
Jabari Alex,[],,,2.8,2.2,0.3,12.4,0.3,0.3,1.4,0.25,2.1,1.3,0.545,0.4,0.6,,,1.3,0.1,0.0,0.2,,,0.609,,
Courtney Alexander II,[],,,2.2,3.3,0.8,12.6,1.1,0.5,2.0,0.0,1.9,0.9,0.345,0.3,1.1,,,0.9,0.0,0.0,0.4,,,0.485,,
Greg Alexander,[],,,5.6,1.5,0.2,17.7,0.6,0.3,0.9,0.362,4.8,0.6,0.591,0.4,0.4,,,1.9,3.8,1.4,0.4,,,0.405,,
Keion Alexander,[],,,0.9,0.9,0.1,5.6,0.3,0.6,1.1,0.0,0.7,0.3,0.667,0.3,0.6,,,0.3,0.0,0.0,0.2,,,0.5,,
Kyle Alexander,[],,,2.4,3.4,0.1,12.9,1.2,1.0,1.7,0.25,1.8,0.8,0.576,0.2,0.4,,,0.8,0.1,0.0,0.7,,,0.474,,
Malachi Alexander,[],,,9.9,5.0,1.7,28.2,3.5,0.4,2.5,0.409,7.4,2.3,0.665,0.9,1.8,,,3.3,2.5,1.0,2.3,,,0.444,,
Bryce Alford,[],,,13.6,2.8,3.9,31.9,3.8,0.1,1.4,0.397,10.2,1.9,0.823,0.8,1.8,,,4.1,5.6,2.2,3.1,,,0.407,,
Kris Alford,[],,,0.8,0.8,0.3,4.5,0.0,0.0,0.3,0.143,2.0,0.0,0.0,0.3,0.5,,,0.3,1.8,0.3,0.0,,,0.125,,
Ismail Ali,[],,,5.9,2.2,4.2,22.4,3.2,0.3,2.6,0.308,4.8,1.5,0.677,1.0,2.2,,,1.8,0.7,0.2,2.1,,,0.372,,
Amar Alibegovic,[],,,3.0,2.0,0.5,11.7,0.8,0.2,2.0,0.268,2.8,0.6,0.526,0.3,0.9,,,1.1,1.7,0.5,0.4,,,0.375,,
Mo Alie-Cox,[],,,7.5,4.7,0.7,22.9,2.9,1.8,2.1,1.0,4.8,2.7,0.692,0.7,1.1,,,2.8,0.0,0.0,2.0,,,0.579,,
Rawle Alkins,[],,,11.7,5.5,2.0,29.8,3.7,0.5,2.2,0.363,9.0,2.5,0.753,1.1,2.0,,,3.8,3.6,1.3,2.8,,,0.422,,
Alex Allbery,[],,,0.8,0.4,0.1,4.6,0.1,0.0,0.4,0.429,0.8,0.1,0.5,0.0,0.4,,,0.3,0.4,0.2,0.1,,,0.308,,
Brandon Allen,[],,,1.1,0.5,0.2,4.4,0.1,0.0,0.7,0.414,1.0,0.1,1.0,0.1,0.3,,,0.4,0.6,0.3,0.1,,,0.4,,
Clive Allen,[],,,4.9,1.4,1.8,17.0,1.6,0.5,2.5,0.292,5.2,1.0,0.694,0.5,2.0,,,1.6,2.1,0.6,1.1,,,0.308,,
Corey Allen,[],,,13.3,2.8,1.8,31.6,2.7,0.1,2.5,0.44,10.3,2.4,0.632,1.0,1.9,,,4.7,5.2,2.3,1.7,,,0.452,,
Dakarai Allen,[],,,4.7,2.3,0.8,17.3,1.8,0.4,2.0,0.261,3.8,1.3,0.657,0.9,0.8,,,1.6,1.2,0.3,1.2,,,0.431,,
Darrion Allen,[],,,8.4,2.8,1.1,26.2,2.0,0.5,2.1,0.36,7.1,1.8,0.812,0.9,1.5,,,2.9,2.9,1.0,1.6,,,0.404,,
Grayson Allen,[],,,13.7,3.2,2.4,24.9,4.6,0.1,2.0,0.38,9.3,2.4,0.831,0.8,1.5,,,4.1,4.4,1.7,3.8,,,0.442,,
Jarrett Allen,[],,,12.0,8.4,0.8,30.6,3.9,1.6,2.3,0.0,8.7,4.8,0.598,0.3,2.9,,,4.8,0.2,0.0,2.3,,,0.552,,
Jaylen Allen,[],,,5.3,1.8,0.8,15.5,1.0,0.1,1.8,0.377,4.7,0.9,0.624,0.9,0.9,,,1.9,2.5,0.9,0.6,,,0.397,,
Jonathan Allen,[],,,1.0,1.1,0.3,8.5,0.2,0.1,1.1,0.353,0.8,0.2,0.667,0.3,0.3,,,0.4,0.4,0.2,0.2,,,0.452,,
Kadeem Allen,[],,,9.0,3.5,3.4,27.0,3.1,0.7,2.5,0.402,6.7,2.3,0.721,1.2,2.0,,,3.0,1.8,0.7,2.3,,,0.455,,
KeVaughn Allen,[],,,12.3,2.5,1.5,27.5,2.8,0.2,1.6,0.348,9.8,2.4,0.846,1.2,1.1,,,4.1,4.8,1.7,2.4,,,0.421,,
Malcolm Allen,[],,,1.7,0.6,0.7,9.2,0.4,0.0,0.6,0.286,1.5,0.6,0.522,0.3,0.6,,,0.7,0.4,0.1,0.2,,,0.481,,
Marcus Allen,[],,,6.0,2.7,1.2,20.7,2.1,0.1,1.9,0.244,5.1,1.9,0.634,0.9,1.1,,,2.2,1.4,0.3,1.3,,,0.432,,
Nehemiah Allen,[],,,0.5,1.0,0.0,3.3,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,,,0.3,0.0,0.0,0.0,,,1.0,,
Nick Allen,[],,,4.6,3.6,0.8,18.0,1.1,0.3,2.7,0.233,4.2,1.6,0.636,0.3,1.6,,,1.8,1.2,0.3,0.7,,,0.432,,
Noah Allen,[],,,4.0,2.2,0.9,12.8,1.4,0.1,1.0,0.27,3.3,1.0,0.712,0.3,0.8,,,1.3,1.2,0.3,1.0,,,0.411,,
Seth Allen,[],,,11.8,2.5,2.7,26.5,3.5,0.2,2.0,0.344,9.1,2.4,0.749,0.9,2.3,,,3.8,4.3,1.5,2.6,,,0.424,,
Stavian Allen,[],,,2.7,2.2,0.3,11.3,0.9,0.4,1.6,0.333,2.2,0.8,0.563,0.2,0.8,,,1.0,0.7,0.2,0.5,,,0.45,,
Trevon Allen,[],,,4.4,1.8,1.5,18.2,1.4,0.1,1.1,0.306,4.0,0.5,0.893,0.3,1.6,,,1.2,2.5,0.8,1.3,,,0.304,,
Leandro Allende,[],,,7.3,2.7,0.9,16.5,2.0,0.0,2.4,0.296,6.1,1.4,0.689,0.5,0.8,,,2.5,3.5,1.0,1.3,,,0.407,,
Ky're Allison,[],,,2.9,0.6,0.8,8.8,0.3,0.1,1.8,0.346,2.7,0.6,0.8,0.3,1.0,,,1.1,1.4,0.5,0.2,,,0.417,,
Kyle Allman,[],,,6.8,1.7,1.4,22.2,3.7,0.2,2.1,0.266,5.2,1.6,0.665,0.6,2.0,,,2.0,1.3,0.3,2.5,,,0.382,,
Jake Allsmiller,[],,,6.6,1.7,1.0,24.0,0.6,0.2,2.3,0.364,5.7,0.2,0.868,0.5,0.8,,,2.1,5.2,1.9,0.5,,,0.366,,
Albert Almanza,[],,,5.6,3.3,0.8,18.7,0.8,0.1,2.4,0.392,4.5,0.7,0.766,0.4,0.5,,,1.9,3.1,1.2,0.6,,,0.421,,
Michael Almonacy,[],,,2.5,0.8,1.0,9.0,0.8,0.0,0.9,0.2,2.3,0.6,0.706,0.5,0.5,,,0.9,1.2,0.2,0.6,,,0.367,,
Francis Alonso,[],,,13.4,1.8,1.7,28.0,2.9,0.1,2.2,0.419,9.2,1.6,0.873,0.6,2.0,,,4.1,6.2,2.6,2.5,,,0.451,,
Brandon Alston,[],,,5.1,1.7,0.9,16.7,1.8,0.0,1.7,0.365,4.1,1.1,0.707,0.3,1.3,,,1.7,1.5,0.5,1.3,,,0.405,,
Justin Alston,[],,,6.2,3.7,0.5,16.4,1.4,0.4,2.2,0.0,4.6,2.6,0.692,0.4,1.1,,,2.6,0.0,0.0,1.0,,,0.566,,
Levan Shawn Alston,[],,,7.0,2.0,2.0,20.7,1.2,0.2,1.6,0.333,6.3,1.4,0.778,0.8,0.8,,,2.5,3.3,1.1,0.9,,,0.395,,
Ron Alston,[],,,1.3,0.9,0.3,4.7,0.0,0.1,0.7,0.267,1.4,0.3,0.0,0.2,0.3,,,0.6,0.8,0.2,0.0,,,0.385,,
Mark Alstork,[],,,11.5,4.3,2.1,26.1,4.3,0.5,2.8,0.36,8.9,2.1,0.757,0.7,2.4,,,3.5,3.8,1.4,3.2,,,0.388,,
Jeffrey Altidort,[],,,4.8,1.7,3.3,23.0,2.4,0.3,2.2,0.182,4.9,1.5,0.489,1.3,2.7,,,1.7,1.2,0.2,1.2,,,0.355,,
Yito Alvarado,[],,,1.5,0.5,0.0,1.5,0.0,0.0,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,,0.5,0.5,0.5,0.0,,,0.5,,
Moataz Aly,[],,,1.7,1.8,0.2,7.8,0.5,1.1,1.9,0.0,1.1,0.8,0.375,0.1,0.8,,,0.8,0.0,0.0,0.2,,,0.706,,
Kelvin Amayo,[],,,6.4,4.2,2.2,20.9,2.9,0.4,2.2,0.211,5.1,2.3,0.467,0.9,1.7,,,2.4,0.6,0.1,1.4,,,0.473,,
Francisco Amiel,[],,,2.9,1.2,1.3,16.5,0.8,0.1,1.3,0.275,2.9,0.5,0.625,0.8,1.0,,,1.0,1.7,0.5,0.5,,,0.329,,
Daniel Amigo,[],,,8.9,4.0,1.0,16.6,2.6,0.5,3.2,0.444,6.8,3.5,0.62,0.3,2.1,,,3.6,0.2,0.1,1.6,,,0.531,,
Ehab Amin,[],,,9.5,3.8,1.5,20.3,2.7,0.2,2.3,0.283,7.3,2.7,0.734,1.9,1.8,,,3.4,2.5,0.7,2.0,,,0.466,,
Wajid Aminu,[],,,8.5,6.3,0.7,25.2,3.4,1.0,3.4,0.304,6.4,3.0,0.488,0.5,2.2,,,3.3,0.9,0.3,1.7,,,0.516,,
Malik Amos,[],,,1.9,0.1,0.1,4.8,0.3,0.0,0.3,0.265,2.4,0.1,0.8,0.1,0.2,,,0.6,1.9,0.5,0.2,,,0.25,,
Dalan Ancrum,[],,,5.0,2.2,0.6,13.7,1.1,0.3,1.3,0.427,4.4,1.1,0.788,0.3,0.9,,,1.7,1.5,0.6,0.9,,,0.396,,
Aaron Anderson,[],,,4.1,3.0,2.3,21.2,1.5,0.0,2.1,0.373,2.9,0.9,0.735,0.6,1.6,,,1.3,1.0,0.4,1.1,,,0.446,,
Antwann Anderson,[],,,0.0,0.1,0.1,1.6,0.0,0.0,0.1,0.0,0.4,0.0,0.0,0.0,0.3,,,0.0,0.1,0.0,0.0,,,0.0,,
Antwoine Anderson,[],,,7.7,1.7,2.6,24.0,2.7,0.2,2.6,0.327,6.1,1.9,0.69,1.2,2.2,,,2.6,2.0,0.6,1.9,,,0.425,,
Brandon Anderson,[],,,8.0,1.6,1.5,20.9,3.7,0.1,2.3,0.283,5.6,1.6,0.767,1.3,1.9,,,2.3,2.3,0.7,2.8,,,0.405,,
C.J. Anderson,[],,,3.1,2.8,1.7,18.6,0.9,0.1,1.6,0.304,2.6,0.8,0.697,0.7,0.9,,,1.1,1.0,0.3,0.6,,,0.428,,
Carlitos Anderson,[],,,0.4,0.7,0.3,2.7,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.1,0.0,,,0.1,0.1,0.1,0.0,,,0.5,,
Carlos Anderson,[],,,9.7,4.1,1.9,29.8,3.1,0.1,2.4,0.273,8.8,2.7,0.711,0.9,2.1,,,3.4,2.8,0.8,2.2,,,0.387,,
Chance Anderson,[],,,1.0,1.2,0.3,4.4,0.5,0.1,0.9,0.0,0.9,0.4,0.444,0.1,0.2,,,0.4,0.2,0.0,0.2,,,0.438,,
Costa Anderson,[],,,2.1,0.8,0.8,7.6,0.1,0.0,0.3,0.313,1.9,0.5,1.0,0.4,0.2,,,0.8,1.0,0.3,0.1,,,0.433,,
Darian Anderson,[],,,14.5,3.6,3.3,32.1,3.3,0.2,2.6,0.353,12.8,3.6,0.78,1.8,2.7,,,5.2,4.4,1.6,2.6,,,0.406,,
Eric Anderson,[],,,1.9,1.5,0.2,8.2,0.7,0.1,0.6,0.267,1.7,0.6,0.44,0.2,0.3,,,0.7,0.4,0.1,0.3,,,0.424,,
JoJo Anderson,[],,,6.0,2.9,2.6,22.9,3.8,0.0,1.8,0.267,4.3,1.0,0.663,0.4,1.8,,,1.5,2.0,0.5,2.5,,,0.347,,
Lachlan Anderson,[],,,1.4,1.3,0.3,4.8,0.2,0.2,0.7,0.1,2.2,0.6,0.0,0.1,0.2,,,0.7,1.1,0.1,0.0,,,0.3,,
Manny Anderson,[],,,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,
Richard Anderson,[],,,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,
Shawn Anderson,[],,,9.7,4.0,2.2,24.5,3.5,0.1,1.6,0.246,7.6,3.1,0.659,0.7,1.7,,,3.5,1.5,0.4,2.3,,,0.463,,
Trevor Anderson,[],,,9.8,2.9,2.7,28.5,2.8,0.1,1.6,0.376,7.3,1.2,0.804,0.8,1.9,,,2.9,4.7,1.8,2.3,,,0.4,,
Ryan Andino,[],,,8.5,1.3,0.9,24.2,0.9,0.0,1.2,0.391,7.1,0.4,0.808,0.5,0.9,,,2.7,6.0,2.3,0.7,,,0.385,,
David Andoh,[],,,7.2,3.9,0.4,20.0,2.3,0.2,1.9,0.289,6.5,2.5,0.703,0.3,1.6,,,2.7,0.6,0.2,1.6,,,0.417,,
Kofi Andoh,[],,,3.1,1.9,0.5,14.4,1.7,0.1,1.4,0.265,2.3,0.7,0.744,0.5,0.9,,,0.8,0.4,0.1,1.3,,,0.37,,
Pat Andree,[],,,7.7,4.5,0.8,20.9,0.7,0.4,1.7,0.431,6.4,1.2,0.538,0.3,1.1,,,2.8,3.8,1.6,0.4,,,0.443,,
Daniel Andrews,[],,,0.3,1.3,0.0,3.0,1.3,0.0,0.0,0.0,0.3,0.0,0.25,0.3,0.7,,,0.0,0.0,0.0,0.3,,,0.0,,
Jamir Andrews,[],,,2.9,0.8,0.4,7.2,1.0,0.0,0.7,0.244,2.7,0.4,0.92,0.3,0.5,,,0.8,1.7,0.4,0.9,,,0.304,,
Rashad Andrews,[],,,3.0,1.6,0.4,11.6,1.0,0.1,1.4,0.321,2.5,0.6,0.592,0.3,0.6,,,1.0,1.2,0.4,0.6,,,0.405,,
Georgios Angelou,[],,,4.2,0.9,1.0,14.7,0.6,0.0,0.9,0.414,3.2,0.2,0.875,0.2,0.8,,,1.3,2.6,1.1,0.5,,,0.406,,
Braian Angola-Rodas,[],,,3.9,1.8,1.4,12.5,1.0,0.1,1.2,0.357,3.4,0.9,0.65,0.6,0.7,,,1.4,1.3,0.5,0.6,,,0.408,,
Joel Angus III,[],,,10.2,5.8,1.1,27.5,3.8,0.5,2.1,0.0,7.5,3.7,0.722,0.7,2.0,,,3.7,0.1,0.0,2.8,,,0.5,,
Ike Anigbogu,[],,,4.4,3.6,0.2,12.5,1.3,1.4,2.8,0.0,3.2,1.9,0.409,0.1,0.8,,,1.9,0.0,0.0,0.5,,,0.611,,
Rashed Anthony,[],,,0.6,1.0,0.1,6.6,0.2,0.2,1.8,0.0,0.4,0.2,0.706,0.1,0.3,,,0.2,0.0,0.0,0.2,,,0.5,,
Jack Anton,[],,,1.6,1.4,0.3,9.2,0.5,0.1,1.4,0.24,1.4,0.5,0.605,0.1,0.3,,,0.6,0.3,0.1,0.3,,,0.423,,
Dom Antonelli,[],,,1.5,0.5,0.0,2.0,0.0,0.0,0.0,0.4,1.3,0.0,0.0,0.0,0.0,,,0.5,1.3,0.5,0.0,,,0.4,,
Lucas Antunez,[],,,1.0,0.4,0.8,6.8,0.7,0.0,1.3,0.2,0.9,0.1,0.875,0.0,0.7,,,0.2,0.4,0.1,0.6,,,0.182,,
OG Anunoby,[],,,6.8,3.5,0.8,17.4,1.8,0.9,1.7,0.365,4.8,2.1,0.522,1.0,1.1,,,2.7,1.5,0.5,0.9,,,0.563,,
BeeJay Anya,[],,,3.7,3.7,0.3,17.5,1.7,1.9,2.5,0.0,2.5,1.4,0.481,0.2,0.9,,,1.4,0.0,0.0,0.8,,,0.586,,
D'Quan Applewhite,[],,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,
