Player,Season,Age,Team,Points,Rebounds,Assists,Mins,FTA,Blocks,Fouls,3p%,FGA,2p%,ft%,Steals,Turnovers,Games,Games Started,FGM,3pa,3pm,ftm,orb,drb,FG%,EFG%,TS%
Damani Applewhite,[],,,2.5,2.2,0.3,13.0,1.2,0.3,1.5,0.0,2.3,1.0,0.435,0.2,0.4,,,1.0,0.1,0.0,0.5,,,0.435,,
Austin Arians,[],,,9.5,3.2,1.2,27.7,1.4,0.1,1.7,0.359,7.7,1.4,0.8,0.7,0.8,,,3.3,5.2,1.9,1.1,,,0.425,,
Aaron Ariri,[],,,1.6,2.4,0.1,8.6,0.8,0.2,1.2,0.0,1.4,0.6,0.438,0.1,0.4,,,0.6,0.0,0.0,0.3,,,0.429,,
Richmond Aririguzoh,[],,,3.0,1.8,0.4,7.2,1.0,0.2,1.0,0.0,2.6,1.2,0.6,0.2,0.4,,,1.2,0.0,0.0,0.6,,,0.462,,
Aaric Armstead,[],,,9.8,5.1,0.9,28.2,3.6,0.5,2.0,0.306,8.5,2.3,0.69,1.2,1.8,,,3.2,2.8,0.9,2.5,,,0.375,,
Brandon Armstrong,[],,,2.7,1.0,0.3,11.3,0.6,0.0,0.7,0.261,3.7,0.4,0.786,0.2,0.1,,,0.9,1.9,0.5,0.5,,,0.239,,
Tony Armstrong,[],,,8.3,4.5,0.6,20.2,3.1,0.6,2.4,0.0,6.5,3.2,0.61,0.4,1.1,,,3.2,0.0,0.0,1.9,,,0.492,,
Ore Arogundade,[],,,5.8,3.3,0.8,19.0,1.2,0.1,1.7,0.412,4.8,1.2,0.74,0.8,1.0,,,2.0,2.0,0.8,0.9,,,0.422,,
Ruben Arroyo-Felix,[],,,3.5,1.5,0.3,11.8,0.5,0.1,0.9,0.276,3.6,1.1,0.63,0.2,0.7,,,1.4,1.2,0.3,0.3,,,0.397,,
Dominic Artis,[],,,9.8,3.9,4.1,27.2,2.9,0.2,2.0,0.307,8.8,2.5,0.655,1.3,2.3,,,3.5,3.0,0.9,1.9,,,0.395,,
Jamel Artis,[],,,12.5,4.7,2.1,27.0,3.6,0.3,1.7,0.391,8.9,3.0,0.757,0.5,1.8,,,4.3,3.1,1.2,2.7,,,0.478,,
Geno Artison,[],,,2.6,1.1,0.1,6.4,0.0,0.1,0.6,0.381,2.6,0.1,0.0,0.0,0.5,,,0.9,2.1,0.8,0.0,,,0.346,,
Jordan Ash,[],,,1.2,0.6,0.7,5.3,0.2,0.0,0.5,0.3,1.1,0.2,0.7,0.1,0.2,,,0.4,0.7,0.2,0.2,,,0.354,,
Dennis Ashley,[],,,2.7,0.4,0.6,8.7,0.6,0.0,0.7,0.275,3.0,0.2,0.615,0.1,0.3,,,0.9,2.3,0.6,0.4,,,0.288,,
Jordan Ashton,[],,,4.5,2.1,0.7,18.8,0.8,0.1,1.1,0.409,3.6,0.6,0.842,0.5,0.5,,,1.5,2.1,0.8,0.7,,,0.409,,
Kwe Askew,[],,,0.9,1.1,0.1,5.6,0.4,0.4,0.8,0.0,0.9,0.4,0.6,0.1,0.1,,,0.4,0.0,0.0,0.2,,,0.417,,
A.J. Astroth,[],,,3.5,3.1,0.4,14.6,1.4,0.1,1.4,0.25,3.1,1.0,0.573,0.4,0.6,,,1.2,1.0,0.2,0.8,,,0.4,,
Matthew Atewe,[],,,1.8,2.9,0.2,12.0,1.0,0.9,2.4,0.0,1.4,0.6,0.523,0.3,0.7,,,0.6,0.0,0.0,0.5,,,0.474,,
Chris Atkinson,[],,,2.9,1.0,1.6,13.7,0.8,0.0,1.4,0.234,3.4,0.4,0.722,0.7,0.8,,,0.9,2.3,0.5,0.6,,,0.265,,
Travis Atson,[],,,1.8,1.1,0.2,6.3,0.3,0.1,0.6,0.357,1.6,0.3,0.6,0.1,0.4,,,0.6,0.9,0.3,0.2,,,0.4,,
Hassan Attia,[],,,6.1,5.5,0.4,19.0,2.2,2.3,4.0,0.0,4.5,2.8,0.237,1.0,2.4,,,2.8,0.0,0.0,0.5,,,0.61,,
Tyrin Atwood,[],,,2.5,1.4,0.4,7.5,1.0,0.2,0.6,0.0,2.2,0.9,0.636,0.2,0.3,,,0.9,0.2,0.0,0.6,,,0.417,,
Reid Aube,[],,,0.9,1.3,0.0,6.3,0.3,0.2,1.4,0.0,0.5,0.3,0.938,0.1,0.3,,,0.3,0.0,0.0,0.3,,,0.583,,
Mason Aucoin,[],,,1.1,0.6,0.1,3.3,0.0,0.0,0.0,0.286,1.3,0.1,0.0,0.1,0.0,,,0.4,1.0,0.3,0.0,,,0.333,,
Branden Aughburns,[],,,2.8,1.8,0.0,8.8,1.1,0.6,1.2,0.5,2.5,1.0,0.606,0.1,0.6,,,1.1,0.1,0.0,0.7,,,0.427,,
Aaron Augustin,[],,,1.8,0.9,1.7,13.4,0.7,0.0,1.3,0.273,1.8,0.5,0.5,0.5,1.3,,,0.7,0.5,0.1,0.3,,,0.368,,
Alex Austin,[],,,5.5,2.0,0.9,17.5,1.4,0.0,1.3,0.326,4.4,1.0,0.745,0.6,0.7,,,1.8,2.4,0.8,1.1,,,0.418,,
Brandon Austin,[],,,1.4,0.8,0.1,8.5,0.2,0.1,0.6,0.174,2.1,0.3,0.429,0.1,0.2,,,0.5,1.3,0.2,0.1,,,0.257,,
Demontrez Austin,[],,,2.5,3.9,0.3,14.4,0.6,0.2,1.6,0.0,1.8,1.0,0.742,0.2,0.5,,,1.0,0.0,0.0,0.5,,,0.56,,
Paris Austin,[],,,7.0,2.1,1.7,19.0,3.1,0.0,1.4,0.238,5.2,2.1,0.692,0.5,1.4,,,2.3,0.8,0.2,2.2,,,0.439,,
Rashad Austin,[],,,0.4,0.4,0.3,3.4,0.2,0.0,0.8,0.0,0.3,0.2,0.5,0.1,0.1,,,0.2,0.0,0.0,0.1,,,0.667,,
Adrian Autry,[],,,0.7,0.1,0.0,1.4,0.1,0.0,0.1,0.222,0.9,0.1,1.0,0.1,0.1,,,0.2,0.6,0.1,0.1,,,0.231,,
Conner Avants,[],,,8.0,3.8,0.4,20.7,2.2,0.4,2.9,0.346,5.9,3.0,0.698,0.6,1.2,,,3.2,0.5,0.2,1.6,,,0.534,,
Dillon Avare,[],,,3.8,1.1,0.7,16.7,0.4,0.0,1.4,0.324,3.8,0.1,0.714,0.3,0.6,,,1.2,3.5,1.1,0.3,,,0.324,,
Sam Averbuck,[],,,1.0,0.5,1.0,7.0,0.5,0.0,0.8,0.0,1.0,0.3,1.0,0.0,0.0,,,0.3,0.3,0.0,0.5,,,0.25,,
Brandon Averette,[],,,5.7,1.7,1.7,15.3,1.8,0.0,1.6,0.5,4.8,1.7,0.725,1.0,1.7,,,2.0,0.6,0.3,1.3,,,0.429,,
Jalen Avery,[],,,2.1,1.0,1.5,13.2,0.5,0.0,0.6,0.302,2.2,0.3,0.692,0.4,0.5,,,0.6,1.3,0.4,0.4,,,0.295,,
Austen Awosika,[],,,6.1,2.6,1.9,19.7,1.6,0.2,1.5,0.308,4.7,2.3,0.563,0.8,1.2,,,2.5,0.7,0.2,0.9,,,0.538,,
Josh Ayeni,[],,,7.2,2.7,0.3,17.8,2.9,0.2,3.8,0.0,5.4,2.5,0.793,0.6,0.9,,,2.5,0.0,0.0,2.3,,,0.458,,
Nick Ayers,[],,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,
Jamal Aytes,[],,,3.0,1.5,0.2,7.9,1.0,0.1,1.3,0.0,2.2,1.2,0.553,0.0,0.7,,,1.2,0.0,0.0,0.6,,,0.556,,
Udoka Azubuike,[],,,5.0,4.4,0.2,12.9,2.6,1.6,2.8,0.0,3.2,2.0,0.379,0.2,1.4,,,2.0,0.0,0.0,1.0,,,0.629,,
John Azzinaro,[],,,3.5,1.1,0.7,12.2,0.6,0.0,1.3,0.354,3.5,0.4,0.687,0.3,0.6,,,1.2,2.2,0.8,0.4,,,0.335,,
Jaylen Babb-Harrison,[],,,6.1,2.1,1.0,13.7,0.9,0.0,1.0,0.372,5.1,0.8,0.887,0.7,0.7,,,2.1,3.3,1.2,0.8,,,0.402,,
Jake Babic,[],,,4.1,1.9,1.8,16.7,1.1,0.1,1.5,0.297,3.9,0.6,0.69,0.3,1.2,,,1.3,2.4,0.7,0.7,,,0.331,,
Dwayne Bacon,[],,,16.3,5.0,1.6,28.6,4.3,0.1,1.9,0.324,13.3,4.7,0.724,1.1,2.1,,,6.0,3.9,1.3,3.1,,,0.448,,
Henry Baddley,[],,,1.5,1.0,0.3,6.9,0.6,0.1,0.7,0.0,1.4,0.6,0.444,0.4,0.3,,,0.6,0.4,0.0,0.3,,,0.429,,
Jonathan Baehre,[],,,1.1,0.7,0.1,4.1,0.1,0.1,0.7,0.0,1.0,0.6,0.0,0.0,0.1,,,0.6,0.1,0.0,0.0,,,0.571,,
Ryan Beddeo,[],,,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0.0,0.0,0.0,0.0,,,0.0,,
Devon Begley,[],,,4.6,1.9,1.6,18.1,1.2,0.1,1.7,0.367,4.0,0.7,0.758,0.8,1.4,,,1.5,2.1,0.8,0.9,,,0.372,,
Shaun Belbey,[],,,0.1,0.0,0.1,1.5,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.0,0.1,,,0.1,0.1,0.0,0.0,,,0.2,,
Amir Bell,[],,,8.3,2.6,2.3,26.7,2.9,0.4,2.9,0.323,6.3,2.2,0.656,0.8,1.5,,,2.9,2.1,0.7,1.9,,,0.452,,
David Bell,[],,,1.3,1.7,0.1,6.3,0.9,0.3,1.1,0.0,0.9,0.4,0.581,0.1,0.2,,,0.4,0.0,0.0,0.5,,,0.467,,
Davon Bell,[],,,3.3,1.7,2.3,19.1,1.4,0.1,1.9,0.143,3.1,1.0,0.709,0.8,1.5,,,1.1,0.6,0.1,1.0,,,0.363,,
Jeremiah Bell,[],,,6.8,2.3,2.0,21.5,1.9,0.1,1.8,0.279,6.8,1.7,0.591,0.5,1.0,,,2.5,2.7,0.7,1.1,,,0.363,,
Johnathan Bell,[],,,10.5,4.3,1.2,27.2,3.1,0.4,1.9,0.313,9.2,2.8,0.718,1.3,1.5,,,3.7,2.9,0.9,2.2,,,0.397,,
Jordan Bell,[],,,7.1,6.2,1.3,23.5,1.6,2.2,2.5,0.231,5.1,3.0,0.6,1.0,1.6,,,3.1,0.1,0.0,1.0,,,0.604,,
Jordan Bell,[],,,4.0,3.7,0.4,11.6,0.6,0.1,1.4,0.273,3.7,1.3,0.6,0.2,0.6,,,1.6,1.4,0.4,0.4,,,0.441,,
T.J. Bell,[],,,3.3,2.3,0.3,11.2,0.9,0.5,2.2,0.0,2.5,1.3,0.61,0.2,0.8,,,1.3,0.0,0.0,0.6,,,0.538,,
Trae Bell-Haynes,[],,,10.8,2.5,3.5,26.9,4.4,0.1,2.3,0.407,6.9,2.8,0.779,1.0,2.7,,,3.4,1.3,0.5,3.4,,,0.49,,
Tevin Bellinger,[],,,10.0,3.1,2.0,25.8,2.4,0.0,1.7,0.255,9.4,2.6,0.82,1.2,2.3,,,3.5,3.5,0.9,2.0,,,0.376,,
Lane Below,[],,,0.7,0.0,0.0,2.7,0.0,0.0,0.3,0.0,0.7,0.3,0.0,0.0,0.0,,,0.3,0.0,0.0,0.0,,,0.5,,
Isaac Belton,[],,,3.0,1.3,0.4,9.6,1.0,0.1,1.3,0.237,2.8,0.6,0.753,0.4,0.5,,,0.9,1.5,0.4,0.7,,,0.329,,
Mohamed Bendary,[],,,2.3,2.5,0.5,10.5,0.5,0.4,2.2,0.0,1.6,1.0,0.567,0.1,0.7,,,1.0,0.0,0.0,0.3,,,0.626,,
Ivan Bender,[],,,3.6,2.9,0.6,11.1,1.4,0.3,1.8,0.0,2.0,1.4,0.548,0.2,0.9,,,1.4,0.0,0.0,0.8,,,0.705,,
Maciej Bender,[],,,2.3,1.3,0.3,6.5,1.1,0.4,0.7,0.2,1.9,0.7,0.563,0.1,0.3,,,0.8,0.3,0.1,0.6,,,0.414,,
Michael Benkert,[],,,0.9,0.5,0.3,5.6,0.2,0.1,0.6,0.294,1.1,0.0,0.5,0.2,0.2,,,0.3,0.9,0.3,0.1,,,0.25,,
Malik Benlevi,[],,,4.7,2.2,0.5,15.1,1.4,0.5,1.7,0.338,3.6,1.2,0.671,0.6,0.7,,,1.7,1.3,0.4,1.0,,,0.46,,
Connor Bennett,[],,,2.0,1.0,0.0,4.7,1.0,0.0,0.7,0.0,1.0,0.7,0.667,0.0,0.7,,,0.7,0.0,0.0,0.7,,,0.667,,
Stephan Bennett,[],,,4.3,2.7,0.4,17.4,1.6,0.5,2.3,0.364,3.8,1.6,0.562,0.4,0.7,,,1.6,0.2,0.1,0.9,,,0.428,,
Steven Bennett,[],,,0.8,0.5,0.3,3.7,0.0,0.0,0.3,0.364,0.8,0.0,0.0,0.0,0.2,,,0.3,0.8,0.3,0.0,,,0.333,,
Barret Benson,[],,,2.0,1.8,0.5,8.6,0.9,0.8,1.8,0.0,1.5,0.8,0.471,0.3,0.4,,,0.8,0.0,0.0,0.4,,,0.536,,
Casey Benson,[],,,4.8,2.0,2.5,23.7,1.2,0.0,1.5,0.373,3.8,0.8,0.692,0.7,0.7,,,1.6,2.2,0.8,0.8,,,0.421,,
Jaylen Benton,[],,,6.0,2.2,2.5,20.3,1.2,0.2,2.3,0.231,5.8,1.5,0.857,1.0,1.6,,,2.2,2.8,0.7,1.0,,,0.376,,
Justin Benton,[],,,1.9,1.0,1.5,14.9,0.5,0.1,1.8,0.208,2.5,0.4,0.727,0.2,1.2,,,0.6,1.1,0.2,0.4,,,0.245,,
Kyle Benton,[],,,6.6,5.8,0.3,21.1,2.9,0.6,2.0,0.0,4.1,2.4,0.593,0.6,0.9,,,2.4,0.0,0.0,1.7,,,0.589,,
Pat Benzan,[],,,4.1,1.7,1.3,17.1,1.3,0.0,1.1,0.304,3.2,1.4,0.642,0.7,0.7,,,1.5,0.5,0.1,0.9,,,0.484,,
Cody Benzel,[],,,3.9,0.6,0.4,8.9,0.1,0.1,0.9,0.405,3.1,0.2,0.8,0.3,0.2,,,1.3,2.8,1.1,0.1,,,0.427,,
Grant Benzinger,[],,,9.0,3.1,0.9,26.7,1.3,0.1,2.5,0.407,7.2,1.1,0.768,0.5,0.8,,,3.1,4.7,1.9,1.0,,,0.425,,
Christian Benzon,[],,,2.3,1.9,0.5,10.3,1.4,0.1,1.1,0.333,1.8,0.8,0.489,0.3,0.6,,,0.8,0.1,0.0,0.7,,,0.448,,
Steven Beo,[],,,2.5,1.2,0.9,11.4,1.0,0.0,1.3,0.318,2.2,0.5,0.421,0.3,0.3,,,0.9,1.1,0.4,0.4,,,0.395,,
Elias Berbari,[],,,0.0,0.2,0.1,1.5,0.2,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,,,0.0,0.2,0.0,0.0,,,0.0,,
Lukas Bergang,[],,,0.4,0.0,0.0,3.3,0.4,0.2,1.3,0.0,0.0,0.0,1.0,0.1,0.1,,,0.0,0.0,0.0,0.4,,,0.0,,
Alex Bergen,[],,,0.0,0.1,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,
Seth Berger,[],,,3.0,2.3,0.4,12.5,0.7,0.2,1.8,0.286,2.4,1.0,0.582,0.5,0.6,,,1.2,0.8,0.2,0.4,,,0.497,,
Malcolm Bernard,[],,,6.4,4.1,1.9,20.6,3.1,0.4,2.1,0.303,5.0,1.6,0.646,1.1,1.6,,,2.0,1.4,0.4,2.0,,,0.401,,
Brian Bernardi,[],,,9.9,2.1,1.3,28.7,1.8,0.1,1.4,0.389,7.9,1.0,0.847,0.6,1.1,,,3.2,5.5,2.1,1.5,,,0.401,,
Ryan Bernstein,[],,,4.0,2.3,2.6,21.9,0.7,0.0,1.6,0.284,4.4,0.9,0.441,0.8,1.2,,,1.6,2.2,0.6,0.3,,,0.349,,
Drick Bernstine,[],,,7.5,7.4,2.2,26.2,2.4,0.5,3.0,0.118,6.7,3.1,0.487,1.0,2.1,,,3.2,0.3,0.0,1.2,,,0.475,,
Andre Berry,[],,,2.7,1.9,0.0,6.6,0.6,0.0,0.8,0.0,1.9,1.2,0.667,0.0,0.3,,,1.2,0.0,0.0,0.4,,,0.612,,
Devin Berry,[],,,2.9,2.8,0.3,13.5,1.4,0.5,2.6,0.0,2.5,1.1,0.561,0.3,1.0,,,1.1,0.0,0.0,0.8,,,0.417,,
Joel Berry,[],,,10.4,2.5,3.1,24.5,2.2,0.1,2.0,0.391,7.9,2.0,0.857,1.1,1.4,,,3.5,3.8,1.5,1.9,,,0.444,,
Travis Berry,[],,,0.0,0.0,0.3,4.8,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.2,,,0.0,0.1,0.0,0.0,,,0.0,,
Brennan Besser,[],,,0.0,0.0,0.0,1.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,0.0,,,0.0,,
Taylor Bessick,[],,,3.8,3.6,0.2,15.1,1.0,0.7,2.5,0.0,3.4,1.6,0.6,0.4,0.8,,,1.6,0.0,0.0,0.6,,,0.48,,
Ryan Betley,[],,,8.7,2.5,0.5,24.5,1.8,0.2,1.8,0.417,6.2,1.0,0.909,1.2,1.7,,,2.7,4.0,1.7,1.7,,,0.432,,
Evan Beucler,[],,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,
Jeff Beverly,[],,,15.6,6.4,1.0,26.8,5.6,0.2,2.9,0.23,13.5,4.7,0.754,0.4,2.3,,,5.3,2.9,0.7,4.2,,,0.394,,
Tanveer Bhullar,[],,,4.1,3.7,0.5,13.4,1.9,0.3,1.4,0.0,2.9,1.6,0.538,0.1,0.8,,,1.6,0.0,0.0,1.0,,,0.544,,
Corey Bias,[],,,0.7,0.0,0.0,1.3,0.7,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,0.7,,,0.0,,
Justin Bibbins,[],,,8.0,2.2,3.2,22.7,2.6,0.0,2.0,0.383,5.9,1.4,0.828,0.8,1.7,,,2.4,2.6,1.0,2.1,,,0.411,,
Justin Bibbs,[],,,10.9,3.1,1.4,30.9,1.9,0.0,1.9,0.425,8.8,2.0,0.714,0.4,1.4,,,3.8,4.4,1.9,1.4,,,0.435,,
Michael Bibby,[],,,6.9,1.8,2.1,21.7,1.4,0.2,2.2,0.412,4.9,0.8,0.852,0.7,2.4,,,2.2,3.4,1.4,1.2,,,0.439,,
Kavell Bigby-Williams,[],,,3.4,3.0,0.1,10.8,1.8,0.9,1.4,0.0,2.5,1.0,0.711,0.1,0.8,,,1.0,0.0,0.0,1.3,,,0.423,,
Anthony Bilas,[],,,0.0,0.0,0.0,1.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,
Jorge Bilbao,[],,,4.9,4.9,0.9,18.5,1.9,0.3,2.6,0.083,3.7,1.8,0.629,0.6,1.2,,,1.9,0.2,0.0,1.2,,,0.499,,
Stetson Billings,[],,,1.4,1.6,0.6,10.4,0.3,0.2,1.2,0.263,1.8,0.4,0.727,0.2,0.4,,,0.6,0.5,0.1,0.2,,,0.313,,
Nick Billingsley,[],,,6.9,2.1,0.3,12.1,1.8,0.3,1.7,0.341,5.8,1.4,0.774,0.4,1.2,,,2.3,2.6,0.9,1.4,,,0.401,,
Jonathan Bins,[],,,1.3,0.3,0.5,2.8,0.0,0.0,0.3,0.5,1.3,0.3,0.0,0.0,0.3,,,0.5,0.5,0.3,0.0,,,0.4,,
Patrick Binzer,[],,,0.7,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.2,,,0.3,0.3,0.0,0.0,,,0.5,,
Jabari Bird,[],,,10.3,3.1,1.2,25.7,1.6,0.3,1.7,0.366,8.7,2.2,0.744,0.5,1.1,,,3.8,4.2,1.5,1.2,,,0.438,,
Pat Birt,[],,,9.5,2.7,1.0,25.2,2.3,0.2,2.2,0.355,8.2,1.4,0.765,0.6,1.0,,,3.0,4.8,1.7,1.7,,,0.372,,
Jake Bischoff,[],,,1.1,0.5,0.7,7.4,0.5,0.0,0.3,0.188,1.1,0.1,0.727,0.0,0.3,,,0.3,0.8,0.1,0.4,,,0.25,,
Jermaine Bishop,[],,,9.6,2.2,2.9,23.7,2.1,0.1,1.5,0.338,8.4,2.1,0.853,0.7,2.1,,,3.3,3.6,1.2,1.8,,,0.391,,
Kaleb Bishop,[],,,5.4,4.3,0.6,19.5,1.4,0.3,2.3,0.273,4.0,1.7,0.8,0.6,1.3,,,2.0,1.0,0.3,1.1,,,0.5,,
Oliver Bishop,[],,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,0.0,,
Xavier Bishop,[],,,7.1,1.8,1.8,18.5,3.0,0.0,1.7,0.313,5.2,1.5,0.75,0.6,1.9,,,2.1,2.1,0.7,2.2,,,0.408,,
Brett Bisping,[],,,11.2,7.3,1.0,26.9,3.5,0.5,2.8,0.344,8.2,3.3,0.771,0.7,1.7,,,3.9,1.9,0.7,2.7,,,0.482,,
Antonio Bisutti,[],,,0.6,1.0,0.1,1.9,0.0,0.0,0.3,1.0,0.3,0.1,0.0,0.1,0.3,,,0.3,0.1,0.1,0.0,,,1.0,,
Ty'Quan Bitting,[],,,3.2,1.5,0.2,8.1,0.8,0.4,1.2,0.0,2.1,1.4,0.5,0.2,0.7,,,1.4,0.0,0.0,0.4,,,0.659,,
