Player,Season,Age,Team,Points,Rebounds,Assists,Mins,FTA,Blocks,Fouls,3p%,FGA,2p%,ft%,Steals,Turnovers,Games,Games Started,FGM,3pa,3pm,ftm,orb,drb,FG%,EFG%,TS%
Stephen Curry,2017-18,29,GSW,26.3,5.1,6.6,32.6,6.5,0.2,2.5,0.381,17.7,0.58,0.933,1.7,2.9,23,23,8.3,9.5,3.6,6,0.7,4.4,0.473,0.575,0.643
Sterling Brown,2017-18,22,MIL,2.2,1.3,0.2,6.9,0,0.1,1.3,0.333,2.4,0.444,,0.5,0.3,10,0,1,0.6,0.2,0,0.5,0.8,0.417,0.458,0.458
Steven Adams,2017-18,24,OKC,13.8,8.9,0.9,32.2,3.1,0.9,2.7,0,9.1,0.647,0.66,1.3,1.5,30,30,5.9,0,0,2.1,5.1,3.8,0.645,0.645,0.658
T.J. Leaf,2017-18,20,IND,3.1,1.7,0.2,9.4,0.3,0.1,1,0.478,2.9,0.444,0.429,0.2,0.2,27,0,1.3,0.9,0.4,0.1,0.7,1,0.455,0.526,0.524
T.J. McConnell,2017-18,25,PHI,7.1,3.4,4.7,23.9,0.6,0.3,2,0.481,5.9,0.533,0.824,1.1,1.9,28,1,3.1,1,0.5,0.5,0.6,2.8,0.524,0.564,0.58
T.J. Warren,2017-18,24,PHO,19,5.6,1.3,31.7,4.3,0.7,2.4,0.179,16.2,0.508,0.769,0.9,1.4,36,36,7.7,1.6,0.3,3.3,1.9,3.7,0.476,0.485,0.526
Taj Gibson,2017-18,32,MIN,11.8,8.1,1.4,33.6,2.3,0.7,2.9,0.261,8.6,0.591,0.802,0.8,1.2,35,35,4.9,0.7,0.2,1.9,2.7,5.3,0.566,0.576,0.612
Tarik Black,2017-18,26,HOU,2.8,2.6,0.3,8.4,0.9,0.5,1.9,0,2.2,0.622,0.545,0.3,0.8,24,0,1.2,0.3,0,0.5,1,1.6,0.538,0.538,0.551
Taurean Waller-Prince,2017-18,23,ATL,12.7,5.4,2.5,31.1,1.8,0.6,2.1,0.407,11,0.454,0.774,1,2.2,34,34,4.8,4.3,1.7,1.4,0.9,4.5,0.436,0.515,0.54
Terrance Ferguson,2017-18,19,OKC,1.3,0.3,0,6.7,0.1,0,0.9,0.133,1.5,0.625,0.5,0.2,0.2,21,0,0.6,0.7,0.1,0,0.1,0.2,0.387,0.419,0.423
Terrence Ross,2017-18,26,ORL,9,3.2,1.6,26.2,1.6,0.5,2,0.329,8,0.478,0.743,1.2,1.1,22,20,3.3,3.9,1.3,1.2,0.5,2.7,0.407,0.486,0.515
Terry Rozier,2017-18,23,BOS,8.9,4.3,2.1,23.4,1.3,0.1,1.3,0.363,8.4,0.396,0.792,1,0.7,38,0,3.2,4.2,1.5,1,0.6,3.7,0.379,0.47,0.497
Thabo Sefolosha,2017-18,33,UTA,8.2,4.1,0.8,21.2,1.3,0.3,1.5,0.392,6.3,0.552,0.814,1.3,0.8,33,2,3.1,2.2,0.9,1.1,0.7,3.4,0.495,0.565,0.595
Thaddeus Young,2017-18,29,IND,12.2,6,2,33,1,0.4,2.3,0.354,10.9,0.531,0.618,1.7,1.2,35,35,5.3,2.7,1,0.6,2,4,0.487,0.531,0.538
Thomas Bryant,2017-18,20,LAL,1,0,0,4,2,0,0,,0,,0.5,0,0,1,0,0,0,0,1,0,0,,,0.568
Thon Maker,2017-18,20,MIL,4.1,3.6,0.7,18.4,1.2,0.8,2.5,0.286,3.7,0.461,0.684,0.6,0.7,32,8,1.5,1.3,0.4,0.8,1,2.6,0.398,0.449,0.49
Tim Frazier,2017-18,27,WAS,3.5,2.1,3.5,16,0.5,0.1,1.8,0.306,3.3,0.464,0.875,0.8,1.3,32,11,1.3,1.1,0.3,0.4,0.3,1.8,0.41,0.462,0.495
Tim Hardaway,2017-18,25,NYK,17.8,4.2,3.3,34.1,3.6,0.2,2.2,0.316,15.1,0.515,0.8,1.1,1.7,21,21,6.3,7.2,2.3,2.9,0.8,3.4,0.42,0.495,0.534
Timofey Mozgov,2017-18,31,BRK,4.6,3.7,0.3,13.3,1.1,0.4,1.4,0.176,3.3,0.661,0.76,0.1,1.2,23,14,1.8,0.7,0.1,0.8,1.2,2.5,0.553,0.572,0.609
Timothe Luwawu-Cabarrot,2017-18,22,PHI,6.3,1.8,1,16.7,1.3,0.1,2.2,0.3,5.8,0.48,0.718,0.3,0.9,30,1,2.2,3.3,1,0.9,0.4,1.4,0.377,0.463,0.494
Tobias Harris,2017-18,25,DET,18.1,5.3,1.7,32.7,2.3,0.2,1.8,0.45,14.5,0.468,0.857,0.7,1,33,33,6.7,6.1,2.7,2,0.9,4.4,0.46,0.554,0.582
Tomas Satoransky,2017-18,26,WAS,5.2,2.6,2.7,17.1,1.4,0,1.5,0.367,4,0.541,0.595,0.4,0.5,26,0,2,1.2,0.4,0.8,0.8,1.8,0.49,0.543,0.561
Tony Allen,2017-18,36,NOP,4.7,2.1,0.4,12.4,1,0.1,2.2,0.333,4.1,0.506,0.524,0.5,0.9,22,0,2,0.5,0.2,0.5,0.9,1.2,0.484,0.505,0.514
Tony Bradley,2017-18,20,UTA,1,1.4,0.1,3.5,0.3,0,0.1,0,1.4,0.3,1,0,0,8,0,0.4,0.1,0,0.3,0.5,0.9,0.273,0.273,0.337
Tony Parker,2017-18,35,SAS,9.3,2.1,4.4,20.3,1.6,0.1,0.5,0.333,7.8,0.54,0.579,0.4,1.6,12,12,4.1,0.5,0.2,0.9,0.2,1.9,0.527,0.538,0.548
Tony Snell,2017-18,26,MIL,8.3,2.2,1.6,31.1,0.9,0.4,1.6,0.44,6.1,0.585,0.696,0.6,0.5,27,24,3,3.7,1.6,0.6,0.1,2.1,0.497,0.63,0.64
Torrey Craig,2017-18,27,DEN,4.9,3.4,1.3,18.5,1.4,0.4,2,0.333,3.4,0.667,0.818,0.4,0.8,8,3,1.5,2.3,0.8,1.1,0.5,2.9,0.444,0.556,0.612
Treveon Graham,2017-18,24,CHO,5,2.1,1.1,17,1,0,1.9,0.432,4,0.438,0.762,0.5,0.5,21,0,1.8,1.8,0.8,0.8,0.7,1.4,0.435,0.529,0.562
Trevor Ariza,2017-18,32,HOU,12.2,4.8,1.7,35.9,1.3,0.2,1.9,0.382,9.6,0.579,0.9,1.6,0.9,30,30,4.2,7.1,2.7,1.2,0.6,4.2,0.434,0.575,0.6
Trevor Booker,2017-18,30,,9.3,6.3,1.9,20.5,2.3,0.4,2,0.214,7.3,0.551,0.639,0.5,1.5,26,5,3.8,0.5,0.1,1.5,2.3,3.9,0.526,0.534,0.558
Trey Lyles,2017-18,22,DEN,9.2,4.4,0.9,18.1,1.6,0.3,1.2,0.463,6.5,0.571,0.714,0.4,0.7,30,1,3.4,2.7,1.3,1.2,0.8,3.5,0.526,0.624,0.643
Tristan Thompson,2017-18,26,CLE,4.1,4.8,0.3,17.7,1.3,0.3,1.5,,2.9,0.568,0.55,0.3,0.5,15,5,1.7,0,0,0.7,1.5,3.3,0.568,0.568,0.578
Troy Daniels,2017-18,26,PHO,8.3,1.2,0.6,17.8,0.7,0.1,1.6,0.441,6.2,0.465,0.958,0.2,0.7,36,0,2.8,5,2.2,0.6,0.1,1.1,0.446,0.624,0.645
Troy Williams,2017-18,23,HOU,1.3,1,0.3,4.3,0.8,0,0.5,0,2.3,0.5,0.333,0.3,0.3,4,0,0.5,1.3,0,0.3,0.3,0.8,0.222,0.222,0.242
Tyler Cavanaugh,2017-18,23,ATL,5.2,3.4,1.1,14.3,0.6,0.1,1.8,0.358,4,0.667,0.769,0.3,0.4,22,1,2,2.4,0.9,0.5,1.1,2.3,0.483,0.59,0.607
Tyler Dorsey,2017-18,21,ATL,2.2,0.8,0.3,6.3,0.4,0.1,0.1,0.357,2,0.333,0.75,0.1,0.5,10,0,0.7,1.4,0.5,0.3,0.1,0.7,0.35,0.475,0.506
Tyler Ennis,2017-18,23,LAL,1.8,0.9,0.8,5.8,0.4,0.1,0.8,0,2,0.478,0.833,0.3,0.3,15,0,0.7,0.5,0,0.3,0.1,0.7,0.367,0.367,0.414
Tyler Johnson,2017-18,25,MIA,11.5,3.6,2.1,28.7,2.1,0.7,2.2,0.347,9.7,0.476,0.881,0.8,1.4,32,5,4,4.6,1.6,1.8,0.5,3.1,0.415,0.497,0.54
Tyler Lydon,2017-18,21,DEN,0,0,0,2,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,,,
Tyler Ulis,2017-18,22,PHO,7.8,1.9,4,23.6,1.7,0.1,1.5,0.283,7.7,0.416,0.803,0.9,2,35,23,3,1.7,0.5,1.4,0.3,1.6,0.387,0.418,0.463
Tyler Zeller,2017-18,28,BRK,8.2,5,0.7,18.9,1.8,0.4,1.9,0.333,5.9,0.609,0.66,0.3,1.2,26,18,3.4,0.6,0.2,1.2,1.6,3.4,0.582,0.598,0.616
Tyreke Evans,2017-18,28,MEM,19.4,5.1,4.4,30.8,3.8,0.4,1.9,0.409,15.1,0.499,0.815,1,1.9,34,15,7.1,5.2,2.1,3.1,0.8,4.3,0.468,0.538,0.577
Tyson Chandler,2017-18,35,PHO,6.8,9.4,1.2,25.3,2.1,0.7,2.7,,4.2,0.648,0.655,0.4,1.2,26,26,2.7,0,0,1.4,2.8,6.6,0.648,0.648,0.666
Tyus Jones,2017-18,21,MIN,4.1,1.8,2.6,16.6,0.9,0.1,1.1,0.419,3.1,0.508,0.833,1.1,0.6,35,3,1.5,1.2,0.5,0.7,0.2,1.6,0.472,0.556,0.598
Udonis Haslem,2017-18,37,MIA,0.3,0.7,0.4,5.9,0,0.1,0.3,0,0.4,0.5,,0,0.3,7,0,0.1,0.1,0,0,0.3,0.4,0.333,0.333,0.333
Vander Blue,2017-18,25,LAL,0.5,0.3,0.3,7,0,0,0.5,,0.8,0.333,,0,0.5,4,0,0.3,0,0,0,0,0.3,0.333,0.333,0.333
Victor Oladipo,2017-18,25,IND,24.9,5.3,3.9,34.4,5.5,1,2.4,0.423,18.4,0.519,0.79,1.8,3,33,33,8.9,6.5,2.7,4.3,0.5,4.8,0.485,0.559,0.599
Vince Carter,2017-18,41,SAC,3.9,1.6,1,14.6,0.3,0.6,1.4,0.333,3.9,0.462,0.429,0.6,0.4,21,2,1.5,2,0.7,0.1,0.2,1.4,0.395,0.481,0.482
Vince Hunter,2017-18,23,MEM,1.5,0.8,0,1.8,0,0.3,0,,1.3,0.6,,0,0.3,4,0,0.8,0,0,0,0.5,0.3,0.6,0.6,0.6
Wayne Ellington,2017-18,30,MIA,10.1,2.5,0.9,23,0.8,0.1,1,0.433,7.6,0.429,0.889,0.6,0.5,34,0,3.3,6.6,2.9,0.7,0.2,2.2,0.432,0.62,0.637
Wayne Selden,2017-18,23,MEM,3.5,1,2,9.5,1,0,0,0.5,2,0.5,1,0.5,1.5,2,0,1,1,0.5,1,0,1,0.5,0.625,0.717
Wesley Iwundu,2017-18,23,ORL,3.2,1.8,0.8,13.1,0.4,0.1,0.8,0.231,3.6,0.438,0.429,0.3,0.4,17,3,1.4,0.8,0.2,0.2,0.5,1.4,0.393,0.418,0.421
Wesley Johnson,2017-18,30,LAC,6.9,3.4,1.1,24.5,1.1,1.1,2.3,0.286,6.4,0.516,0.71,1.1,1,28,19,2.6,3,0.9,0.8,0.5,3,0.408,0.475,0.498
Wesley Matthews,2017-18,31,DAL,11.6,3.1,2.8,34.3,1.3,0.1,2.2,0.37,10.6,0.424,0.822,1.1,1.5,36,35,4.2,6,2.2,1,0.3,2.8,0.394,0.499,0.52
Will Barton,2017-18,27,DEN,14.9,5.1,3.8,31.3,2.8,0.6,2.1,0.376,12.1,0.508,0.726,1.1,1.7,34,8,5.5,5,1.9,2,0.9,4.3,0.454,0.532,0.559
Willie Cauley-Stein,2017-18,24,SAC,11.2,6.2,2.3,25.8,2.8,0.9,2.3,0.167,9.2,0.511,0.663,0.8,1.4,31,21,4.6,0.2,0,1.8,1.6,4.6,0.503,0.505,0.534
Willie Reed,2017-18,27,LAC,4.9,2.9,0.2,10,1.6,0.5,1.4,1,3,0.671,0.556,0.2,0.4,28,0,2,0,0,0.9,0.9,2,0.675,0.681,0.671
Willy Hernangomez,2017-18,23,NYK,5.3,3.4,0.9,10.6,1.1,0.4,1.7,0.25,4.3,0.6,0.313,0.3,1.3,15,0,2.5,0.3,0.1,0.3,1.3,2.1,0.578,0.586,0.563
Wilson Chandler,2017-18,30,DEN,10.1,5.4,2.2,31,1.9,0.3,2.1,0.327,8.7,0.482,0.847,0.5,1.4,31,31,3.7,3.5,1.1,1.6,1.4,4,0.421,0.485,0.527
Yogi Ferrell,2017-18,24,DAL,10.1,3.3,2.3,28.8,1.6,0.1,2.1,0.396,8.3,0.472,0.81,0.8,1.2,36,14,3.6,3.9,1.5,1.3,0.3,3,0.436,0.529,0.559
Zach Collins,2017-18,20,POR,3.7,2.9,0.7,12.9,0.7,0.5,2.2,0.353,3.9,0.4,0.417,0.2,0.9,17,1,1.5,1,0.4,0.3,0.8,2.1,0.388,0.433,0.436
Zach Randolph,2017-18,36,SAC,15.5,6.9,2.3,25.8,2.2,0.2,1.9,0.343,12.8,0.543,0.776,0.8,1.8,31,29,6.5,2.3,0.8,1.7,1.8,5.1,0.508,0.538,0.561
Zaza Pachulia,2017-18,33,GSW,5,4.7,1.6,14.3,1.2,0.2,1.7,,3.6,0.57,0.8,0.8,1.3,26,26,2,0,0,0.9,1.1,3.6,0.57,0.57,0.612
Zhou Qi,2017-18,22,HOU,1.3,0.9,0.1,4.9,0.6,0.5,0.7,0.167,1.6,0.222,0.875,0.2,0.3,13,0,0.3,0.9,0.2,0.5,0.2,0.8,0.19,0.238,0.347
