X,Y,Prob,Low,High,,,Descriptives...,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17.1,0,0.1491,0.1375,0.1616,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,1,0.1439,0.1325,0.1561,,,,,,,,,,,
17,1,0.1439,0.1325,0.1561,,,,,,,,,,,
17,1,0.1439,0.1325,0.1561,,,,,,,,,,,
17,1,0.1439,0.1325,0.1561,,,,,,,,,,,
17,1,0.1439,0.1325,0.1561,,,,,,,,,,,
17,1,0.1439,0.1325,0.1561,,,,,,,,,,,
17,1,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
17,0,0.1439,0.1325,0.1561,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,1,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,1,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,1,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,1,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,1,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,1,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,1,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.9,0,0.1389,0.1277,0.1508,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,1,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,1,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,1,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.8,0,0.1339,0.1231,0.1456,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,1,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,1,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,1,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,1,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,1,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,1,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,1,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.7,0,0.1292,0.1186,0.1406,,,,,,,,,,,
16.6,1,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,1,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,1,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,1,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.6,0,0.1246,0.1142,0.1357,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,1,0.1201,0.11,0.131,,,,,,,,,,,
16.5,1,0.1201,0.11,0.131,,,,,,,,,,,
16.5,1,0.1201,0.11,0.131,,,,,,,,,,,
16.5,1,0.1201,0.11,0.131,,,,,,,,,,,
16.5,1,0.1201,0.11,0.131,,,,,,,,,,,
16.5,1,0.1201,0.11,0.131,,,,,,,,,,,
16.5,1,0.1201,0.11,0.131,,,,,,,,,,,
16.5,1,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.5,0,0.1201,0.11,0.131,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,1,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,1,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,1,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.4,0,0.1157,0.1059,0.1264,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.3,0,0.1115,0.1019,0.1219,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,1,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,1,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,1,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.2,0,0.1075,0.0981,0.1176,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,1,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,1,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16.1,0,0.1035,0.0944,0.1135,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,1,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
16,0,0.0997,0.0908,0.1094,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,1,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,1,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,1,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,1,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.9,0,0.096,0.0873,0.1055,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,1,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,1,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,1,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,1,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
15.8,0,0.0925,0.0839,0.1018,,,,,,,,,,,
