STATION,STATION_NAME,ELEVATION,DATE,PRCP,TMAX,TMIN,TOBS,YEAR,MONTH,DAY,MEDIAN
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160415,0.2,33,19,24,2016,4,15,26
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160414,1.3,40,22,23,2016,4,14,31
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160413,0.4,44,34,39,2016,4,13,39
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160412,0,51,36,41,2016,4,12,43.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160411,0,48,35,40,2016,4,11,41.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160410,0,48,35,36,2016,4,10,41.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160409,0,48,37,37,2016,4,9,42.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160408,0,55,40,42,2016,4,8,47.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160407,0,54,38,44,2016,4,7,46
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160406,0.1,47,27,40,2016,4,6,37
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160405,0,38,27,30,2016,4,5,32.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160404,0,53,33,33,2016,4,4,43
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160403,0,50,34,40,2016,4,3,42
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160402,0,45,28,35,2016,4,2,36.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160401,0.5,42,22,29,2016,4,1,32
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160331,0.2,38,23,26,2016,3,31,30.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160330,0.2,33,18,25,2016,3,30,25.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160329,0.4,32,20,20,2016,3,29,26
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160328,0.3,34,26,27,2016,3,28,30
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160327,0,42,22,33,2016,3,27,32
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160326,0,34,15,24,2016,3,26,24.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160325,0,29,18,18,2016,3,25,23.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160324,0,36,23,27,2016,3,24,29.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160323,0.6,30,18,24,2016,3,23,24
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160322,0.7,38,19,19,2016,3,22,28.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160321,0,44,37,38,2016,3,21,40.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160320,0,50,33,43,2016,3,20,41.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160319,0,43,27,34,2016,3,19,35
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160318,0,33,20,31,2016,3,18,26.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160317,0,35,22,24,2016,3,17,28.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160316,0.3,32,18,28,2016,3,16,25
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160315,0.6,23,15,18,2016,3,15,19
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160314,0.4,32,17,17,2016,3,14,24.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160313,0.1,44,29,31,2016,3,13,36.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160312,0,44,32,33,2016,3,12,38
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160311,0,48,37,38,2016,3,11,42.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160310,0,51,28,42,2016,3,10,39.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160309,0.5,35,23,31,2016,3,9,29
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160308,0,40,20,26,2016,3,8,30
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160307,0.1,32,18,22,2016,3,7,25
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160306,1,39,23,23,2016,3,6,31
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160305,0,46,37,38,2016,3,5,41.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160304,0,49,35,38,2016,3,4,42
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160303,0,49,34,40,2016,3,3,41.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160302,0.1,41,30,35,2016,3,2,35.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160301,0.1,42,29,40,2016,3,1,35.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160229,0,34,28,29,2016,2,29,31
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160228,0,40,27,33,2016,2,28,33.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160227,0,48,28,30,2016,2,27,38
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160226,0,46,29,40,2016,2,26,37.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160225,0,43,27,30,2016,2,25,35
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160224,0,38,21,27,2016,2,24,29.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160223,0,31,11,22,2016,2,23,21
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160222,0.3,28,16,17,2016,2,22,22
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160221,0,40,25,26,2016,2,21,32.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160220,0,36,27,28,2016,2,20,31.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160219,0.1,39,23,35,2016,2,19,31
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160218,0.7,38,22,24,2016,2,18,30
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160217,0.1,48,31,32,2016,2,17,39.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160216,0,44,30,36,2016,2,16,37
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160215,0.6,37,29,31,2016,2,15,33
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160214,0.6,31,26,29,2016,2,14,28.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160213,0,41,28,30,2016,2,13,34.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160212,0,51,38,38,2016,2,12,44.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160211,0,49,34,38,2016,2,11,41.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160210,0,49,35,37,2016,2,10,42
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160209,0,51,35,41,2016,2,9,43
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160208,0,44,31,36,2016,2,8,37.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160207,0,35,24,33,2016,2,7,29.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160206,0,37,22,27,2016,2,6,29.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160205,0.1,27,15,23,2016,2,5,21
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160204,0.3,20,13,16,2016,2,4,16.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160203,0,21,4,15,2016,2,3,12.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160202,0.1,13,3,7,2016,2,2,8
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160201,0.3,17,6,6,2016,2,1,11.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160131,0.4,26,8,16,2016,1,31,17
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160130,1.1,34,13,13,2016,1,30,23.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160129,0.6,38,25,33,2016,1,29,31.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160128,0.2,44,27,29,2016,1,28,35.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160127,0,42,24,30,2016,1,27,33
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160126,0,33,10,25,2016,1,26,21.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160125,0.3,22,10,11,2016,1,25,16
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160124,0.7,23,16,16,2016,1,24,19.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160123,0.4,35,22,23,2016,1,23,28.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160122,0,42,30,31,2016,1,22,36
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160121,0,38,15,34,2016,1,21,26.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160120,0.6,27,13,17,2016,1,20,20
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160119,0.2,36,17,27,2016,1,19,26.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160118,0.4,35,18,18,2016,1,18,26.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160117,0.6,35,20,35,2016,1,17,27.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160116,0.4,27,15,23,2016,1,16,21
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160115,0.9,23,17,17,2016,1,15,20
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160114,0.1,24,13,19,2016,1,14,18.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160113,0,37,24,24,2016,1,13,30.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160112,0.1,35,20,29,2016,1,12,27.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160111,0,34,11,22,2016,1,11,22.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160110,0,27,7,14,2016,1,10,17
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160109,0.1,26,11,11,2016,1,9,18.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160108,0.3,24,17,17,2016,1,8,20.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160107,0.3,30,21,21,2016,1,7,25.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160106,0.1,31,24,24,2016,1,6,27.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160105,0.3,33,26,28,2016,1,5,29.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160104,0.1,35,26,29,2016,1,4,30.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160103,0,41,32,34,2016,1,3,36.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160102,0.1,35,15,34,2016,1,2,25
GHCND:USS0011J42S,Snowbird UT US,2938.3,20160101,0,20,14,17,2016,1,1,17
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151231,0.2,20,1,15,2015,12,31,10.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151230,0,17,3,3,2015,12,30,10
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151229,0,13,4,6,2015,12,29,8.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151228,0.1,24,11,11,2015,12,28,17.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151227,0,35,12,19,2015,12,27,23.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151226,0,15,3,15,2015,12,26,9
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151225,0.3,16,4,5,2015,12,25,10
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151224,0.4,18,9,13,2015,12,24,13.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151223,0.2,20,10,10,2015,12,23,15
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151222,0.9,27,17,17,2015,12,22,22
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151221,0.7,28,18,26,2015,12,21,23
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151220,0.6,28,21,21,2015,12,20,24.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151219,0.1,38,28,28,2015,12,19,33
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151218,0.1,38,25,36,2015,12,18,31.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151217,0,25,4,25,2015,12,17,14.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151216,0.7,17,9,11,2015,12,16,13
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151215,0.4,15,10,11,2015,12,15,12.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151214,0.5,24,14,14,2015,12,14,19
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151213,0.4,39,17,24,2015,12,13,28
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151212,0,24,13,17,2015,12,12,18.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151211,0.1,31,17,18,2015,12,11,24
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151210,0.4,41,21,21,2015,12,10,31
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151209,0,48,31,32,2015,12,9,39.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151208,0,40,34,38,2015,12,8,37
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151207,0,44,29,36,2015,12,7,36.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151206,0,42,33,34,2015,12,6,37.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151205,0.1,36,18,35,2015,12,5,27
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151204,0,39,21,22,2015,12,4,30
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151203,0.1,45,28,39,2015,12,3,36.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151202,0,40,24,30,2015,12,2,32
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151201,0.4,28,10,25,2015,12,1,19
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151130,0,20,7,12,2015,11,30,13.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151129,0,17,5,8,2015,11,29,11
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151128,0.1,18,7,9,2015,11,28,12.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151127,0,22,10,10,2015,11,27,16
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151126,0,22,11,13,2015,11,26,16.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151125,0.2,34,16,16,2015,11,25,25
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151124,0,39,30,33,2015,11,24,34.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151123,0,47,34,35,2015,11,23,40.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151122,0.1,48,29,37,2015,11,22,38.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151121,0.1,35,17,31,2015,11,21,26
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151120,0.3,34,17,20,2015,11,20,25.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151119,0.1,36,26,33,2015,11,19,31
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151118,0,30,25,26,2015,11,18,27.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151117,0,27,14,25,2015,11,17,20.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151116,0.7,27,16,17,2015,11,16,21.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151115,0.4,40,26,26,2015,11,15,33
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151114,0,50,35,36,2015,11,14,42.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151113,0,44,25,37,2015,11,13,34.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151112,0,33,20,25,2015,11,12,26.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151111,0.4,26,17,20,2015,11,11,21.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151110,0.7,29,18,19,2015,11,10,23.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151109,0,38,23,24,2015,11,9,30.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151108,0,42,33,35,2015,11,8,37.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151107,0,44,19,38,2015,11,7,31.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151106,0,24,17,19,2015,11,6,20.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151105,0,25,18,20,2015,11,5,21.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151104,0.4,30,20,20,2015,11,4,25
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151103,0.4,43,25,25,2015,11,3,34
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151102,0,50,38,43,2015,11,2,44
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151101,0,50,37,40,2015,11,1,43.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151031,0,45,34,44,2015,10,31,39.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151030,0,39,28,35,2015,10,30,33.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151029,0.4,33,28,29,2015,10,29,30.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151028,0,44,32,32,2015,10,28,38
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151027,0,40,31,34,2015,10,27,35.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151026,0,47,39,40,2015,10,26,43
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151025,0,47,42,42,2015,10,25,44.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151024,0,50,36,43,2015,10,24,43
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151023,0.2,44,34,36,2015,10,23,39
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151022,0,43,35,36,2015,10,22,39
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151021,0,43,38,40,2015,10,21,40.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151020,0,42,34,39,2015,10,20,38
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151019,0.1,45,36,37,2015,10,19,40.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151018,0.5,54,38,42,2015,10,18,46
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151017,0.6,52,42,44,2015,10,17,47
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151016,0,61,49,50,2015,10,16,55
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151015,0,60,49,53,2015,10,15,54.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151014,0.1,60,49,51,2015,10,14,54.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151013,0.1,60,50,53,2015,10,13,55
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151012,0,58,45,53,2015,10,12,51.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151011,0,55,46,50,2015,10,11,50.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151010,0,61,50,51,2015,10,10,55.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151009,0,60,45,52,2015,10,9,52.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151008,0,55,44,47,2015,10,8,49.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151007,0,52,41,48,2015,10,7,46.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151006,0,47,41,42,2015,10,6,44
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151005,0,52,43,43,2015,10,5,47.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151004,0.1,50,41,47,2015,10,4,45.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151003,0.6,45,37,43,2015,10,3,41
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151002,0.6,50,37,40,2015,10,2,43.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20151001,0.3,65,48,49,2015,10,1,56.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150930,0,63,53,57,2015,9,30,58
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150929,0,63,53,58,2015,9,29,58
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150928,0,64,54,56,2015,9,28,59
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150927,0,64,55,58,2015,9,27,59.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150926,0,67,58,59,2015,9,26,62.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150925,0,68,57,58,2015,9,25,62.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150924,0,67,54,59,2015,9,24,60.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150923,0,64,53,55,2015,9,23,58.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150922,0,67,53,56,2015,9,22,60
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150921,0,66,51,55,2015,9,21,58.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150920,0,61,45,53,2015,9,20,53
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150919,0,55,40,47,2015,9,19,47.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150918,0,48,34,42,2015,9,18,41
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150917,0,48,36,39,2015,9,17,42
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150916,1.9,48,34,36,2015,9,16,41
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150915,1.3,49,38,47,2015,9,15,43.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150914,0.6,58,45,49,2015,9,14,51.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150913,0,69,55,55,2015,9,13,62
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150912,0,69,55,56,2015,9,12,62
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150911,0.1,67,53,57,2015,9,11,60
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150910,0,66,53,57,2015,9,10,59.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150909,0,65,49,55,2015,9,9,57
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150908,0,61,47,51,2015,9,8,54
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150907,0,58,46,49,2015,9,7,52
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150906,0,56,38,54,2015,9,6,47
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150905,0.1,56,39,40,2015,9,5,47.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150904,0,64,50,53,2015,9,4,57
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150903,0,64,53,54,2015,9,3,58.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150902,0,66,54,57,2015,9,2,60
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150901,0,67,56,57,2015,9,1,61.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150831,0,64,51,58,2015,8,31,57.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150830,0.1,67,50,54,2015,8,30,58.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150829,0,72,60,62,2015,8,29,66
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150828,0,69,54,60,2015,8,28,61.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150827,0,66,49,56,2015,8,27,57.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150826,0.9,60,50,50,2015,8,26,55
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150825,0,76,59,60,2015,8,25,67.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150824,0,75,60,64,2015,8,24,67.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150823,0,70,54,62,2015,8,23,62
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150822,0,64,52,56,2015,8,22,58
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150821,0,70,58,58,2015,8,21,64
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150820,0,66,54,60,2015,8,20,60
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150819,0,63,47,56,2015,8,19,55
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150818,0,59,49,50,2015,8,18,54
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150817,0,65,54,55,2015,8,17,59.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150816,0,67,58,60,2015,8,16,62.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150815,0,71,60,63,2015,8,15,65.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150814,0,73,59,62,2015,8,14,66
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150813,0,71,55,62,2015,8,13,63
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150812,0,67,53,58,2015,8,12,60
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150811,0,67,55,55,2015,8,11,61
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150810,0,71,56,60,2015,8,10,63.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150809,0,65,47,58,2015,8,9,56
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150808,0,56,46,49,2015,8,8,51
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150807,0.6,62,44,46,2015,8,7,53
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150806,0,67,51,60,2015,8,6,59
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150805,0,67,51,53,2015,8,5,59
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150804,0,69,51,62,2015,8,4,60
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150803,1.5,54,45,52,2015,8,3,49.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150802,0,72,50,50,2015,8,2,61
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150801,0,72,57,61,2015,8,1,64.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150731,0,71,55,61,2015,7,31,63
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150730,0,70,52,60,2015,7,30,61
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150729,0,67,47,54,2015,7,29,57
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150728,0,59,41,47,2015,7,28,50
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150727,0,61,44,45,2015,7,27,52.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150726,0,72,58,61,2015,7,26,65
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150725,0,69,52,62,2015,7,25,60.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150724,0,68,51,58,2015,7,24,59.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150723,0,67,49,57,2015,7,23,58
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150722,0,64,49,57,2015,7,22,56.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150721,0.3,64,48,54,2015,7,21,56
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150720,0,60,46,51,2015,7,20,53
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150719,0,63,48,53,2015,7,19,55.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150718,0,61,44,49,2015,7,18,52.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150717,0,65,52,52,2015,7,17,58.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150716,0,70,54,60,2015,7,16,62
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150715,0,67,53,56,2015,7,15,60
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150714,0,69,54,54,2015,7,14,61.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150713,0,68,55,58,2015,7,13,61.5
GHCND:USS0011J42S,Snowbird UT US,2938.3,20150712,0,66,50,57,2015,7,12,58
