Player,Season,Age,Points,Rebounds,Assists,Minutes,FTA,Blocks,Fouls,3p%,FGA,2p%,FG,ft%,Steals,Turnovers,All Star
Derrick Rose,2011-12,23,21.8,3.4,7.9,35.3,6.1,0.7,1.3,0.312,17.8,0.475,7.7,0.812,0.9,3.1,1
Derrick Rose,2013-14,25,15.9,3.2,4.3,31.1,3.2,0.1,1.5,0.34,16.4,0.359,5.8,0.844,0.5,3.4,0
Derrick Rose,2014-15,26,17.7,3.2,4.9,30,3.7,0.3,1.2,0.28,16.4,0.465,6.6,0.813,0.7,3.2,0
Derrick Rose,2015-16,27,15.4,3.3,4.5,32.1,2.6,0.3,1.5,0.258,15.6,0.436,6.4,0.79,0.6,2.6,0
Derrick Williams,2011-12,20,8.8,4.7,0.6,21.5,3,0.5,1.4,0.268,7.5,0.467,3.1,0.697,0.5,1.2,0
Derrick Williams,2012-13,21,12,5.5,0.6,24.6,3.5,0.5,1.6,0.332,10.1,0.463,4.3,0.706,0.6,1.3,0
Derrick Williams,2013-14,22,8,4.1,0.7,23.3,3.3,0.3,1.5,0.263,6.2,0.47,2.6,0.718,0.6,1,0
Derrick Williams,2014-15,23,8.3,2.7,0.7,19.8,2.6,0.1,0.9,0.314,6.6,0.511,2.9,0.684,0.5,0.8,0
Derrick Williams,2015-16,24,9.3,3.8,0.9,17.4,3.5,0.1,0.9,0.232,7.2,0.506,3.1,0.766,0.4,0.6,0
Devin Booker,2015-16,19,10.3,2,1.5,22.1,2.3,0.1,2.5,0.418,7.9,0.491,3.7,0.812,0.5,1.3,0
Devin Ebanks,2010-11,21,3.1,1.4,0.1,5.9,1.2,0.3,0.4,0.4,2.6,0.413,1.1,0.783,0.2,0.3,0
Devin Ebanks,2011-12,22,4,2.3,0.5,16.5,1.5,0.3,1.1,0,3.7,0.463,1.5,0.657,0.5,0.8,0
Devin Ebanks,2012-13,23,3.4,2.2,0.5,10.4,0.7,0.1,1.2,0.273,3.8,0.353,1.3,0.786,0.2,0.6,0
Devin Harris,2004-05,21,5.7,1.3,2.2,15.4,1.4,0.3,1.8,0.336,4.8,0.481,2.1,0.757,1,1.1,0
Devin Harris,2005-06,22,9.9,2.2,3.2,22.8,4.2,0.3,2.2,0.238,7.2,0.482,3.4,0.716,0.9,1.5,0
Devin Harris,2006-07,23,10.2,2.5,3.7,26,3.3,0.3,3,0.28,7.4,0.512,3.7,0.824,1.2,1.8,0
Devin Harris,2007-08,24,14.8,2.7,5.8,31.6,4.7,0.2,3,0.335,10.8,0.504,5,0.824,1.4,2.5,0
Devin Harris,2008-09,25,21.3,3.3,6.9,36.1,8.8,0.2,2.4,0.291,15.1,0.477,6.6,0.82,1.7,3.1,1
Devin Harris,2009-10,26,16.9,3.2,6.6,34.7,6,0.3,2.8,0.276,13.8,0.444,5.6,0.798,1.2,2.8,0
Devin Harris,2010-11,27,15.2,2.4,7.1,31.7,5.7,0.1,2.3,0.322,11.5,0.45,4.8,0.833,1,2.9,0
Devin Harris,2011-12,28,11.3,1.8,5,27.6,3.3,0.2,2.2,0.362,8.6,0.498,3.8,0.746,1,1.9,0
Devin Harris,2012-13,29,9.9,2,3.4,24.5,2.7,0.2,1.8,0.335,7.6,0.549,3.3,0.727,1.1,1.5,0
Devin Harris,2013-14,30,7.9,2.1,4.5,20.5,2.9,0.1,1.8,0.307,6.4,0.425,2.4,0.8,0.7,1.5,0
Devin Harris,2014-15,31,8.8,1.8,3.1,22.2,2.1,0.2,1.9,0.357,6.9,0.481,2.9,0.815,1,1.1,0
Devin Harris,2015-16,32,7.4,2.1,2.1,19.6,2.2,0.2,2,0.337,5.7,0.531,2.6,0.682,1,1,0
Devyn Marble,2014-15,22,2.3,1.9,1.1,13,1,0.1,0.9,0.182,2.8,0.455,0.9,0.313,0.6,0.6,0
Devyn Marble,2015-16,23,0.3,0.4,0,2.5,0.1,0,0.3,0,0.8,0.25,0.1,0,0.1,0.1,0
Dewayne Dedmon,2013-14,24,3.1,4.1,0.2,12.6,1,0.7,2.1,,2.7,0.458,1.2,0.656,0.2,0.6,0
Dewayne Dedmon,2014-15,25,3.7,5,0.2,14.3,1.1,0.8,2.4,0,2.7,0.565,1.5,0.531,0.3,0.9,0
Dewayne Dedmon,2015-16,26,3.1,3.1,0.1,10.8,1.1,0.9,1.9,,2.3,0.5,1.2,0.697,0.3,0.5,0
Didier Ilunga-Mbenga,2004-05,24,1,0.5,0,3.9,0.3,0.3,0.9,,0.9,0.429,0.4,0.75,0,0.3,0
Didier Ilunga-Mbenga,2005-06,25,1.7,1.3,0,5.5,0.5,0.6,1.1,0,1.4,0.542,0.7,0.5,0.1,0.4,0
Didier Ilunga-Mbenga,2006-07,26,0.8,0.5,0.3,3.8,0.4,0.2,0.8,,0.8,0.313,0.2,0.875,0.1,0.2,0
Didier Ilunga-Mbenga,2007-08,27,2,1.7,0.2,7.8,0.3,0.6,1.7,,2,0.464,0.9,0.417,0.2,0.3,0
Didier Ilunga-Mbenga,2008-09,28,2.7,1.3,0.4,7.9,0.3,1,1.4,0,2.5,0.482,1.2,0.875,0.4,0.6,0
Didier Ilunga-Mbenga,2009-10,29,2.1,1.8,0.2,7.2,0.4,0.6,1.1,,2.1,0.466,1,0.474,0.1,0.3,0
Didier Ilunga-Mbenga,2010-11,30,1.4,2.1,0.1,8,0.4,0.7,1.3,,1.2,0.469,0.6,0.722,0.1,0.5,0
Dion Waiters,2012-13,21,14.7,2.4,3,28.8,3.5,0.3,1.9,0.31,13.4,0.446,5.5,0.746,1,2,0
Dion Waiters,2013-14,22,15.9,2.8,3,29.6,3.4,0.2,2.2,0.368,14.2,0.455,6.1,0.685,0.9,2.2,0
Dion Waiters,2014-15,23,11.8,2.4,2,27.6,2.2,0.3,1.9,0.297,11.8,0.431,4.7,0.68,1.1,1.4,0
Dion Waiters,2015-16,24,10,2.9,1.9,27.8,1.9,0.2,1.9,0.369,9.4,0.42,3.8,0.731,0.9,1.5,0
Dionte Christmas,2013-14,27,2.3,1.2,0.3,6.4,0.8,0.1,0.6,0.29,2,0.419,0.7,0.75,0.1,0.2,0
Dirk Nowitzki,1998-99,20,8.2,3.4,1,20.4,2.7,0.6,2.2,0.206,7.1,0.455,2.9,0.773,0.6,1.6,0
Dirk Nowitzki,1999-00,21,17.5,6.5,2.5,35.8,4.2,0.8,3.1,0.379,13.6,0.491,6.3,0.83,0.8,1.7,0
Dirk Nowitzki,2000-01,22,21.8,9.2,2.1,38.1,6.6,1.2,3,0.387,15.2,0.513,7.2,0.838,1,1.9,0
Dirk Nowitzki,2001-02,23,23.4,9.9,2.4,38,6.8,1,2.9,0.397,16.6,0.508,7.9,0.853,1.1,1.9,1
Dirk Nowitzki,2002-03,24,25.1,9.9,3,39,6.9,1,2.6,0.379,18.6,0.493,8.6,0.881,1.4,1.9,1
Dirk Nowitzki,2003-04,25,21.8,8.7,2.7,37.9,5.5,1.4,2.8,0.341,17,0.496,7.9,0.877,1.2,1.8,1
Dirk Nowitzki,2004-05,26,26.1,9.7,3.1,38.7,9.1,1.5,2.8,0.399,18.5,0.47,8.5,0.869,1.2,2.3,1
Dirk Nowitzki,2005-06,27,26.6,9,2.8,38.1,7.4,1,2,0.406,19.3,0.496,9.3,0.901,0.7,1.9,1
Dirk Nowitzki,2006-07,28,24.6,8.9,3.4,36.2,7.1,0.8,2.2,0.416,17.2,0.515,8.6,0.904,0.7,2.1,1
Dirk Nowitzki,2007-08,29,23.6,8.6,3.5,36,7.1,0.9,2.6,0.359,17.1,0.504,8.2,0.879,0.7,2.1,1
Dirk Nowitzki,2008-09,30,25.9,8.4,2.4,37.7,6.7,0.8,2.2,0.359,20,0.493,9.6,0.89,0.8,1.9,1
Dirk Nowitzki,2009-10,31,25,7.7,2.7,37.5,7.2,1,2.6,0.421,18.5,0.487,8.9,0.915,0.9,1.8,1
Dirk Nowitzki,2010-11,32,23,7,2.6,34.3,6.1,0.6,2.4,0.393,16.2,0.538,8.4,0.892,0.5,1.9,1
Dirk Nowitzki,2011-12,33,21.6,6.7,2.2,33.5,5.7,0.5,2.1,0.368,16.7,0.481,7.6,0.896,0.7,1.9,1
Dirk Nowitzki,2012-13,34,17.3,6.8,2.5,31.3,3.6,0.7,1.8,0.414,13.7,0.487,6.5,0.86,0.7,1.3,0
Dirk Nowitzki,2013-14,35,21.7,6.2,2.7,32.9,4.7,0.6,2.1,0.398,15.9,0.532,7.9,0.899,0.9,1.5,1
Dirk Nowitzki,2014-15,36,17.3,5.9,1.9,29.6,3.8,0.4,2.1,0.38,13.8,0.486,6.3,0.882,0.5,1.1,1
Dirk Nowitzki,2015-16,37,17.5,6.6,1.7,30.7,3.5,0.7,1.8,0.392,14.1,0.471,6.3,0.905,0.7,1,0
Dominic McGuire,2007-08,22,1.3,2,0.6,9.9,0.5,0.4,1.1,0.167,1.5,0.392,0.6,0.438,0.3,0.6,0
Dominic McGuire,2008-09,23,4.5,5.4,2.5,26.2,1.3,0.9,1.9,0.5,4.1,0.431,1.8,0.725,0.8,1.2,0
Dominic McGuire,2009-10,24,0.7,1.5,0.2,6,0.1,0.1,0.7,,1,0.365,0.4,0,0.1,0.3,0
Dominic McGuire,2010-11,25,3.3,3.8,0.8,14.6,0.8,0.6,1.8,0,3.5,0.4,1.4,0.769,0.2,0.5,0
Dominic McGuire,2011-12,26,3.5,3.8,1.7,17.6,0.8,0.6,1.6,0,3.3,0.456,1.5,0.736,0.7,0.9,0
Dominic McGuire,2012-13,27,2,3,0.8,14.9,0.4,0.4,1.5,,2.2,0.429,0.9,0.3,0.5,0.5,0
Donald Sloan,2011-12,24,5.5,2,3.2,20.3,0.9,0.1,1.1,0.08,6,0.445,2.4,0.767,0.4,1.5,0
Donald Sloan,2012-13,25,3.5,1.2,1.7,11.4,1.1,0,0.7,0.368,3.4,0.339,1.2,0.8,0.2,0.6,0
Donald Sloan,2013-14,26,2.3,0.9,1,8.2,0.4,0,0.4,0.238,2.4,0.453,0.9,0.6,0.2,0.5,0
Donald Sloan,2014-15,27,7.4,2.7,3.6,20.9,1.5,0,0.9,0.313,6.7,0.464,2.7,0.779,0.4,1.2,0
Donald Sloan,2015-16,28,5.3,2.7,4,18.7,1.2,0,0.9,0.444,4.5,0.421,1.9,0.722,0.4,1.4,0
Donatas Motiejunas,2012-13,22,5.7,2.1,0.7,12.2,1.2,0.2,1.7,0.289,4.8,0.562,2.2,0.627,0.2,0.8,0
Donatas Motiejunas,2013-14,23,5.5,3.6,0.5,15.4,1.5,0.3,2.1,0.25,4.8,0.519,2.1,0.604,0.3,0.8,0
Donatas Motiejunas,2014-15,24,12,5.9,1.8,28.7,2.3,0.5,2.9,0.368,9.9,0.536,5,0.602,0.8,1.7,0
Donatas Motiejunas,2015-16,25,5.6,2.1,1,13.4,1,0.1,1.8,0.412,4.4,0.533,2.2,0.643,0.4,1.8,0
Donte Greene,2008-09,20,3.8,1.6,0.5,13.2,0.6,0.3,1.2,0.26,4.3,0.375,1.4,0.853,0.3,0.7,0
Donte Greene,2009-10,21,8.5,3.1,0.9,21.4,1.8,0.7,2,0.377,7.3,0.473,3.2,0.643,0.5,1.2,0
Donte Greene,2010-11,22,5.8,2.1,0.7,16.3,0.9,0.3,1.3,0.292,5.6,0.478,2.3,0.662,0.5,0.9,0
Donte Greene,2011-12,23,5.4,2.5,0.6,14.7,1,0.5,1.3,0.238,5,0.516,2,0.8,0.3,0.6,0
Dorell Wright,2004-05,19,2.3,0.3,1,9,0.3,0,0.7,0,3.7,0.429,1,1,1.3,1,0
Dorell Wright,2005-06,20,2.9,1.6,0.4,6.6,0.9,0.1,0.6,0.5,2.2,0.459,1,0.882,0.2,0.7,0
Dorell Wright,2006-07,21,6,4.1,1.4,19.6,1.3,0.7,1.7,0.147,5.5,0.476,2.5,0.744,0.6,1,0
Dorell Wright,2007-08,22,7.9,5,1.4,25.1,1.6,0.9,1.8,0.364,6.7,0.493,3.3,0.826,0.7,0.7,0
Dorell Wright,2008-09,23,3,3.3,0.3,12.2,1,0,1.3,,3.3,0.4,1.3,0.333,0.3,1,0
Dorell Wright,2009-10,24,7.1,3.3,1.3,20.8,1,0.4,1.3,0.389,5.8,0.508,2.7,0.884,0.7,0.7,0
Dorell Wright,2010-11,25,16.4,5.3,3,38.4,2.8,0.8,2.1,0.376,14,0.462,5.9,0.789,1.5,1.6,0
Dorell Wright,2011-12,26,10.3,4.6,1.5,27,1.6,0.4,1.6,0.36,8.6,0.5,3.6,0.816,1,0.8,0
Dorell Wright,2012-13,27,9.2,3.8,1.9,22.6,1.8,0.4,1.2,0.374,7.6,0.429,3,0.851,0.8,0.8,0
Dorell Wright,2013-14,28,5,2.8,0.9,14.5,1,0.2,0.9,0.342,4.4,0.442,1.6,0.754,0.3,0.6,0
Dorell Wright,2014-15,29,4.6,2.3,0.9,12.3,0.9,0.2,1.1,0.38,4,0.378,1.5,0.81,0.4,0.4,0
Doron Lamb,2012-13,21,3.3,1,0.7,12.3,0.7,0,1.1,0.378,3.5,0.365,1.3,0.588,0.3,0.6,0
Doron Lamb,2013-14,22,3.6,0.9,0.8,13.1,0.7,0,1,0.4,3,0.386,1.2,0.806,0.2,0.5,0
Doug McDermott,2014-15,23,3,1.2,0.2,8.9,0.4,0,0.8,0.317,3,0.455,1.2,0.667,0.1,0.5,0
Doug McDermott,2015-16,24,7.7,2.3,0.7,21.7,0.4,0.1,1.5,0.431,7.1,0.425,3,0.842,0.2,0.8,0
Draymond Green,2012-13,22,2.9,3.3,0.7,13.4,0.7,0.3,2,0.209,3.3,0.368,1.1,0.818,0.5,0.6,0
Draymond Green,2013-14,23,6.2,5,1.9,21.9,1.5,0.9,2.8,0.333,5.6,0.449,2.3,0.667,1.2,1.1,0
Draymond Green,2014-15,24,11.7,8.2,3.7,31.5,2.5,1.3,3.2,0.337,9.7,0.523,4.3,0.66,1.6,1.7,0
Draymond Green,2015-16,25,14.6,9.5,7.3,34.2,4,1.3,2.9,0.421,10.7,0.519,5.2,0.672,1.4,3,0
Drew Gooden,2002-03,21,12.5,6.5,1.2,26.8,3,0.5,2.5,0.292,11.1,0.468,5.1,0.712,0.8,2.1,0
Drew Gooden,2003-04,22,11.6,6.5,1.1,27,3.3,0.9,2.5,0.214,10.5,0.457,4.7,0.637,0.8,1.6,0
Drew Gooden,2004-05,23,14.4,9.2,1.6,30.8,3.8,0.9,2.8,0.179,11.5,0.502,5.7,0.81,0.9,1.6,0
Drew Gooden,2005-06,24,10.7,8.4,0.7,27.5,3.3,0.6,2.4,0.333,8.3,0.513,4.2,0.682,0.7,1.3,0
Drew Gooden,2006-07,25,11.1,8.5,1.1,28,2.5,0.4,2.6,0.167,9.8,0.476,4.6,0.714,0.9,1.4,0
Drew Gooden,2007-08,26,12,8.6,1.2,30.8,3.1,0.8,2.9,0,10.7,0.452,4.8,0.753,0.7,1.8,0
Drew Gooden,2008-09,27,11.9,7.1,0.9,24.8,3.1,0.4,2.8,0,9.9,0.472,4.6,0.84,0.6,1.5,0
Drew Gooden,2009-10,28,10.9,7.7,0.7,25.1,3.1,0.8,2.8,0.125,8.6,0.483,4.1,0.861,0.6,1.5,0
Drew Gooden,2010-11,29,11.3,6.8,1.3,24.6,2.9,0.5,2.8,0.15,10.3,0.447,4.5,0.794,0.6,1.3,0
Drew Gooden,2011-12,30,13.7,6.5,2.6,26.2,3.7,0.6,2,0.291,11.7,0.45,5.1,0.846,0.8,1.9,0
Drew Gooden,2012-13,31,3.3,1.9,0.4,9.4,1,0.4,1.3,0.2,3.8,0.339,1.3,0.688,0.3,0.6,0
Drew Gooden,2013-14,32,8.3,5.2,0.7,18,1.2,0.3,2.4,0.412,6.5,0.548,3.5,0.889,0.5,0.8,0
Drew Gooden,2014-15,33,5.4,4.4,1,16.9,0.9,0.2,1.8,0.39,5.4,0.401,2.2,0.773,0.4,0.5,0
Drew Gooden,2015-16,34,3.5,3.8,0.6,13.6,0.6,0.4,1.4,0.241,4.1,0.39,1.4,0.7,0.4,0.7,0
Drew Gordon,2014-15,24,1.9,2,0.2,7.9,0.2,0,0.8,0,2.1,0.5,0.9,0.5,0.1,0.9,0
Dwight Buycks,2013-14,24,3.1,1.6,0.7,10.4,0.6,0,0.8,0.294,3.4,0.323,1.1,0.889,0.6,0.7,0
Dwight Buycks,2014-15,25,8.7,2,2.3,20.5,1.7,0,0.5,0.636,6.7,0.379,3,0.9,0.5,2,0
Dwight Howard,2004-05,19,12,10,0.9,32.6,5,1.7,2.8,0,8.3,0.521,4.3,0.671,0.9,2,0
Dwight Howard,2005-06,20,15.8,12.5,1.5,36.8,7.3,1.4,3.4,0,10.7,0.532,5.7,0.595,0.8,2.6,0
Dwight Howard,2006-07,21,17.6,12.3,1.9,36.9,8.1,1.9,3,0.5,10.6,0.603,6.4,0.586,0.9,3.9,1
Dwight Howard,2007-08,22,20.7,14.2,1.3,37.7,10.9,2.1,3.3,0,11.9,0.601,7.1,0.59,0.9,3.2,1
Dwight Howard,2008-09,23,20.6,13.8,1.4,35.7,10.7,2.9,3.4,0,12.4,0.573,7.1,0.594,1,3,1
Dwight Howard,2009-10,24,18.3,13.2,1.8,34.7,10,2.8,3.5,0,10.2,0.617,6.2,0.592,0.9,3.3,1
Dwight Howard,2010-11,25,22.9,14.1,1.4,37.6,11.7,2.4,3.3,0,13.4,0.597,7.9,0.596,1.4,3.6,1
Dwight Howard,2011-12,26,20.6,14.5,1.9,38.3,10.6,2.1,2.9,0,13.4,0.579,7.7,0.491,1.5,3.2,1
Dwight Howard,2012-13,27,17.1,12.4,1.4,35.8,9.5,2.4,3.8,0.167,10.7,0.581,6.2,0.492,1.1,3,1
Dwight Howard,2013-14,28,18.3,12.2,1.8,33.7,9,1.8,3.4,0.286,11.3,0.594,6.7,0.547,0.8,3.2,1
Dwight Howard,2014-15,29,15.8,10.5,1.2,29.8,6.6,1.3,3.3,0.5,10.3,0.594,6.1,0.528,0.7,2.8,0
Dwight Howard,2015-16,30,14.4,11.8,1.5,31.9,7.1,1.6,3.1,0,8.6,0.611,5.2,0.551,1,2.4,0
Dwyane Wade,2003-04,22,16.2,4,4.5,34.9,5.1,0.6,2.3,0.302,13.1,0.477,6.1,0.747,1.4,3.2,0
Dwyane Wade,2004-05,23,24.1,5.2,6.8,38.6,9.9,1.1,3,0.289,17.1,0.485,8.2,0.762,1.6,4.2,1
Dwyane Wade,2005-06,24,27.2,5.7,6.7,38.6,10.7,0.8,2.9,0.171,18.8,0.513,9.3,0.783,1.9,3.6,1
Dwyane Wade,2006-07,25,27.4,4.7,7.5,37.9,10.5,1.2,2.3,0.266,18.9,0.511,9.3,0.807,2.1,4.2,1
Dwyane Wade,2007-08,26,24.6,4.2,6.9,38.3,9.2,0.7,2.7,0.286,18.4,0.485,8.6,0.758,1.7,4.4,1
Dwyane Wade,2008-09,27,30.2,5,7.5,38.6,9.8,1.3,2.3,0.317,22,0.524,10.8,0.765,2.2,3.4,1
Dwyane Wade,2009-10,28,26.6,4.8,6.5,36.3,9.1,1.1,2.4,0.3,19.6,0.509,9.3,0.761,1.8,3.3,1
Dwyane Wade,2010-11,29,25.5,6.4,4.6,37.1,8.6,1.1,2.6,0.306,18.2,0.534,9.1,0.758,1.5,3.1,1
Dwyane Wade,2011-12,30,22.1,4.8,4.6,33.2,6.1,1.3,2.2,0.268,17.1,0.513,8.5,0.791,1.7,2.6,1
Dwyane Wade,2012-13,31,21.2,5,5.1,34.7,6.2,0.8,2,0.258,15.8,0.537,8.2,0.725,1.9,2.8,1
Dwyane Wade,2013-14,32,19,4.5,4.7,32.9,4.8,0.5,2,0.281,14.1,0.557,7.7,0.733,1.5,3,1
Dwyane Wade,2014-15,33,21.5,3.5,4.8,31.8,6,0.3,1.7,0.284,17.5,0.489,8.2,0.768,1.2,3.4,1
Dwyane Wade,2015-16,34,18.7,4.1,4.7,30.2,5.3,0.6,1.4,0.226,15.8,0.468,7.2,0.77,1,2.7,0
E'Twaun Moore,2011-12,22,2.9,0.9,0.9,8.7,0.2,0.1,0.9,0.378,3,0.382,1.1,1,0.3,0.6,0
E'Twaun Moore,2012-13,23,7.8,2.2,2.7,22.4,0.8,0.3,1.6,0.34,8,0.424,3.2,0.797,0.7,1.4,0
E'Twaun Moore,2013-14,24,6.3,1.7,1.4,19.1,0.9,0.2,1.3,0.354,5.8,0.468,2.5,0.765,0.8,0.7,0
E'Twaun Moore,2014-15,25,2.7,0.8,0.6,9,0.4,0.1,0.8,0.342,2.5,0.485,1.1,0.6,0.4,0.3,0
E'Twaun Moore,2015-16,26,5.1,1.6,0.9,16.5,0.6,0.2,1.3,0.35,4.6,0.512,2.2,0.636,0.5,0.6,0
Earl Barron,2005-06,24,1.6,1.3,0,5.6,0.5,0,1.3,,2,0.313,0.6,0.75,0,0.6,0
Earl Barron,2006-07,25,2.3,1.5,0.2,7.3,0.6,0.1,0.8,0,3,0.293,0.9,0.944,0.2,0.4,0
Earl Barron,2007-08,26,7.1,4.3,0.6,19.3,1.9,0.2,2.5,0.077,7.1,0.417,2.9,0.701,0.4,1,0
Earl Barron,2009-10,28,11.7,11,1.1,33.1,4.1,0.6,3.4,,9.7,0.441,4.3,0.759,0.6,1.6,0
Earl Barron,2010-11,29,3.8,3.6,0.5,14.5,1.1,0.3,2.2,,4.7,0.323,1.5,0.625,0.4,0.8,0
Earl Barron,2011-12,30,2,0.5,0,4.5,0,0,2.5,,2,0.5,1,,0,0,0
Earl Barron,2012-13,31,3.3,5.1,0.4,13.3,0.6,0.5,2,,4.3,0.353,1.5,0.429,0.4,0.9,0
Earl Barron,2014-15,33,2,1.8,0.3,8.9,0.8,0.1,1.6,0.5,2.4,0.286,0.8,0.5,0.3,0.3,0
Earl Clark,2009-10,22,2.7,1.2,0.4,7.5,0.7,0.3,0.5,0.4,3,0.37,1.1,0.722,0.1,0.5,0
Earl Clark,2010-11,23,3.9,2.4,0.2,11,1.1,0.4,1.1,0,3.8,0.444,1.6,0.574,0.2,0.7,0
Earl Clark,2011-12,24,2.7,2.8,0.4,12.4,0.6,0.7,1.6,,3.1,0.367,1.1,0.724,0.3,0.6,0
Earl Clark,2012-13,25,7.3,5.5,1.1,23.1,1.3,0.7,1.7,0.337,6.5,0.479,2.9,0.697,0.6,1.1,0
Earl Clark,2013-14,26,4.8,2.6,0.3,14.2,0.6,0.5,1.2,0.336,4.8,0.403,1.8,0.647,0.3,0.6,0
Earl Clark,2014-15,27,2.7,2.3,0.3,9.3,0.4,0.4,1.2,0.286,3,0.438,1.1,0.25,0.3,0.6,0
Ed Davis,2010-11,21,7.7,7.1,0.6,24.6,2,1,2.8,,5.7,0.576,3.3,0.555,0.6,0.7,0
Ed Davis,2011-12,22,6.3,6.6,0.9,23.2,1.6,1,2.4,0,5.1,0.515,2.6,0.67,0.6,1,0
Ed Davis,2012-13,23,7.7,5.7,0.8,20.1,2.1,1,2.4,,6,0.539,3.2,0.617,0.5,0.8,0
Ed Davis,2013-14,24,5.7,4.1,0.4,15.2,1.4,0.7,1.8,,4.6,0.534,2.5,0.528,0.3,0.6,0
Ed Davis,2014-15,25,8.3,7.6,1.2,23.3,2.4,1.2,2.6,,5.9,0.601,3.6,0.487,0.6,0.7,0
Ed Davis,2015-16,26,6.8,7.1,1.1,21.3,2.8,0.7,2.5,,4.3,0.622,2.7,0.544,0.6,0.7,0
Ekpe Udoh,2010-11,23,4.1,3.1,0.7,17.8,1.1,1.5,2.5,,3.8,0.437,1.7,0.656,0.4,0.8,0
Ekpe Udoh,2011-12,24,5.6,4.2,0.9,21.1,1.9,1.7,2.9,0,4.8,0.433,2.1,0.754,0.7,0.9,0
Ekpe Udoh,2012-13,25,4.3,3.3,0.6,17.3,1.6,1.1,1.8,0,3.5,0.437,1.5,0.748,0.5,0.6,0
Ekpe Udoh,2013-14,26,3.4,3.5,0.7,19.1,1.1,1,2.3,,3.4,0.399,1.4,0.638,0.4,0.9,0
Ekpe Udoh,2014-15,27,0.9,0.8,0.2,3.9,0.3,0.2,0.6,,0.7,0.458,0.3,0.778,0.2,0.2,0
Elias Harris,2013-14,24,0,0.5,0.5,5.5,0,0,0,,0.5,0,0,,0.5,0,0
Elijah Millsap,2014-15,27,5.3,3.2,1.2,19.7,1.8,0.3,2.6,0.311,5.1,0.358,1.7,0.674,1.2,1.4,0
Elijah Millsap,2015-16,28,1.8,1.8,1,8.7,0.9,0.2,1.7,0.083,2,0.37,0.6,0.722,0.4,0.5,0
Elliot Williams,2011-12,22,3.7,0.8,0.3,6.2,0.8,0.1,0.8,0.296,3.1,0.617,1.5,0.333,0.3,0.2,0
Elliot Williams,2013-14,24,6,1.9,1.1,17.3,1.8,0,1.9,0.296,5,0.486,2.1,0.731,0.5,1,0
Elliot Williams,2014-15,25,2.8,0.6,0.9,9.2,0.3,0,0.9,0.444,2.8,0.316,1.1,0.25,0.3,0.3,0
Elliot Williams,2015-16,26,1.6,0.8,0.8,9,0.8,0,0.4,0.25,2,0.167,0.4,0.75,0,0.2,0
Elton Brand,1999-00,20,20.1,10,1.9,37,6.6,1.6,3.2,0,16.1,0.483,7.8,0.685,0.8,2.8,0
Elton Brand,2000-01,21,20.1,10.1,3.2,39.3,6.4,1.6,3.3,0,16.4,0.477,7.8,0.708,1,3,0
Elton Brand,2001-02,22,18.2,11.6,2.4,37.8,6.6,2,3.2,,12.6,0.527,6.7,0.742,1,2.2,1
Elton Brand,2002-03,23,18.5,11.3,2.5,39.6,5.7,2.5,3.3,0,14.5,0.502,7.3,0.685,1.1,2.6,0
Elton Brand,2003-04,24,20,10.3,3.3,38.7,7.7,2.2,3.3,0,14.2,0.493,7,0.773,0.9,2.8,0
Elton Brand,2004-05,25,20,9.5,2.6,37,6,2.1,3,0,15.4,0.504,7.8,0.752,0.8,2.3,0
Elton Brand,2005-06,26,24.7,10,2.6,39.2,7.2,2.5,2.9,0.333,18.2,0.527,9.6,0.775,1,2.2,1
Elton Brand,2006-07,27,20.5,9.3,2.9,38.5,5.8,2.2,3,1,15.1,0.532,8.1,0.761,1,2.5,0
Elton Brand,2007-08,28,17.6,8,2,34.3,5.9,1.9,2.6,,14.3,0.456,6.5,0.787,0.4,2.1,0
Elton Brand,2008-09,29,13.8,8.8,1.3,31.7,3.7,1.6,2.7,,12.6,0.447,5.6,0.676,0.6,2.3,0
Elton Brand,2009-10,30,13.1,6.1,1.4,30.2,3.1,1.1,3.1,0,11.3,0.481,5.4,0.738,1.1,1.7,0
Elton Brand,2010-11,31,15,8.3,1.5,34.7,3.4,1.3,3,0,12.1,0.512,6.2,0.78,1.1,1.2,0
Elton Brand,2011-12,32,11,7.2,1.6,28.9,1.9,1.6,2.9,0,9.7,0.495,4.8,0.733,1,1.1,0
Elton Brand,2012-13,33,7.2,6,1,21.2,1.3,1.3,2.7,0,6.6,0.474,3.1,0.71,0.7,0.8,0
Elton Brand,2013-14,34,5.7,4.9,1,19.4,1.3,1.2,2.6,0,4.5,0.542,2.5,0.649,0.5,0.8,0
Elton Brand,2014-15,35,2.7,2.8,0.6,13.5,0.6,0.7,1.5,0,2.6,0.447,1.2,0.522,0.5,0.5,0
Emmanuel Mudiay,2015-16,19,11.1,3.3,5.7,29.6,3.2,0.6,2.1,0.265,12.3,0.355,4.1,0.661,1,3.7,0
Enes Kanter,2011-12,19,4.6,4.2,0.1,13.2,1.6,0.3,1.3,0,3.6,0.498,1.8,0.667,0.3,0.8,0
Enes Kanter,2012-13,20,7.2,4.3,0.4,15.4,1.7,0.5,1.7,1,5.4,0.542,2.9,0.795,0.4,1.4,0
Enes Kanter,2013-14,21,12.3,7.5,0.9,26.7,2.6,0.5,2.9,0,10.7,0.492,5.2,0.73,0.4,1.8,0
