Player,Season,Age,Points,Rebounds,Assists,Minutes,FTA,Blocks,Fouls,3p%,FGA,2p%,FG,ft%,Steals,Turnovers,All Star
A.J. Price,2009-10,23,7.3,1.6,1.9,15.4,1.3,0.1,0.9,0.345,6.3,0.472,2.6,0.8,0.6,1.1,0
A.J. Price,2010-11,24,6.5,1.4,2.2,15.9,1.6,0,1.2,0.275,6.4,0.427,2.3,0.667,0.6,1.1,0
A.J. Price,2011-12,25,3.9,1.4,2,12.9,0.8,0,0.7,0.295,4,0.384,1.3,0.8,0.5,0.7,0
A.J. Price,2012-13,26,7.7,2,3.6,22.4,1.1,0.1,1.3,0.35,7.2,0.427,2.8,0.79,0.6,1.1,0
A.J. Price,2013-14,27,1.6,0.4,0.5,3.5,0.1,0,0.2,0.273,1.6,0.542,0.7,0,0,0.3,0
A.J. Price,2014-15,28,5.1,1.2,1.8,12.5,0.9,0,0.6,0.263,5.3,0.45,2,0.667,0.3,0.5,0
Aaron Brooks,2007-08,23,5.2,1.1,1.7,11.9,1,0.1,1.4,0.33,4.4,0.491,1.8,0.857,0.3,0.9,0
Aaron Brooks,2008-09,24,11.2,2,3,25,2.2,0.1,1.9,0.366,9.8,0.428,4,0.866,0.6,1.6,0
Aaron Brooks,2009-10,25,19.6,2.6,5.3,35.6,3.6,0.2,2.4,0.398,16.2,0.454,7,0.822,0.8,2.8,0
Aaron Brooks,2010-11,26,10.7,1.3,3.9,21.8,2.4,0.1,1.9,0.297,9.9,0.427,3.7,0.886,0.6,1.7,0
Aaron Brooks,2012-13,28,7.1,1.5,2.2,18.8,1,0.2,1.8,0.373,6,0.511,2.7,0.769,0.6,1.3,0
Aaron Brooks,2013-14,29,9,1.9,3.2,21.6,1.3,0.2,2,0.387,8.1,0.411,3.2,0.874,0.7,1.6,0
Aaron Brooks,2014-15,30,11.6,2,3.2,23,2.1,0.2,2.3,0.387,10,0.442,4.2,0.833,0.7,1.9,0
Aaron Brooks,2015-16,31,7.5,1.8,2.4,16.2,0.9,0.2,2.1,0.367,6.9,0.435,2.8,0.824,0.4,1,0
Aaron Gordon,2014-15,19,5.2,3.6,0.7,17,1.3,0.5,1.8,0.271,4.4,0.5,2,0.721,0.4,0.8,0
Aaron Gordon,2015-16,20,7.8,5.7,1.3,21,2.2,0.7,1.8,0.328,6,0.543,2.9,0.673,0.5,0.9,0
Aaron Harrison,2015-16,21,0.5,0.6,0,4.2,0.5,0,0.2,0.333,0.8,0.143,0.2,0.333,0.3,0.2,0
Adonis Thomas,2013-14,20,2.3,0.5,0.5,6.2,0.2,0,1,0.2,2.3,0.556,1,1,0,0.2,0
Al Horford,2007-08,21,10.1,9.7,1.5,31.4,2.6,0.9,3.3,0,8.2,0.502,4.1,0.731,0.7,1.7,0
Al Horford,2008-09,22,11.5,9.3,2.4,33.5,3.1,1.4,2.8,0,8.9,0.526,4.7,0.727,0.8,1.5,0
Al Horford,2009-10,23,14.2,9.9,2.3,35.1,3.3,1.1,2.8,1,10.5,0.551,5.8,0.789,0.7,1.5,1
Al Horford,2010-11,24,15.3,9.3,3.5,35.1,2.4,1,2.5,0.5,12,0.557,6.7,0.798,0.8,1.5,1
Al Horford,2011-12,25,12.4,7,2.2,31.6,2.7,1.3,1.9,0,9.4,0.559,5.2,0.733,0.9,1.5,0
Al Horford,2012-13,26,17.4,10.2,3.2,37.2,2.8,1.1,2.2,0.5,14.3,0.544,7.8,0.644,1.1,2,0
Al Horford,2013-14,27,18.6,8.4,2.6,33,2.9,1.5,1.9,0.364,14.5,0.572,8.2,0.682,0.9,2.2,0
Al Horford,2014-15,28,15.2,7.2,3.2,30.5,1.9,1.3,1.6,0.306,12.7,0.547,6.8,0.759,0.9,1.3,1
Al Horford,2015-16,29,15.1,7,3,31.5,1.6,1.5,2,0.34,12.8,0.551,6.4,0.768,0.8,1.4,0
Al Jefferson,2004-05,20,6.7,4.4,0.3,14.8,1.9,0.8,2.7,0,5.2,0.533,2.7,0.63,0.3,0.9,0
Al Jefferson,2005-06,21,7.9,5.1,0.5,18,2.3,0.8,2.8,0,6.4,0.504,3.2,0.642,0.5,1.1,0
Al Jefferson,2006-07,22,16,11,1.3,33.6,4.3,1.5,3.4,0,12.8,0.514,6.6,0.681,0.7,2,0
Al Jefferson,2007-08,23,21,11.1,1.4,35.6,4.8,1.5,2.7,0,17.6,0.502,8.8,0.721,0.9,2,0
Al Jefferson,2008-09,24,23.1,11,1.6,36.7,5,1.7,2.8,0,19.5,0.499,9.7,0.738,0.8,1.8,0
Al Jefferson,2009-10,25,17.1,9.3,1.8,32.4,3.5,1.3,2.7,0,14.8,0.5,7.4,0.68,0.8,1.8,0
Al Jefferson,2010-11,26,18.6,9.7,1.8,35.9,3.5,1.9,2.9,,16.1,0.496,8,0.761,0.6,1.3,0
Al Jefferson,2011-12,27,19.2,9.6,2.2,34,2.9,1.7,2.5,0.25,17.2,0.493,8.5,0.774,0.8,1,0
Al Jefferson,2012-13,28,17.8,9.2,2.1,33.1,2.8,1.1,2.2,0.118,15.8,0.5,7.8,0.77,1,1.3,0
Al Jefferson,2013-14,29,21.8,10.8,2.1,35,3.8,1.1,2.4,0.2,18.8,0.512,9.6,0.69,0.9,1.7,0
Al Jefferson,2014-15,30,16.6,8.4,1.7,30.6,2.5,1.3,2.1,0.4,15.5,0.482,7.5,0.655,0.7,1,0
Al Jefferson,2015-16,31,12.5,6.1,1.6,25.2,2.2,1.1,2.4,,11.7,0.482,5.6,0.571,0.7,0.7,0
Al-Farouq Aminu,2010-11,20,5.6,3.3,0.7,17.9,1.5,0.3,1.5,0.315,5,0.437,2,0.773,0.7,1.3,0
Al-Farouq Aminu,2011-12,21,6,4.7,1,22.4,1.7,0.5,2.1,0.277,5.5,0.431,2.3,0.754,0.9,1.4,0
Al-Farouq Aminu,2012-13,22,7.3,7.7,1.4,27.2,1.8,0.7,2,0.211,6.2,0.486,3,0.737,1.2,1.5,0
Al-Farouq Aminu,2013-14,23,7.2,6.2,1.4,25.6,1.7,0.5,1.8,0.271,6.2,0.496,2.9,0.664,1,1.1,0
Al-Farouq Aminu,2014-15,24,5.6,4.6,0.8,18.5,1.6,0.8,1.9,0.274,4.8,0.485,2,0.712,0.9,0.7,0
Al-Farouq Aminu,2015-16,25,10.6,6.5,1.5,29.1,2,0.7,2.3,0.352,9.2,0.462,3.8,0.725,0.9,1.7,0
Alan Anderson,2005-06,23,5.8,1.9,0.9,15.7,1.1,0.1,1.3,0.414,5,0.415,2.1,0.805,0.3,0.9,0
Alan Anderson,2006-07,24,5.8,1.9,1.2,15.1,1.4,0,1.9,0.25,4.8,0.525,2.2,0.826,0.4,1.3,0
Alan Anderson,2011-12,29,9.6,2,1.5,27.1,2,0.2,2.1,0.393,8.4,0.383,3.2,0.853,0.3,1.5,0
Alan Anderson,2012-13,30,10.7,2.3,1.6,23,2.3,0.1,2,0.333,9.5,0.426,3.6,0.857,0.7,1.2,0
Alan Anderson,2013-14,31,7.2,2.2,1,22.7,1.5,0.1,1.9,0.339,6.2,0.464,2.5,0.78,0.6,0.8,0
Alan Anderson,2014-15,32,7.4,2.8,1.1,23.6,1.4,0.1,2,0.348,5.9,0.53,2.6,0.812,0.8,0.8,0
Alec Burks,2011-12,20,7.2,2.2,0.9,15.9,2.4,0.1,1.4,0.333,6.1,0.442,2.6,0.727,0.5,0.9,0
Alec Burks,2012-13,21,7,2.3,1.4,17.8,2,0.2,1.8,0.359,6.1,0.439,2.5,0.713,0.5,1.2,0
Alec Burks,2013-14,22,14,3.3,2.7,28.1,4.8,0.2,2.4,0.35,10.7,0.48,4.9,0.748,0.9,1.9,0
Alec Burks,2014-15,23,13.9,4.2,3,33.3,4.8,0.2,2.4,0.382,11.1,0.409,4.5,0.822,0.6,1.9,0
Alec Burks,2015-16,24,14.3,3.6,2.1,27.1,5,0.1,2.5,0.387,11.6,0.416,4.8,0.752,0.6,1.8,0
Alex Kirk,2014-15,23,0.8,0.2,0.2,2.8,0.4,0,0.2,,0.8,0.25,0.2,1,0,0,0
Alex Len,2013-14,20,2,2.4,0.1,8.6,0.7,0.4,1.6,,1.9,0.423,0.8,0.645,0.1,0.6,0
Alex Len,2014-15,21,6.3,6.6,0.5,22,1.5,1.5,3.1,0.333,5.1,0.509,2.6,0.702,0.5,1.1,0
Alex Len,2015-16,22,6.7,6,0.9,19.4,2.2,0.9,2.5,0.25,5.7,0.458,2.6,0.725,0.5,1.4,0
Alexey Shved,2012-13,24,8.6,2.3,3.7,23.9,1.9,0.4,1.5,0.295,8.2,0.435,3.1,0.72,0.7,1.9,0
Alexey Shved,2013-14,25,4,1.3,1.1,10.5,1.4,0.3,0.6,0.294,3.8,0.341,1.2,0.756,0.4,0.8,0
Alexey Shved,2014-15,26,10.3,2.4,2.5,18.3,3.6,0.1,1.1,0.338,8,0.439,3.2,0.807,0.7,1.1,0
Alexis Ajinca,2008-09,20,2.3,1,0.1,5.9,0.9,0.2,1.1,0,2.2,0.373,0.8,0.714,0.2,0.4,0
Alexis Ajinca,2009-10,21,1.7,0.7,0,5,0.2,0.2,0.8,,1.7,0.5,0.8,0,0.2,0.3,0
Alexis Ajinca,2010-11,22,4.2,2.3,0.3,10,0.5,0.6,2.1,0.353,3.9,0.475,1.7,0.722,0.3,0.5,0
Alexis Ajinca,2013-14,25,5.9,4.9,0.7,17,1.2,0.8,3.3,0,4.4,0.548,2.4,0.836,0.4,1.1,0
Alexis Ajinca,2014-15,26,6.5,4.6,0.7,14.1,1.5,0.8,2.2,,4.8,0.55,2.7,0.818,0.3,1,0
Alexis Ajinca,2015-16,27,4.7,4.1,0.5,12.1,0.6,0.5,2.2,0,4,0.524,2.1,0.905,0.3,0.6,0
Allen Crabbe,2013-14,21,2.2,0.6,0.4,6.7,0.3,0.1,0.7,0.429,2.2,0.316,0.8,0.75,0.1,0.2,0
Allen Crabbe,2014-15,22,3.3,1.4,0.8,13.4,0.3,0.3,1.5,0.353,3,0.485,1.2,0.75,0.4,0.3,0
Allen Crabbe,2015-16,23,11.2,2.7,1.2,26.1,1.3,0.1,2.6,0.378,9.2,0.535,4.3,0.857,0.8,0.9,0
Amar'e Stoudemire,2002-03,20,13.5,8.8,1,31.3,5.9,1.1,3.3,0.2,10.1,0.476,4.8,0.661,0.8,2.3,0
Amar'e Stoudemire,2003-04,21,20.6,9,1.4,36.8,7.9,1.6,3.4,0.2,15.7,0.477,7.5,0.713,1.2,3.2,0
Amar'e Stoudemire,2004-05,22,26,8.9,1.6,36.1,9.9,1.6,3.5,0.188,16.7,0.564,9.3,0.733,1,2.4,1
Amar'e Stoudemire,2005-06,23,8.7,5.3,0.7,16.7,3,1,1.3,0,9,0.346,3,0.889,0.3,0.3,0
Amar'e Stoudemire,2006-07,24,20.4,9.6,1,32.8,7.1,1.3,3.6,0,12.9,0.577,7.4,0.781,1,2.8,1
Amar'e Stoudemire,2007-08,25,25.2,9.1,1.5,33.9,8.7,2.1,3.7,0.161,15.3,0.601,9,0.805,0.8,2.2,1
Amar'e Stoudemire,2008-09,26,21.4,8.1,2,36.8,7.3,1.1,3.1,0.429,14.1,0.54,7.6,0.835,0.9,2.8,1
Amar'e Stoudemire,2009-10,27,23.1,8.9,1,34.6,7.7,1,3.4,0.167,15.4,0.559,8.6,0.771,0.6,2.6,1
Amar'e Stoudemire,2010-11,28,25.3,8.2,2.6,36.8,7.7,1.9,3.5,0.435,19,0.503,9.5,0.792,0.9,3.2,1
Amar'e Stoudemire,2011-12,29,17.5,7.8,1.1,32.8,5.2,1,2.9,0.238,13.9,0.491,6.7,0.765,0.8,2.4,0
Amar'e Stoudemire,2012-13,30,14.2,5,0.4,23.5,4.5,0.7,3.1,,9.2,0.577,5.3,0.808,0.3,1.7,0
Amar'e Stoudemire,2013-14,31,11.9,4.9,0.5,22.6,3.1,0.6,2.4,,8.6,0.557,4.8,0.739,0.4,1.4,0
Amar'e Stoudemire,2014-15,32,11.5,5.6,0.8,21.1,3.2,0.6,2.7,0,8.3,0.562,4.6,0.72,0.5,1.3,0
Amar'e Stoudemire,2015-16,33,5.6,4.1,0.6,14,1.4,0.5,1.2,,4.3,0.533,2.3,0.759,0.4,1,0
Amir Johnson,2005-06,18,6.7,1.3,1,13,1.3,0.7,2.3,0.667,3.3,0.714,2.3,1,0,1.3,0
Amir Johnson,2006-07,19,5.9,4.6,0.4,15.5,1.8,1.6,2.4,0,4.1,0.6,2.3,0.786,0.6,1.1,0
Amir Johnson,2007-08,20,3.6,3.8,0.5,12.3,0.9,1.3,2.3,,2.7,0.558,1.5,0.673,0.4,0.6,0
Amir Johnson,2008-09,21,3.5,3.7,0.3,14.7,0.6,1,2.8,,2.6,0.595,1.6,0.657,0.3,0.5,0
Amir Johnson,2009-10,22,6.2,4.8,0.6,17.7,1.8,0.8,3.1,0,4.1,0.63,2.5,0.638,0.5,0.8,0
Amir Johnson,2010-11,23,9.6,6.4,1.1,25.7,2.2,1.2,3.7,0,6.9,0.569,3.9,0.788,0.7,1,0
Amir Johnson,2011-12,24,7.1,6.4,1.2,24.3,1.3,1.1,3.3,0.4,5.3,0.579,3.1,0.69,0.5,1.5,0
Amir Johnson,2012-13,25,10,7.5,1.5,28.7,2.3,1.4,3.7,0.385,7.5,0.558,4.1,0.727,1,1.4,0
Amir Johnson,2013-14,26,10.4,6.6,1.5,28.8,1.9,1.1,3.5,0.303,7.9,0.593,4.5,0.636,0.7,1.6,0
Amir Johnson,2014-15,27,9.3,6.1,1.6,26.4,1.7,0.8,3,0.413,6.9,0.59,4,0.612,0.6,1.5,0
Amir Johnson,2015-16,28,7.8,6.5,1.7,23.7,1.6,1.1,2.8,0.265,5.8,0.629,3.4,0.553,0.7,1.1,0
Anderson Varejao,2004-05,22,4.9,4.8,0.5,16,2.4,0.7,2.3,0,3.6,0.518,1.8,0.535,0.8,0.5,0
Anderson Varejao,2005-06,23,4.6,4.9,0.4,15.8,2.5,0.4,2.5,0,3.1,0.53,1.6,0.513,0.6,0.6,0
Anderson Varejao,2006-07,24,6.8,6.7,0.9,23.9,3.3,0.6,3.3,0,5,0.487,2.4,0.616,0.9,0.8,0
Anderson Varejao,2007-08,25,6.7,8.3,1.1,27.5,1.7,0.5,2.8,0,6.1,0.464,2.8,0.598,0.8,1.2,0
Anderson Varejao,2008-09,26,8.6,7.2,1,28.5,3.1,0.8,3,0,6.2,0.538,3.3,0.616,0.9,1,0
Anderson Varejao,2009-10,27,8.6,7.6,1.1,28.5,2.3,0.9,2.9,0.2,6.1,0.576,3.5,0.663,0.9,0.9,0
Anderson Varejao,2010-11,28,9.1,9.7,1.5,32.1,2.6,1.2,2.8,0,7,0.533,3.7,0.667,0.9,1.3,0
Anderson Varejao,2011-12,29,10.8,11.5,1.7,31.4,2.6,0.7,2.5,0,8.9,0.523,4.6,0.672,1.4,1.8,0
Anderson Varejao,2012-13,30,14.1,14.4,3.4,36,4.1,0.6,2.7,0,11.6,0.486,5.5,0.755,1.5,1.8,0
Anderson Varejao,2013-14,31,8.4,9.7,2.2,27.7,2.1,0.6,2.5,0,7.1,0.502,3.5,0.681,1.1,1.1,0
Anderson Varejao,2014-15,32,9.8,6.5,1.3,24.5,1.7,0.6,2.2,0,7.7,0.561,4.3,0.733,0.7,1.3,0
Anderson Varejao,2015-16,33,2.4,2.7,0.6,9.2,0.6,0.1,1,0,2.3,0.433,1,0.765,0.3,0.5,0
Andray Blatche,2005-06,19,2.2,1.3,0.3,6,0.4,0.2,1.2,0.231,2.3,0.426,0.9,0.833,0.2,0.4,0
Andray Blatche,2006-07,20,3.7,3.4,0.7,12.2,0.9,0.6,1.7,0.148,3.5,0.482,1.5,0.612,0.3,0.9,0
Andray Blatche,2007-08,21,7.5,5.2,1.1,20.4,1.9,1.4,3.1,0.231,6.5,0.48,3.1,0.695,0.6,1.4,0
Andray Blatche,2008-09,22,10,5.3,1.7,24,2.3,1,3,0.238,8.9,0.479,4.2,0.704,0.7,1.6,0
Andray Blatche,2009-10,23,14.1,6.3,2.1,27.9,2.9,0.9,2.7,0.295,12.3,0.487,5.9,0.744,1,2.2,0
Andray Blatche,2010-11,24,16.8,8.2,2.3,33.9,4.4,0.8,2.8,0.222,15,0.449,6.7,0.777,1.5,2.7,0
Andray Blatche,2011-12,25,8.5,5.8,1.1,24.1,1.9,0.7,2.1,0.286,9.4,0.382,3.6,0.673,0.8,1.4,0
Andray Blatche,2012-13,26,10.3,5.1,1,19,2.6,0.7,2,0.136,8.2,0.524,4.2,0.685,1,1.5,0
Andray Blatche,2013-14,27,11.2,5.3,1.5,22.2,3,0.5,2.3,0.278,9.2,0.494,4.4,0.742,1,1.5,0
Andre Dawkins,2014-15,23,0.8,0.5,0.3,5.5,0,0,0.8,0.167,1.5,,0.3,,0,0.3,0
Andre Drummond,2012-13,19,7.9,7.6,0.5,20.7,2.7,1.6,2.4,0.5,5.7,0.609,3.5,0.371,1,1,0
Andre Drummond,2013-14,20,13.5,13.2,0.4,32.3,4,1.6,3.4,0,9.5,0.625,5.9,0.418,1.2,1.4,0
Andre Drummond,2014-15,21,13.8,13.5,0.7,30.5,4.5,1.9,3.5,0,11.7,0.515,6,0.389,0.9,1.5,0
Andre Drummond,2015-16,22,17.3,15.1,0.8,33.7,7.8,1.5,3.1,0.333,13.9,0.525,7.3,0.346,1.7,2.1,0
Andre Iguodala,2004-05,21,9,5.7,3,32.8,2.6,0.6,2.5,0.331,6.7,0.55,3.3,0.743,1.7,1.7,0
Andre Iguodala,2005-06,22,12.3,5.9,3.1,37.6,4.3,0.3,2.4,0.354,8.4,0.543,4.2,0.754,1.6,1.9,0
Andre Iguodala,2006-07,23,18.2,5.7,5.7,40.3,7.3,0.4,2.6,0.31,13,0.472,5.8,0.82,2,3.4,0
Andre Iguodala,2007-08,24,19.9,5.4,4.8,39.5,6.2,0.6,2.3,0.329,15.6,0.496,7.1,0.721,2.1,2.6,0
Andre Iguodala,2008-09,25,18.8,5.7,5.3,39.9,6.4,0.4,1.9,0.307,14,0.521,6.6,0.724,1.6,2.7,0
Andre Iguodala,2009-10,26,17.1,6.5,5.8,38.9,5.2,0.7,1.8,0.31,13.7,0.492,6,0.733,1.7,2.7,0
Andre Iguodala,2010-11,27,14.1,5.8,6.3,36.9,4.5,0.6,1.6,0.337,11.3,0.479,5,0.693,1.5,2.1,0
Andre Iguodala,2011-12,28,12.4,6.1,5.5,35.6,3.2,0.5,1.5,0.394,10.2,0.481,4.6,0.617,1.7,1.9,1
Andre Iguodala,2012-13,29,13,5.3,5.4,34.7,3.4,0.7,1.6,0.317,11,0.515,5,0.574,1.7,2.6,0
Andre Iguodala,2013-14,30,9.3,4.7,4.2,32.4,2.1,0.3,1.6,0.354,7.3,0.558,3.5,0.652,1.5,1.6,0
Andre Iguodala,2014-15,31,7.8,3.3,3,26.9,1.5,0.3,1.3,0.349,6.4,0.553,3,0.596,1.2,1.1,0
Andre Iguodala,2015-16,32,7.5,4.3,3.5,27.3,1.3,0.3,1.6,0.386,5.7,0.577,2.9,0.651,1.2,1.2,0
Andre Miller,1999-00,23,11.1,3.4,5.8,25.5,3.6,0.2,2.4,0.204,9.2,0.466,4.1,0.774,1,2,0
Andre Miller,2000-01,24,15.8,4.4,8,34.7,5.5,0.3,2.8,0.266,12.2,0.465,5.5,0.833,1.5,3.2,0
Andre Miller,2001-02,25,16.5,4.7,10.9,37.3,5.5,0.4,2.8,0.253,12.9,0.472,5.9,0.817,1.6,3,0
Andre Miller,2002-03,26,13.6,4,6.7,36.4,4.9,0.1,2.5,0.213,11.6,0.432,4.7,0.795,1.2,2.6,0
Andre Miller,2003-04,27,14.8,4.5,6.1,34.6,5,0.3,2.4,0.185,11.5,0.477,5.2,0.832,1.7,2.6,0
Andre Miller,2004-05,28,13.6,4.1,6.9,34.8,3.7,0.1,2.5,0.154,10.9,0.492,5.2,0.838,1.5,2.7,0
Andre Miller,2005-06,29,13.7,4.3,8.2,35.8,5.2,0.2,2.6,0.185,10.6,0.472,4.9,0.738,1.3,3.1,0
Andre Miller,2006-07,30,13.4,4.4,7.8,37.1,3.5,0.1,2.3,0.143,11.4,0.479,5.3,0.784,1.4,2.8,0
Andre Miller,2007-08,31,17,4,6.9,36.8,4.1,0.1,2.2,0.088,14.1,0.504,6.9,0.772,1.3,2.5,0
Andre Miller,2008-09,32,16.3,4.5,6.5,36.3,5,0.2,2.4,0.283,12.7,0.483,6,0.826,1.3,2.4,0
Andre Miller,2009-10,33,14,3.2,5.4,30.5,4.8,0.1,2.1,0.2,11.1,0.469,4.9,0.821,1.1,2.1,0
Andre Miller,2010-11,34,12.7,3.7,7,32.7,3.6,0.1,2.1,0.108,10.4,0.476,4.8,0.853,1.4,2.4,0
Andre Miller,2011-12,35,9.7,3.3,6.7,27.4,2.6,0.1,2,0.217,8.4,0.478,3.7,0.811,1,2.7,0
Andre Miller,2012-13,36,9.6,2.9,5.9,26.2,2.4,0.1,1.9,0.266,7.7,0.504,3.7,0.84,0.9,2.1,0
Andre Miller,2013-14,37,4.9,2.2,3.4,16.9,1.3,0.2,1.3,0.524,4,0.452,1.8,0.779,0.6,1.1,0
Andre Miller,2014-15,38,4.4,1.9,3.5,15.5,1,0.1,1.3,0.206,3.6,0.539,1.8,0.753,0.4,1.3,0
Andre Miller,2015-16,39,3.6,1,2.2,10.6,0.8,0,1.3,0.5,2.3,0.633,1.5,0.778,0.4,1,0
Andre Roberson,2013-14,22,1.9,2.4,0.4,10,0.3,0.3,1.9,0.154,1.7,0.564,0.8,0.7,0.5,0.5,0
Andre Roberson,2014-15,23,3.4,3.8,1,19.2,0.7,0.4,2.1,0.247,3,0.612,1.4,0.479,0.8,0.7,0
Andre Roberson,2015-16,24,4.9,3.3,0.8,21.7,0.8,0.7,1.8,0.274,4.1,0.607,2,0.611,0.9,0.6,0
Andrea Bargnani,2006-07,21,11.6,3.9,0.8,25.1,2.2,0.8,2.8,0.373,9.6,0.468,4.1,0.824,0.5,1.6,0
Andrea Bargnani,2007-08,22,10.2,3.7,1.1,23.9,2.2,0.5,2.7,0.345,9.3,0.409,3.6,0.84,0.3,1.1,0
Andrea Bargnani,2008-09,23,15.4,5.3,1.2,31.4,3.4,1.2,3.1,0.409,12.3,0.468,5.5,0.831,0.4,1.7,0
Andrea Bargnani,2009-10,24,17.2,6.2,1.2,35,2.9,1.4,2.7,0.372,14.3,0.509,6.7,0.774,0.3,1.5,0
Andrea Bargnani,2010-11,25,21.4,5.2,1.8,35.7,5.3,0.7,2.4,0.345,17.8,0.472,8,0.82,0.5,2.3,0
Andrea Bargnani,2011-12,26,19.5,5.5,2,33.3,5.6,0.5,1.7,0.296,15.6,0.474,6.7,0.873,0.6,2.2,0
Andrea Bargnani,2012-13,27,12.7,3.7,1.1,28.7,2.2,0.7,1.8,0.309,12.2,0.436,4.9,0.844,0.6,1.5,0
Andrea Bargnani,2013-14,28,13.3,5.3,1.1,29.9,2.4,1.2,2.4,0.278,12,0.487,5.3,0.824,0.3,1.4,0
Andrea Bargnani,2014-15,29,14.8,4.4,1.6,27.1,3.7,0.9,1.8,0.366,12.4,0.466,5.7,0.813,0.1,1.4,0
Andrea Bargnani,2015-16,30,6.9,2.1,0.3,14,1.3,0.2,1.3,0.188,6.2,0.478,2.9,0.825,0.1,0.6,0
Andrew Bogut,2005-06,21,9.4,7,2.3,28.6,2.4,0.8,3.2,0,7.4,0.536,3.9,0.629,0.6,1.5,0
Andrew Bogut,2006-07,22,12.3,8.8,3,34.2,2.9,0.5,3.3,0.2,9.5,0.556,5.3,0.577,0.7,2.3,0
Andrew Bogut,2007-08,23,14.3,9.8,2.6,34.9,4.1,1.7,3.3,0,11.7,0.515,6,0.587,0.8,2.2,0
Andrew Bogut,2008-09,24,11.7,10.3,2,31.2,2.7,1,3.6,,8.8,0.577,5.1,0.571,0.6,2.4,0
Andrew Bogut,2009-10,25,15.9,10.2,1.8,32.3,3.4,2.5,3.2,0,13.2,0.521,6.9,0.629,0.6,1.9,0
Andrew Bogut,2010-11,26,12.8,11.1,2,35.3,3.3,2.6,3.3,0,11.4,0.497,5.6,0.442,0.7,1.9,0
Andrew Bogut,2011-12,27,11.3,8.3,2.6,30.3,1.9,2,3,0,11.3,0.452,5.1,0.609,1,2,0
Andrew Bogut,2012-13,28,5.8,7.7,2.1,24.6,1.2,1.7,2.7,1,5.8,0.448,2.6,0.5,0.6,1.1,0
Andrew Bogut,2013-14,29,7.3,10,1.7,26.4,1,1.8,3.1,,5.6,0.627,3.5,0.344,0.7,1.4,0
Andrew Bogut,2014-15,30,6.3,8.1,2.7,23.6,0.6,1.7,2.8,,5.3,0.563,3,0.524,0.6,1.6,0
Andrew Bogut,2015-16,31,5.5,7.5,2,20.7,0.7,1.6,3.1,,4.1,0.624,2.6,0.414,0.3,1.2,0
Andrew Bynum,2005-06,18,1.6,1.7,0.2,7.3,0.6,0.5,1.2,,1.8,0.402,0.7,0.296,0.1,0.4,0
Andrew Bynum,2006-07,19,7.8,5.9,1.1,21.9,2.6,1.6,3,0,5.4,0.561,3,0.668,0.1,1.4,0
Andrew Bynum,2007-08,20,13.1,10.2,1.7,28.8,3.4,2.1,2.8,,8.5,0.636,5.4,0.695,0.3,1.5,0
Andrew Bynum,2008-09,21,14.3,8,1.4,28.9,4.3,1.8,3.1,,10,0.56,5.6,0.707,0.4,1.7,0
Andrew Bynum,2009-10,22,15,8.3,1,30.4,4,1.4,3,0,10.6,0.571,6,0.739,0.5,1.8,0
Andrew Bynum,2010-11,23,11.3,9.4,1.4,27.8,3.9,2,2.6,,7.6,0.574,4.4,0.66,0.4,1.4,0
Andrew Bynum,2011-12,24,18.7,11.8,1.4,35.2,5.6,1.9,1.7,0.2,13.3,0.56,7.4,0.692,0.5,2.5,1
Andrew Bynum,2013-14,26,8.7,5.6,1.1,19.8,1.9,1.1,1.2,,8.7,0.418,3.6,0.755,0.2,1.3,0
Andrew Goudelock,2011-12,23,4.4,0.8,0.5,10.5,0.3,0,0.8,0.373,4.4,0.404,1.7,0.917,0.1,0.5,0
Andrew Goudelock,2012-13,24,0,1,0,6,0,0,0,,2,0,0,,0,0,0
Andrew Nicholson,2012-13,23,7.8,3.4,0.6,16.7,1.3,0.4,1.8,,6.5,0.527,3.4,0.798,0.3,1.1,0
Andrew Nicholson,2013-14,24,5.7,3.4,0.3,15.4,0.8,0.3,2,0.315,5.5,0.459,2.4,0.825,0.2,0.7,0
Andrew Nicholson,2014-15,25,4.9,2.1,0.6,12.3,0.6,0.3,1.3,0.317,4.8,0.47,2.1,0.6,0.2,0.6,0
Andrew Nicholson,2015-16,26,6.4,3.7,0.3,15.6,0.9,0.3,1.3,0.348,5.6,0.5,2.5,0.781,0.2,0.8,0
Andrew Wiggins,2014-15,19,16.9,4.6,2.1,36.2,5.7,0.6,2.3,0.31,13.9,0.453,6.1,0.76,1,2.2,0
Andrew Wiggins,2015-16,20,20.6,3.8,1.8,35.2,7.2,0.6,2.2,0.239,16.5,0.48,7.3,0.735,0.8,2.2,0
Andris Biedrins,2004-05,18,3.6,3.9,0.4,12.8,1.3,0.8,2.9,0,2.6,0.584,1.5,0.475,0.4,0.4,0
Andris Biedrins,2005-06,19,3.8,4.2,0.4,14.7,1.1,0.7,2.8,,2.7,0.638,1.7,0.306,0.3,0.5,0
Andris Biedrins,2006-07,20,9.5,9.3,1.1,29,2,1.7,3.7,,7.1,0.599,4.2,0.521,0.8,1.5,0
Andris Biedrins,2007-08,21,10.5,9.8,1,27.3,2.5,1.2,3.4,,7.1,0.626,4.5,0.62,0.7,1.1,0
Andris Biedrins,2008-09,22,11.9,11.2,2,30,3.5,1.5,3.8,0,8.6,0.579,5,0.551,1,1.8,0
