Player,Season,Age,Points,Rebounds,Assists,Minutes
Meyers Leonard,2013-14,21,2.5,2.8,0.5,8.9
Meyers Leonard,2014-15,22,5.9,4.5,0.6,15.4
Meyers Leonard,2015-16,23,8.9,5.0,1.6,23.2
Jon Leuer,2011-12,22,4.7,2.6,0.5,12.1
Jon Leuer,2012-13,23,2.0,1.3,0.3,6.7
Jon Leuer,2013-14,24,6.2,3.2,0.4,13.1
Jon Leuer,2014-15,25,4.5,3.3,0.7,13.1
Jon Leuer,2015-16,26,8.8,5.6,1.3,20.6
DeAndre Liggins,2011-12,23,1.9,0.9,0.3,6.8
DeAndre Liggins,2012-13,24,1.5,1.4,0.4,7.4
DeAndre Liggins,2013-14,25,2.0,1.0,0.0,1.0
Damian Lillard,2012-13,22,19.0,3.1,6.5,38.6
Damian Lillard,2013-14,23,20.7,3.5,5.6,35.8
Damian Lillard,2014-15,24,21.0,4.6,6.2,35.7
Damian Lillard,2015-16,25,24.3,4.4,7.0,36.1
Jeremy Lin,2010-11,22,2.6,1.2,1.4,9.8
Jeremy Lin,2011-12,23,14.6,3.1,6.2,26.9
Jeremy Lin,2012-13,24,13.4,3.0,6.1,32.2
Jeremy Lin,2013-14,25,12.5,2.6,4.1,28.9
Jeremy Lin,2014-15,26,11.2,2.6,4.6,25.8
Jeremy Lin,2015-16,27,12.5,3.3,3.2,27.4
Shaun Livingston,2004-05,19,7.4,3.0,5.0,27.1
Shaun Livingston,2005-06,20,5.8,3.0,4.5,25.0
Shaun Livingston,2006-07,21,9.3,3.4,5.1,29.8
Shaun Livingston,2008-09,23,5.9,2.3,1.7,19.3
Shaun Livingston,2009-10,24,6.9,2.2,3.6,22.1
Shaun Livingston,2010-11,25,6.6,2.0,2.2,17.3
Shaun Livingston,2011-12,26,5.5,2.1,2.1,18.8
Shaun Livingston,2012-13,27,6.3,2.4,3.3,22.0
Shaun Livingston,2013-14,28,8.3,3.2,3.2,26.0
Shaun Livingston,2014-15,29,5.9,2.3,3.3,18.8
Shaun Livingston,2015-16,30,6.3,1.9,2.9,19.7
Kevon Looney,2015-16,19,2.0,2.0,0.0,6.0
Brook Lopez,2008-09,20,13.0,8.1,1.0,30.5
Brook Lopez,2009-10,21,18.8,8.6,2.3,36.9
Brook Lopez,2010-11,22,20.4,6.0,1.6,35.2
Brook Lopez,2011-12,23,19.2,3.6,1.2,27.2
Brook Lopez,2012-13,24,19.4,6.9,0.9,30.4
Brook Lopez,2013-14,25,20.7,6.0,0.9,31.4
Brook Lopez,2014-15,26,17.2,7.4,0.7,29.2
Brook Lopez,2015-16,27,20.1,8.5,1.6,33.5
Robin Lopez,2008-09,20,3.2,2.0,0.1,10.2
Robin Lopez,2009-10,21,8.4,4.9,0.1,19.3
Robin Lopez,2010-11,22,6.4,3.2,0.1,14.8
Robin Lopez,2011-12,23,5.4,3.3,0.3,14.0
Robin Lopez,2012-13,24,11.3,5.6,0.8,26.0
Robin Lopez,2013-14,25,11.1,8.5,0.9,31.7
Robin Lopez,2014-15,26,9.6,6.7,0.9,27.8
Robin Lopez,2015-16,27,8.9,6.0,1.4,25.0
Kevin Love,2008-09,20,11.1,9.1,1.0,25.3
Kevin Love,2009-10,21,14.0,11.0,2.3,28.6
Kevin Love,2010-11,22,20.2,15.2,2.5,35.8
Kevin Love,2011-12,23,26.0,13.3,2.0,39.0
Kevin Love,2012-13,24,18.3,14.0,2.3,34.3
Kevin Love,2013-14,25,26.1,12.5,4.4,36.3
Kevin Love,2014-15,26,16.4,9.7,2.2,33.8
Kevin Love,2015-16,27,16.1,10.7,2.4,32.4
Kyle Lowry,2006-07,20,5.6,3.1,3.2,17.5
Kyle Lowry,2007-08,21,9.6,3.0,3.6,25.5
Kyle Lowry,2008-09,22,7.6,2.5,3.6,21.8
Kyle Lowry,2009-10,23,9.1,3.6,4.5,24.3
Kyle Lowry,2010-11,24,13.5,4.1,6.7,34.2
Kyle Lowry,2011-12,25,14.3,4.5,6.6,32.1
Kyle Lowry,2012-13,26,11.6,4.7,6.4,29.7
Kyle Lowry,2013-14,27,17.9,4.7,7.4,36.2
Kyle Lowry,2014-15,28,17.8,4.7,6.8,34.5
Kyle Lowry,2015-16,29,21.0,5.0,6.3,36.7
John Lucas III,2005-06,23,2.3,0.4,0.9,8.2
John Lucas III,2006-07,24,3.3,0.8,0.7,8.1
John Lucas III,2010-11,28,1.0,0.0,0.5,5.0
John Lucas III,2011-12,29,7.5,1.6,2.2,14.8
John Lucas III,2012-13,30,5.3,1.0,1.7,13.1
John Lucas III,2013-14,31,3.8,0.9,1.0,14.1
John Lucas III,2014-15,32,4.7,0.8,2.9,13.0
Kalin Lucas,2014-15,25,0.0,0.0,0.0,6.0
Trey Lyles,2015-16,20,4.7,4.1,0.7,18.2
Scott Machado,2012-13,22,1.3,0.2,1.0,3.5
Shelvin Mack,2011-12,21,3.6,1.4,2.0,12.2
Shelvin Mack,2012-13,22,4.6,1.3,2.2,13.4
Shelvin Mack,2013-14,23,7.5,2.2,3.7,20.4
Shelvin Mack,2014-15,24,5.4,1.4,2.8,15.1
Shelvin Mack,2015-16,25,4.0,0.9,1.8,8.1
Vernon Macklin,2011-12,25,2.0,1.5,0.2,5.9
Ian Mahinmi,2007-08,21,3.5,0.8,0.2,3.8
Ian Mahinmi,2009-10,23,3.9,2.0,0.1,6.3
Ian Mahinmi,2010-11,24,3.1,2.1,0.1,8.7
Ian Mahinmi,2011-12,25,5.8,4.7,0.2,18.7
Ian Mahinmi,2012-13,26,5.0,3.9,0.3,16.5
Ian Mahinmi,2013-14,27,3.5,3.3,0.3,16.2
Ian Mahinmi,2014-15,28,4.3,5.8,0.5,18.8
Ian Mahinmi,2015-16,29,8.5,7.1,1.3,24.1
Devyn Marble,2014-15,22,2.3,1.9,1.1,13.0
Devyn Marble,2015-16,23,0.3,0.4,0.0,2.5
Boban Marjanovic,2015-16,27,5.9,3.6,0.3,8.6
Kendall Marshall,2012-13,21,3.0,0.9,3.0,14.6
Kendall Marshall,2013-14,22,8.0,2.9,8.8,29.0
Kendall Marshall,2014-15,23,4.2,1.0,3.1,14.9
Kendall Marshall,2015-16,24,3.8,1.1,3.3,14.3
Cartier Martin,2008-09,24,2.6,1.0,0.4,8.1
Cartier Martin,2009-10,25,7.8,3.8,0.9,21.7
Cartier Martin,2010-11,26,4.0,1.4,0.3,10.4
Cartier Martin,2011-12,27,9.3,3.4,0.6,23.0
Cartier Martin,2012-13,28,6.6,2.4,0.5,16.9
Cartier Martin,2013-14,29,5.6,1.9,0.6,14.7
Cartier Martin,2014-15,30,1.6,0.9,0.5,8.6
Jarell Martin,2015-16,21,1.0,0.0,0.0,4.5
Kevin Martin,2004-05,21,2.9,1.3,0.5,10.1
Kevin Martin,2005-06,22,10.8,3.6,1.3,26.6
Kevin Martin,2006-07,23,20.2,4.3,2.2,35.2
Kevin Martin,2007-08,24,23.7,4.5,2.1,36.3
Kevin Martin,2008-09,25,24.6,3.6,2.7,38.2
Kevin Martin,2009-10,26,20.6,3.6,2.4,35.5
Kevin Martin,2010-11,27,23.5,3.2,2.5,32.5
Kevin Martin,2011-12,28,17.1,2.7,2.8,31.6
Kevin Martin,2012-13,29,14.0,2.3,1.4,27.7
Kevin Martin,2013-14,30,19.1,3.0,1.8,32.0
Kevin Martin,2014-15,31,20.0,3.6,2.3,33.4
Kevin Martin,2015-16,32,11.3,2.0,1.3,22.6
Wesley Matthews,2009-10,23,9.4,2.3,1.5,24.7
Wesley Matthews,2010-11,24,15.9,3.1,2.0,33.6
Wesley Matthews,2011-12,25,13.7,3.4,1.7,33.8
Wesley Matthews,2012-13,26,14.8,2.8,2.5,34.8
Wesley Matthews,2013-14,27,16.4,3.5,2.4,33.9
Wesley Matthews,2014-15,28,15.9,3.7,2.3,33.7
Wesley Matthews,2015-16,29,12.5,3.1,1.8,33.0
Jason Maxiell,2005-06,22,2.3,1.1,0.1,6.1
Jason Maxiell,2006-07,23,5.0,2.8,0.2,14.1
Jason Maxiell,2007-08,24,7.9,5.3,0.6,21.6
Jason Maxiell,2008-09,25,5.8,4.2,0.3,18.1
Jason Maxiell,2009-10,26,6.8,5.3,0.5,20.4
Jason Maxiell,2010-11,27,4.2,3.0,0.3,16.3
Jason Maxiell,2011-12,28,6.5,5.1,0.6,22.6
Jason Maxiell,2012-13,29,6.9,5.7,0.8,24.8
Jason Maxiell,2013-14,30,3.2,2.5,0.3,14.4
Jason Maxiell,2014-15,31,3.3,3.3,0.3,14.4
Eric Maynor,2009-10,22,4.7,1.6,3.3,15.7
Eric Maynor,2010-11,23,4.2,1.5,2.9,14.6
Eric Maynor,2011-12,24,4.2,1.4,2.4,15.2
Eric Maynor,2012-13,25,4.5,0.7,2.8,15.0
Eric Maynor,2013-14,26,2.6,1.3,1.7,10.5
O.J. Mayo,2008-09,21,18.5,3.8,3.2,38.0
O.J. Mayo,2009-10,22,17.5,3.8,3.0,38.0
O.J. Mayo,2010-11,23,11.3,2.4,2.0,26.3
O.J. Mayo,2011-12,24,12.6,3.2,2.6,26.8
O.J. Mayo,2012-13,25,15.3,3.5,4.4,35.5
O.J. Mayo,2013-14,26,11.7,2.4,2.2,25.9
O.J. Mayo,2014-15,27,11.4,2.6,2.8,23.9
O.J. Mayo,2015-16,28,9.1,2.6,3.1,27.1
Luc Mbah a Moute,2008-09,22,7.2,5.9,1.1,25.8
Luc Mbah a Moute,2009-10,23,6.2,5.5,1.1,25.6
Luc Mbah a Moute,2010-11,24,6.7,5.3,0.9,26.5
Luc Mbah a Moute,2011-12,25,7.7,5.3,0.7,23.5
Luc Mbah a Moute,2012-13,26,6.7,4.4,0.9,22.9
Luc Mbah a Moute,2013-14,27,3.5,2.3,0.6,15.7
Luc Mbah a Moute,2014-15,28,9.9,4.9,1.6,28.6
Luc Mbah a Moute,2015-16,29,2.9,2.4,0.3,15.9
James Michael McAdoo,2014-15,22,4.1,2.5,0.1,9.1
James Michael McAdoo,2015-16,23,2.3,1.3,0.4,5.9
Ray McCallum,2013-14,22,6.2,1.8,2.7,19.9
Ray McCallum,2014-15,23,7.4,2.6,2.8,21.1
Ray McCallum,2015-16,24,2.8,1.2,1.4,9.9
C.J. McCollum,2013-14,22,5.3,1.3,0.7,12.5
C.J. McCollum,2014-15,23,6.8,1.5,1.0,15.7
C.J. McCollum,2015-16,24,20.7,3.6,4.4,35.1
T.J. McConnell,2015-16,23,6.1,3.8,4.8,21.0
K.J. McDaniels,2014-15,21,7.9,3.2,1.2,21.8
K.J. McDaniels,2015-16,22,1.4,0.9,0.1,3.9
Doug McDermott,2014-15,23,3.0,1.2,0.2,8.9
Doug McDermott,2015-16,24,7.8,2.3,0.7,21.7
Mitch McGary,2014-15,22,6.3,5.2,0.4,15.2
Mitch McGary,2015-16,23,1.2,1.0,0.2,4.2
JaVale McGee,2008-09,21,6.5,3.9,0.3,15.2
JaVale McGee,2009-10,22,6.4,4.1,0.2,16.1
JaVale McGee,2010-11,23,10.1,8.0,0.5,27.8
JaVale McGee,2011-12,24,11.3,7.8,0.5,25.2
JaVale McGee,2012-13,25,9.1,4.8,0.3,18.1
JaVale McGee,2013-14,26,7.0,3.4,0.4,15.8
JaVale McGee,2014-15,27,4.6,2.7,0.1,11.1
JaVale McGee,2015-16,28,5.5,4.3,0.1,11.6
Dominic McGuire,2007-08,22,1.3,2.0,0.6,9.9
Dominic McGuire,2008-09,23,4.5,5.4,2.5,26.2
Dominic McGuire,2009-10,24,0.7,1.5,0.2,6.0
Dominic McGuire,2010-11,25,3.3,3.8,0.8,14.6
Dominic McGuire,2011-12,26,3.5,3.8,1.7,17.6
Dominic McGuire,2012-13,27,2.0,3.0,0.8,14.9
Ben McLemore,2013-14,20,8.8,2.9,1.0,26.7
Ben McLemore,2014-15,21,12.1,2.9,1.7,32.6
Ben McLemore,2015-16,22,7.9,2.1,1.1,21.3
Jerel McNeal,2014-15,27,1.5,0.5,0.3,6.0
Jordan McRae,2015-16,24,12.0,2.0,4.0,25.0
Josh McRoberts,2007-08,20,1.5,1.3,0.3,3.5
Josh McRoberts,2008-09,21,2.4,2.2,0.5,8.5
Josh McRoberts,2009-10,22,4.3,3.0,1.0,12.5
Josh McRoberts,2010-11,23,7.4,5.3,2.1,22.2
Josh McRoberts,2011-12,24,2.8,3.4,1.0,14.4
Josh McRoberts,2012-13,25,6.0,4.9,2.1,22.2
Josh McRoberts,2013-14,26,8.5,4.8,4.3,30.3
Josh McRoberts,2014-15,27,4.2,2.6,1.9,17.4
Josh McRoberts,2015-16,28,3.2,2.9,1.8,15.6
Jodie Meeks,2009-10,22,4.7,1.7,0.7,12.0
Jodie Meeks,2010-11,23,10.5,2.3,1.1,27.9
Jodie Meeks,2011-12,24,8.4,2.4,0.8,24.9
Jodie Meeks,2012-13,25,7.9,2.2,0.9,21.3
Jodie Meeks,2013-14,26,15.7,2.5,1.8,33.2
Jodie Meeks,2014-15,27,11.1,1.7,1.3,24.4
Jodie Meeks,2015-16,28,1.0,1.0,0.0,8.5
Salah Mejri,2015-16,29,4.5,3.3,0.2,11.6
Gal Mekel,2013-14,25,2.4,0.9,2.0,9.4
Gal Mekel,2014-15,26,1.5,0.3,3.3,10.8
Fab Melo,2012-13,22,1.2,0.5,0.0,6.0
Pops Mensah-Bonsu,2006-07,23,2.4,1.8,0.0,5.9
Pops Mensah-Bonsu,2008-09,25,5.0,5.1,0.3,12.9
Pops Mensah-Bonsu,2009-10,26,2.0,1.8,0.2,6.0
Pops Mensah-Bonsu,2010-11,27,0.3,1.6,0.3,5.0
Jordan Mickey,2015-16,21,2.3,1.0,0.3,2.0
Khris Middleton,2012-13,21,6.1,1.9,1.0,17.6
Khris Middleton,2013-14,22,12.1,3.8,2.1,30.0
Khris Middleton,2014-15,23,13.4,4.4,2.3,30.1
Khris Middleton,2015-16,24,17.7,3.7,4.0,35.9
C.J. Miles,2005-06,18,3.4,1.7,0.7,8.8
C.J. Miles,2006-07,19,2.7,0.9,0.7,10.1
C.J. Miles,2007-08,20,5.0,1.3,0.9,11.5
C.J. Miles,2008-09,21,9.1,2.3,1.5,22.5
C.J. Miles,2009-10,22,9.9,2.7,1.7,23.8
C.J. Miles,2010-11,23,12.8,3.3,1.7,25.2
C.J. Miles,2011-12,24,9.1,2.1,1.2,20.4
C.J. Miles,2012-13,25,11.2,2.7,1.0,21.0
C.J. Miles,2013-14,26,9.9,2.0,1.0,19.3
C.J. Miles,2014-15,27,13.5,3.1,1.1,26.3
C.J. Miles,2015-16,28,12.1,3.2,1.1,26.0
Andre Miller,1999-00,23,11.1,3.4,5.8,25.5
Andre Miller,2000-01,24,15.8,4.4,8.0,34.7
Andre Miller,2001-02,25,16.5,4.7,10.9,37.3
Andre Miller,2002-03,26,13.6,4.0,6.7,36.4
Andre Miller,2003-04,27,14.8,4.5,6.1,34.6
Andre Miller,2004-05,28,13.6,4.1,6.9,34.8
Andre Miller,2005-06,29,13.7,4.3,8.2,35.8
Andre Miller,2006-07,30,13.4,4.4,7.8,37.1
Andre Miller,2007-08,31,17.0,4.0,6.9,36.8
Andre Miller,2008-09,32,16.3,4.5,6.5,36.3
Andre Miller,2009-10,33,14.0,3.2,5.4,30.5
Andre Miller,2010-11,34,12.7,3.7,7.0,32.7
Andre Miller,2011-12,35,9.7,3.3,6.7,27.4
Andre Miller,2012-13,36,9.6,2.9,5.9,26.2
Andre Miller,2013-14,37,4.9,2.2,3.4,16.9
Andre Miller,2014-15,38,4.4,1.9,3.5,15.5
Andre Miller,2015-16,39,3.6,0.9,2.4,10.8
Darius Miller,2012-13,22,2.3,1.5,0.8,13.3
Darius Miller,2013-14,23,4.4,1.2,1.0,16.1
Darius Miller,2014-15,24,0.4,0.2,0.4,8.6
Mike Miller,2000-01,20,11.9,4.0,1.7,29.1
Mike Miller,2001-02,21,15.2,4.3,3.1,33.7
Mike Miller,2002-03,22,15.6,5.2,2.6,33.6
Mike Miller,2003-04,23,11.1,3.3,3.6,27.2
Mike Miller,2004-05,24,13.4,3.9,2.9,30.0
Mike Miller,2005-06,25,13.7,5.4,2.7,30.6
Mike Miller,2006-07,26,18.5,5.4,4.3,39.1
Mike Miller,2007-08,27,16.4,6.7,3.4,35.3
Mike Miller,2008-09,28,9.9,6.6,4.5,32.3
Mike Miller,2009-10,29,10.9,6.2,3.9,33.4
Mike Miller,2010-11,30,5.6,4.5,1.2,20.4
Mike Miller,2011-12,31,6.1,3.3,1.1,19.3
Mike Miller,2012-13,32,4.8,2.7,1.7,15.3
Mike Miller,2013-14,33,7.1,2.5,1.6,20.8
Mike Miller,2014-15,34,2.1,1.8,0.9,13.5
Mike Miller,2015-16,35,1.3,1.3,0.9,8.5
Quincy Miller,2012-13,20,1.3,0.3,0.4,3.7
Quincy Miller,2013-14,21,4.9,2.8,0.5,15.2
Quincy Miller,2014-15,22,2.9,2.0,0.8,11.9
Patrick Mills,2009-10,21,2.6,0.2,0.5,3.8
Patrick Mills,2010-11,22,5.5,0.8,1.7,12.2
Patrick Mills,2011-12,23,10.3,1.8,2.4,16.3
Patrick Mills,2012-13,24,5.1,0.9,1.1,11.3
Patrick Mills,2013-14,25,10.2,2.1,1.8,18.9
Patrick Mills,2014-15,26,6.9,1.5,1.7,15.7
Patrick Mills,2015-16,27,7.7,1.7,2.4,20.1
Elijah Millsap,2014-15,27,5.3,3.2,1.2,19.7
Elijah Millsap,2015-16,28,1.8,1.8,1.0,8.7
Paul Millsap,2006-07,21,6.8,5.2,0.8,18.0
Paul Millsap,2007-08,22,8.1,5.6,1.0,20.8
Paul Millsap,2008-09,23,13.5,8.6,1.8,30.1
Paul Millsap,2009-10,24,11.6,6.8,1.6,27.8
Paul Millsap,2010-11,25,17.3,7.6,2.5,34.3
Paul Millsap,2011-12,26,16.6,8.8,2.3,32.8
Paul Millsap,2012-13,27,14.6,7.1,2.6,30.4
Paul Millsap,2013-14,28,17.9,8.5,3.1,33.5
Paul Millsap,2014-15,29,16.7,7.8,3.1,32.7
Paul Millsap,2015-16,30,18.0,8.8,3.4,32.3
Nikola Mirotic,2014-15,23,10.2,4.9,1.2,20.2
Nikola Mirotic,2015-16,24,10.6,5.9,1.4,24.0
Tony Mitchell,2013-14,21,1.0,1.2,0.1,3.8
Tony Mitchell,2013-14,24,2.0,0.3,0.3,3.3
Nazr Mohammed,1998-99,21,1.6,1.4,0.1,4.7
Nazr Mohammed,1999-00,22,1.9,1.8,0.1,6.8
Nazr Mohammed,2000-01,23,7.6,5.3,0.3,15.7
Nazr Mohammed,2001-02,24,9.7,7.9,0.4,26.4
Nazr Mohammed,2002-03,25,4.6,3.7,0.2,12.7
Nazr Mohammed,2003-04,26,7.4,5.9,0.5,20.1
Nazr Mohammed,2004-05,27,9.5,7.6,0.4,25.1
Nazr Mohammed,2005-06,28,6.2,5.2,0.5,17.4
Nazr Mohammed,2006-07,29,5.6,4.5,0.2,15.2
Nazr Mohammed,2007-08,30,7.8,6.0,0.9,20.1
Nazr Mohammed,2008-09,31,2.7,2.0,0.2,8.7
Nazr Mohammed,2009-10,32,7.9,5.2,0.5,17.0
Nazr Mohammed,2010-11,33,7.1,4.9,0.3,17.1
Nazr Mohammed,2011-12,34,2.7,2.7,0.2,11.0
Nazr Mohammed,2012-13,35,2.6,3.1,0.4,11.0
Nazr Mohammed,2013-14,36,1.6,2.2,0.3,7.0
Nazr Mohammed,2014-15,37,1.2,1.7,0.1,5.6
Greg Monroe,2010-11,20,9.4,7.5,1.3,27.8
Greg Monroe,2011-12,21,15.4,9.7,2.3,31.5
Greg Monroe,2012-13,22,16.0,9.6,3.5,33.2
Greg Monroe,2013-14,23,15.2,9.3,2.1,32.8
Greg Monroe,2014-15,24,15.9,10.2,2.1,31.0
Greg Monroe,2015-16,25,16.4,9.6,2.3,30.3
Luis Montero,2015-16,22,1.9,0.3,0.1,3.3
E'Twaun Moore,2011-12,22,2.9,0.9,0.9,8.7
E'Twaun Moore,2012-13,23,7.8,2.2,2.7,22.4
E'Twaun Moore,2013-14,24,6.3,1.7,1.4,19.1
E'Twaun Moore,2014-15,25,2.7,0.8,0.6,9.0
E'Twaun Moore,2015-16,26,4.9,1.6,0.8,15.8
Eric Moreland,2014-15,23,0.7,0.3,0.0,0.7
Eric Moreland,2015-16,24,0.8,1.2,0.0,4.8
Darius Morris,2011-12,21,2.4,0.8,1.1,8.9
Darius Morris,2012-13,22,4.0,1.2,1.6,14.2
Darius Morris,2013-14,23,4.0,1.0,1.6,11.6
Darius Morris,2014-15,24,2.2,0.7,1.3,7.9
Marcus Morris,2011-12,22,2.4,0.9,0.2,7.4
Marcus Morris,2012-13,23,7.7,3.6,0.8,19.8
Marcus Morris,2013-14,24,9.7,3.9,1.1,22.0
Marcus Morris,2014-15,25,10.4,4.8,1.6,25.2
Marcus Morris,2015-16,26,13.7,5.2,2.1,36.2
Markieff Morris,2011-12,22,7.4,4.4,1.0,19.5
Markieff Morris,2012-13,23,8.2,4.8,1.3,22.4
Markieff Morris,2013-14,24,13.8,6.0,1.8,26.6
Markieff Morris,2014-15,25,15.3,6.2,2.3,31.5
Markieff Morris,2015-16,26,10.1,4.9,1.9,23.1
Anthony Morrow,2008-09,23,10.1,3.0,1.2,22.6
Anthony Morrow,2009-10,24,13.0,3.8,1.5,29.2
Anthony Morrow,2010-11,25,13.2,3.0,1.2,32.0
Anthony Morrow,2011-12,26,12.0,2.0,1.0,26.4
Anthony Morrow,2012-13,27,4.0,0.7,0.3,9.3
Anthony Morrow,2013-14,28,8.4,1.8,0.8,18.8
Anthony Morrow,2014-15,29,10.7,2.6,0.8,24.4
Anthony Morrow,2015-16,30,5.8,1.2,0.3,14.9
Donatas Motiejunas,2012-13,22,5.7,2.1,0.7,12.2
Donatas Motiejunas,2013-14,23,5.5,3.6,0.5,15.4
Donatas Motiejunas,2014-15,24,12.0,5.9,1.8,28.7
Donatas Motiejunas,2015-16,25,5.6,2.1,1.0,13.4
Arnett Moultrie,2012-13,22,3.7,3.1,0.2,11.5
Arnett Moultrie,2013-14,23,3.0,2.9,0.2,15.6
Timofey Mozgov,2010-11,24,3.6,2.7,0.3,11.6
Timofey Mozgov,2011-12,25,5.4,4.1,0.5,15.6
Timofey Mozgov,2012-13,26,2.6,2.6,0.2,8.9
Timofey Mozgov,2013-14,27,9.4,6.4,0.8,21.6
Timofey Mozgov,2014-15,28,9.7,7.3,0.7,25.2
Timofey Mozgov,2015-16,29,6.4,4.3,0.4,17.7
Emmanuel Mudiay,2015-16,19,11.3,3.4,5.7,29.8
Shabazz Muhammad,2013-14,21,3.9,1.4,0.2,7.8
Shabazz Muhammad,2014-15,22,13.5,4.1,1.2,22.8
Shabazz Muhammad,2015-16,23,10.0,3.1,0.5,20.5
Byron Mullens,2009-10,20,1.1,0.8,0.1,4.2
Byron Mullens,2010-11,21,1.9,1.8,0.0,6.5
Byron Mullens,2011-12,22,9.3,5.0,0.9,22.5
Byron Mullens,2012-13,23,10.6,6.4,1.5,26.9
Byron Mullens,2013-14,24,4.2,2.0,0.3,9.2
Erik Murphy,2013-14,23,0.3,0.3,0.1,2.6
Kevin Murphy,2012-13,22,0.9,0.2,0.1,3.1
Toure' Murry,2013-14,24,2.7,0.9,1.0,7.3
Toure' Murry,2014-15,25,1.2,0.2,0.2,3.6
Mike Muscala,2013-14,22,3.8,2.6,0.4,10.8
Mike Muscala,2014-15,23,4.9,3.0,0.6,12.6
Mike Muscala,2015-16,24,3.3,2.1,0.5,10.6
Hamady N'Diaye,2010-11,24,0.9,0.4,0.0,5.0
Hamady N'Diaye,2011-12,25,0.0,0.0,0.0,1.0
Hamady N'Diaye,2013-14,27,0.4,1.3,0.2,5.3
Larry Nance Jr.,2015-16,23,5.8,5.0,0.7,20.3
Shabazz Napier,2014-15,23,5.1,2.2,2.5,19.8
Shabazz Napier,2015-16,24,4.4,1.1,2.0,12.6
Gary Neal,2010-11,26,9.8,2.5,1.2,21.1
Gary Neal,2011-12,27,9.9,2.1,2.1,21.5
Gary Neal,2012-13,28,9.5,2.1,1.9,21.8
Gary Neal,2013-14,29,10.5,1.7,1.6,21.4
Gary Neal,2014-15,30,10.1,2.4,1.9,22.1
Gary Neal,2015-16,31,10.3,2.1,1.2,20.9
Nemanja Nedovic,2013-14,22,1.1,0.6,0.5,5.9
Jameer Nelson,2004-05,22,8.7,2.4,3.0,20.4
Jameer Nelson,2005-06,23,14.6,2.9,4.9,28.8
Jameer Nelson,2006-07,24,13.0,3.1,4.3,30.3
Jameer Nelson,2007-08,25,10.9,3.5,5.6,28.4
Jameer Nelson,2008-09,26,16.7,3.5,5.4,31.2
Jameer Nelson,2009-10,27,12.6,3.0,5.4,28.6
Jameer Nelson,2010-11,28,13.1,3.0,6.0,30.5
Jameer Nelson,2011-12,29,11.9,3.2,5.7,29.9
Jameer Nelson,2012-13,30,14.7,3.7,7.4,35.3
Jameer Nelson,2013-14,31,12.1,3.4,7.0,32.0
Jameer Nelson,2014-15,32,8.3,2.3,4.0,22.3
Jameer Nelson,2015-16,33,7.9,3.0,5.0,27.1
Raul Neto,2015-16,23,5.6,1.4,2.4,19.2
Andrew Nicholson,2012-13,23,7.8,3.4,0.6,16.7
Andrew Nicholson,2013-14,24,5.7,3.4,0.3,15.4
Andrew Nicholson,2014-15,25,4.9,2.1,0.6,12.3
Andrew Nicholson,2015-16,26,6.6,3.8,0.3,16.0
Joakim Noah,2007-08,22,6.6,5.6,1.1,20.7
Joakim Noah,2008-09,23,6.7,7.6,1.3,24.2
Joakim Noah,2009-10,24,10.7,11.0,2.1,30.1
Joakim Noah,2010-11,25,11.7,10.4,2.2,32.8
Joakim Noah,2011-12,26,10.2,9.8,2.5,30.4
Joakim Noah,2012-13,27,11.9,11.1,4.0,36.8
Joakim Noah,2013-14,28,12.6,11.3,5.4,35.3
Joakim Noah,2014-15,29,7.2,9.6,4.7,30.6
Joakim Noah,2015-16,30,4.3,8.8,3.8,21.9
Nerlens Noel,2014-15,20,9.9,8.1,1.7,30.8
Nerlens Noel,2015-16,21,10.7,8.3,1.4,29.2
Lucas Nogueira,2014-15,22,1.0,1.8,0.2,3.8
Lucas Nogueira,2015-16,23,2.7,1.5,0.2,7.7
Steve Novak,2006-07,23,1.5,0.7,0.2,5.5
Steve Novak,2007-08,24,3.9,1.0,0.2,7.5
Steve Novak,2008-09,25,6.9,1.8,0.6,16.4
Steve Novak,2009-10,26,2.1,0.6,0.1,6.7
Steve Novak,2010-11,27,3.5,0.9,0.1,7.2
Steve Novak,2011-12,28,8.8,1.9,0.2,18.9
Steve Novak,2012-13,29,6.6,1.9,0.4,20.3
Steve Novak,2013-14,30,3.3,1.1,0.2,10.0
Steve Novak,2014-15,31,1.8,0.6,0.3,5.6
Steve Novak,2015-16,32,2.2,0.6,0.0,4.2
Dirk Nowitzki,1998-99,20,8.2,3.4,1.0,20.4
Dirk Nowitzki,1999-00,21,17.5,6.5,2.5,35.8
Dirk Nowitzki,2000-01,22,21.8,9.2,2.1,38.1
Dirk Nowitzki,2001-02,23,23.4,9.9,2.4,38.0
Dirk Nowitzki,2002-03,24,25.1,9.9,3.0,39.0
Dirk Nowitzki,2003-04,25,21.8,8.7,2.7,37.9
Dirk Nowitzki,2004-05,26,26.1,9.7,3.1,38.7
Dirk Nowitzki,2005-06,27,26.6,9.0,2.8,38.1
Dirk Nowitzki,2006-07,28,24.6,8.9,3.4,36.2
Dirk Nowitzki,2007-08,29,23.6,8.6,3.5,36.0
Dirk Nowitzki,2008-09,30,25.9,8.4,2.4,37.7
Dirk Nowitzki,2009-10,31,25.0,7.7,2.7,37.5
Dirk Nowitzki,2010-11,32,23.0,7.0,2.6,34.3
Dirk Nowitzki,2011-12,33,21.6,6.7,2.2,33.5
Dirk Nowitzki,2012-13,34,17.3,6.8,2.5,31.3
