Player,Season,Age,Points,Rebounds,Assists,Minutes
Dirk Nowitzki,2013-14,35,21.7,6.2,2.7,32.9
Dirk Nowitzki,2014-15,36,17.3,5.9,1.9,29.6
Dirk Nowitzki,2015-16,37,17.5,6.7,1.8,30.7
James Nunnally,2013-14,23,3.4,1.5,0.6,12.7
Jusuf Nurkic,2014-15,20,6.9,6.2,0.8,17.8
Jusuf Nurkic,2015-16,21,6.5,4.5,0.6,13.0
J.J. O'Brien,2015-16,23,0.0,0.5,0.0,3.0
Johnny O'Bryant,2014-15,21,2.9,1.9,0.5,10.8
Johnny O'Bryant,2015-16,22,3.4,3.0,0.6,14.7
Patrick O'Bryant,2006-07,20,1.9,1.3,0.6,7.4
Patrick O'Bryant,2007-08,21,1.5,1.2,0.2,4.1
Patrick O'Bryant,2008-09,22,2.6,1.7,0.3,6.5
Patrick O'Bryant,2009-10,23,1.7,1.0,0.1,4.6
Jermaine O'Neal,1996-97,18,4.1,2.8,0.2,10.2
Jermaine O'Neal,1997-98,19,4.5,3.4,0.3,13.5
Jermaine O'Neal,1998-99,20,2.5,2.7,0.4,8.6
Jermaine O'Neal,1999-00,21,3.9,3.3,0.3,12.3
Jermaine O'Neal,2000-01,22,12.9,9.8,1.2,32.6
Jermaine O'Neal,2001-02,23,19.0,10.5,1.6,37.6
Jermaine O'Neal,2002-03,24,20.8,10.3,2.0,37.2
Jermaine O'Neal,2003-04,25,20.1,10.0,2.1,35.7
Jermaine O'Neal,2004-05,26,24.3,8.8,1.9,34.8
Jermaine O'Neal,2005-06,27,20.1,9.3,2.6,35.3
Jermaine O'Neal,2006-07,28,19.4,9.6,2.4,35.6
Jermaine O'Neal,2007-08,29,13.6,6.7,2.2,28.7
Jermaine O'Neal,2008-09,30,13.3,6.4,1.8,29.8
Jermaine O'Neal,2009-10,31,13.6,6.9,1.3,28.4
Jermaine O'Neal,2010-11,32,5.4,3.7,0.5,18.0
Jermaine O'Neal,2011-12,33,5.0,5.4,0.4,22.8
Jermaine O'Neal,2012-13,34,8.3,5.3,0.8,18.7
Jermaine O'Neal,2013-14,35,7.9,5.5,0.6,20.1
Kyle O'Quinn,2012-13,22,4.1,3.7,0.9,11.2
Kyle O'Quinn,2013-14,23,6.2,5.3,1.1,17.2
Kyle O'Quinn,2014-15,24,5.8,3.9,1.2,16.2
Kyle O'Quinn,2015-16,25,4.7,3.8,1.2,11.8
Greg Oden,2008-09,21,8.9,7.0,0.5,21.5
Greg Oden,2009-10,22,11.1,8.5,0.9,23.9
Greg Oden,2013-14,26,2.9,2.3,0.0,9.2
Tim Ohlbrecht,2012-13,24,1.0,0.3,0.3,4.0
Jahlil Okafor,2015-16,20,17.3,7.2,1.2,30.6
Victor Oladipo,2013-14,21,13.8,4.1,4.1,31.1
Victor Oladipo,2014-15,22,17.9,4.2,4.1,35.7
Victor Oladipo,2015-16,23,13.7,4.7,4.0,30.4
Kelly Olynyk,2013-14,22,8.7,5.2,1.6,20.0
Kelly Olynyk,2014-15,23,10.3,4.7,1.7,22.2
Kelly Olynyk,2015-16,24,10.3,4.4,1.6,20.7
Arinze Onuaku,2013-14,26,0.6,1.6,0.6,6.0
Arinze Onuaku,2014-15,27,4.5,3.5,0.7,11.3
Daniel Orton,2011-12,21,2.8,2.4,0.3,11.7
Daniel Orton,2012-13,22,2.5,2.0,0.3,8.0
Daniel Orton,2013-14,23,3.0,2.8,0.7,11.4
Kelly Oubre,2015-16,20,4.2,2.4,0.3,12.9
Travis Outlaw,2003-04,19,1.0,0.5,0.1,2.4
Travis Outlaw,2004-05,20,5.4,2.1,0.6,13.4
Travis Outlaw,2005-06,21,5.8,2.7,0.5,16.7
Travis Outlaw,2006-07,22,9.6,3.2,0.8,22.9
Travis Outlaw,2007-08,23,13.3,4.6,1.3,26.7
Travis Outlaw,2008-09,24,12.8,4.1,1.0,27.7
Travis Outlaw,2009-10,25,9.1,3.6,1.0,21.5
Travis Outlaw,2010-11,26,9.2,4.0,1.0,28.8
Travis Outlaw,2011-12,27,4.3,1.6,0.4,12.8
Travis Outlaw,2012-13,28,5.3,1.6,0.6,11.7
Travis Outlaw,2013-14,29,5.4,2.7,0.8,16.9
Zaza Pachulia,2003-04,19,3.3,2.9,0.2,11.3
Zaza Pachulia,2004-05,20,6.2,5.1,0.8,18.9
Zaza Pachulia,2005-06,21,11.7,7.9,1.7,31.4
Zaza Pachulia,2006-07,22,12.2,6.9,1.5,28.1
Zaza Pachulia,2007-08,23,5.2,4.0,0.6,15.2
Zaza Pachulia,2008-09,24,6.2,5.7,0.7,19.1
Zaza Pachulia,2009-10,25,4.3,3.8,0.5,14.0
Zaza Pachulia,2010-11,26,4.4,4.2,0.7,15.7
Zaza Pachulia,2011-12,27,7.8,7.9,1.4,28.3
Zaza Pachulia,2012-13,28,5.9,6.5,1.5,21.8
Zaza Pachulia,2013-14,29,7.7,6.3,2.6,25.0
Zaza Pachulia,2014-15,30,8.3,6.8,2.4,23.7
Zaza Pachulia,2015-16,31,10.5,10.8,1.9,29.3
Kostas Papanikolaou,2014-15,24,4.2,2.7,2.0,18.5
Kostas Papanikolaou,2015-16,25,2.6,1.5,0.6,11.3
Jannero Pargo,2002-03,23,2.5,1.1,1.1,10.1
Jannero Pargo,2003-04,24,6.7,1.2,2.3,15.5
Jannero Pargo,2004-05,25,6.4,1.5,2.4,14.2
Jannero Pargo,2005-06,26,4.8,1.1,1.6,11.3
Jannero Pargo,2006-07,27,9.2,2.2,2.5,20.9
Jannero Pargo,2007-08,28,8.1,1.6,2.4,18.7
Jannero Pargo,2009-10,30,5.5,1.2,1.4,13.2
Jannero Pargo,2011-12,32,5.6,1.5,1.9,13.4
Jannero Pargo,2012-13,33,6.5,1.1,2.1,15.8
Jannero Pargo,2013-14,34,4.7,0.7,1.8,8.3
Jannero Pargo,2014-15,35,4.6,0.3,0.9,8.1
Jabari Parker,2014-15,19,12.3,5.5,1.7,29.5
Jabari Parker,2015-16,20,11.4,4.7,1.4,28.3
Tony Parker,2001-02,19,9.2,2.6,4.3,29.4
Tony Parker,2002-03,20,15.5,2.6,5.3,33.8
Tony Parker,2003-04,21,14.7,3.2,5.5,34.4
Tony Parker,2004-05,22,16.6,3.7,6.1,34.2
Tony Parker,2005-06,23,18.9,3.3,5.8,33.9
Tony Parker,2006-07,24,18.6,3.2,5.5,32.5
Tony Parker,2007-08,25,18.8,3.2,6.0,33.5
Tony Parker,2008-09,26,22.0,3.1,6.9,34.1
Tony Parker,2009-10,27,16.0,2.4,5.7,30.9
Tony Parker,2010-11,28,17.5,3.1,6.6,32.4
Tony Parker,2011-12,29,18.3,2.9,7.7,32.1
Tony Parker,2012-13,30,20.3,3.0,7.6,32.9
Tony Parker,2013-14,31,16.7,2.3,5.7,29.4
Tony Parker,2014-15,32,14.4,1.9,4.9,28.7
Tony Parker,2015-16,33,12.6,2.6,5.1,26.7
Chandler Parsons,2011-12,23,9.5,4.8,2.1,28.6
Chandler Parsons,2012-13,24,15.5,5.3,3.5,36.3
Chandler Parsons,2013-14,25,16.6,5.5,4.0,37.6
Chandler Parsons,2014-15,26,15.7,4.9,2.4,33.1
Chandler Parsons,2015-16,27,11.9,4.3,2.5,27.4
Lamar Patterson,2015-16,24,2.5,1.6,1.2,12.2
Patrick Patterson,2010-11,21,6.3,3.8,0.8,16.7
Patrick Patterson,2011-12,22,7.7,4.5,0.8,23.2
Patrick Patterson,2012-13,23,10.4,4.7,1.1,25.0
Patrick Patterson,2013-14,24,8.5,5.3,1.2,23.6
Patrick Patterson,2014-15,25,8.0,5.3,1.9,26.6
Patrick Patterson,2015-16,26,6.3,4.3,1.1,24.1
Chris Paul,2005-06,20,16.1,5.1,7.8,36.0
Chris Paul,2006-07,21,17.3,4.4,8.9,36.8
Chris Paul,2007-08,22,21.1,4.0,11.6,37.6
Chris Paul,2008-09,23,22.8,5.5,11.0,38.5
Chris Paul,2009-10,24,18.7,4.2,10.7,38.0
Chris Paul,2010-11,25,15.9,4.1,9.8,36.0
Chris Paul,2011-12,26,19.8,3.6,9.1,36.4
Chris Paul,2012-13,27,16.9,3.7,9.7,33.4
Chris Paul,2013-14,28,19.1,4.3,10.7,35.0
Chris Paul,2014-15,29,19.1,4.6,10.2,34.8
Chris Paul,2015-16,30,18.8,3.8,9.6,32.4
Sasha Pavlovic,2003-04,20,4.8,2.0,0.8,14.5
Sasha Pavlovic,2004-05,21,4.8,1.1,0.8,13.3
Sasha Pavlovic,2005-06,22,4.5,1.5,0.5,15.3
Sasha Pavlovic,2006-07,23,9.0,2.4,1.6,22.9
Sasha Pavlovic,2007-08,24,7.4,2.5,1.6,23.3
Sasha Pavlovic,2008-09,25,4.6,1.9,1.1,16.0
Sasha Pavlovic,2009-10,26,3.7,1.6,0.8,12.4
Sasha Pavlovic,2010-11,27,2.5,1.0,0.5,11.7
Sasha Pavlovic,2011-12,28,2.7,1.6,0.4,11.7
Sasha Pavlovic,2012-13,29,2.6,1.4,0.8,13.5
Adreian Payne,2014-15,23,6.7,5.1,0.9,23.1
Adreian Payne,2015-16,24,2.7,2.0,0.5,9.5
Cameron Payne,2015-16,21,5.2,1.6,1.8,11.4
Elfrid Payton,2014-15,20,8.9,4.3,6.5,30.4
Elfrid Payton,2015-16,21,11.2,3.5,5.8,29.6
Oleksiy Pecherov,2007-08,22,3.6,1.9,0.2,9.1
Oleksiy Pecherov,2008-09,23,3.6,2.4,0.1,8.7
Oleksiy Pecherov,2009-10,24,4.5,2.8,0.3,10.2
Nikola Pekovic,2010-11,25,5.5,3.0,0.4,13.6
Nikola Pekovic,2011-12,26,13.9,7.4,0.7,26.9
Nikola Pekovic,2012-13,27,16.3,8.8,0.9,31.6
Nikola Pekovic,2013-14,28,17.5,8.7,0.9,30.8
Nikola Pekovic,2014-15,29,12.5,7.5,0.9,26.3
Nikola Pekovic,2015-16,30,4.9,1.6,1.0,13.6
Kendrick Perkins,2003-04,19,2.2,1.4,0.3,3.5
Kendrick Perkins,2004-05,20,2.5,2.9,0.4,9.1
Kendrick Perkins,2005-06,21,5.2,5.9,1.0,19.6
Kendrick Perkins,2006-07,22,4.5,5.2,1.3,21.9
Kendrick Perkins,2007-08,23,6.9,6.1,1.1,24.5
Kendrick Perkins,2008-09,24,8.5,8.1,1.3,29.6
Kendrick Perkins,2009-10,25,10.1,7.6,1.0,27.6
Kendrick Perkins,2010-11,26,6.0,8.0,0.9,25.6
Kendrick Perkins,2011-12,27,5.1,6.6,1.2,26.8
Kendrick Perkins,2012-13,28,4.2,6.0,1.4,25.1
Kendrick Perkins,2013-14,29,3.4,4.9,1.1,19.5
Kendrick Perkins,2014-15,30,3.6,4.7,0.8,16.9
Kendrick Perkins,2015-16,31,2.7,1.9,0.5,8.9
Johan Petro,2005-06,20,5.2,4.4,0.2,18.9
Johan Petro,2006-07,21,6.2,4.1,0.6,18.6
Johan Petro,2007-08,22,6.0,5.1,0.4,18.2
Johan Petro,2008-09,23,3.3,3.2,0.3,11.4
Johan Petro,2009-10,24,3.4,3.6,0.4,12.1
Johan Petro,2010-11,25,3.5,2.8,0.6,11.6
Johan Petro,2011-12,26,4.2,3.8,0.8,15.6
Johan Petro,2012-13,27,3.5,3.6,0.5,11.4
Paul Pierce,1998-99,21,16.5,6.4,2.4,34.0
Paul Pierce,1999-00,22,19.5,5.4,3.0,35.4
Paul Pierce,2000-01,23,25.3,6.4,3.1,38.0
Paul Pierce,2001-02,24,26.1,6.9,3.2,40.3
Paul Pierce,2002-03,25,25.9,7.3,4.4,39.2
Paul Pierce,2003-04,26,23.0,6.5,5.1,38.7
Paul Pierce,2004-05,27,21.6,6.6,4.2,36.1
Paul Pierce,2005-06,28,26.8,6.7,4.7,39.0
Paul Pierce,2006-07,29,25.0,5.9,4.1,37.0
Paul Pierce,2007-08,30,19.6,5.1,4.5,35.9
Paul Pierce,2008-09,31,20.5,5.6,3.6,37.5
Paul Pierce,2009-10,32,18.3,4.4,3.1,34.0
Paul Pierce,2010-11,33,18.9,5.4,3.3,34.7
Paul Pierce,2011-12,34,19.4,5.2,4.5,34.0
Paul Pierce,2012-13,35,18.6,6.3,4.8,33.4
Paul Pierce,2013-14,36,13.5,4.6,2.4,28.0
Paul Pierce,2014-15,37,11.9,4.0,2.0,26.2
Paul Pierce,2015-16,38,5.7,2.8,1.0,17.5
Mickael Pietrus,2003-04,21,5.3,2.2,0.5,14.1
Mickael Pietrus,2004-05,22,9.5,2.8,1.2,20.0
Mickael Pietrus,2005-06,23,9.3,3.1,0.8,22.7
Mickael Pietrus,2006-07,24,11.1,4.5,0.9,26.9
Mickael Pietrus,2007-08,25,7.2,3.7,0.7,19.9
Mickael Pietrus,2008-09,26,9.4,3.3,1.2,24.6
Mickael Pietrus,2009-10,27,8.7,2.9,0.7,22.5
Mickael Pietrus,2010-11,28,7.2,2.2,0.6,19.4
Mickael Pietrus,2011-12,29,6.9,3.1,0.6,21.9
Mickael Pietrus,2012-13,30,5.3,1.9,0.5,20.3
Dexter Pittman,2010-11,22,1.0,1.5,0.0,5.5
Dexter Pittman,2011-12,23,3.0,2.0,0.3,8.6
Dexter Pittman,2012-13,24,0.7,1.1,0.0,2.9
Dexter Pittman,2013-14,25,0.0,1.5,0.0,1.5
Tibor Pleiss,2015-16,26,2.0,1.3,0.2,6.8
Mason Plumlee,2013-14,23,7.4,4.4,0.9,18.2
Mason Plumlee,2014-15,24,8.7,6.2,0.9,21.3
Mason Plumlee,2015-16,25,9.4,7.9,2.8,26.1
Miles Plumlee,2012-13,24,0.9,1.6,0.1,3.9
Miles Plumlee,2013-14,25,8.1,7.8,0.5,24.6
Miles Plumlee,2014-15,26,4.0,4.4,0.5,16.4
Miles Plumlee,2015-16,27,2.7,2.2,0.2,8.3
Quincy Pondexter,2010-11,22,2.8,1.3,0.4,11.1
Quincy Pondexter,2011-12,23,4.2,2.0,0.4,15.7
Quincy Pondexter,2012-13,24,6.4,2.2,1.0,21.1
Quincy Pondexter,2013-14,25,6.3,1.7,1.3,18.0
Quincy Pondexter,2014-15,26,7.2,2.6,1.3,23.9
Otto Porter,2013-14,20,2.1,1.5,0.3,8.6
Otto Porter,2014-15,21,6.0,3.0,0.9,19.4
Otto Porter,2015-16,22,12.2,5.5,2.0,31.1
Bobby Portis,2015-16,20,6.4,4.3,0.5,14.4
Kristaps Porzingis,2015-16,20,13.9,7.8,1.2,28.1
Dwight Powell,2014-15,23,3.1,1.7,0.3,8.1
Dwight Powell,2015-16,24,6.7,4.7,0.7,16.9
Josh Powell,2005-06,23,3.0,2.2,0.2,11.6
Josh Powell,2006-07,24,3.1,2.4,0.6,9.5
Josh Powell,2007-08,25,5.5,5.2,0.7,19.2
Josh Powell,2008-09,26,4.2,2.9,0.5,11.7
Josh Powell,2009-10,27,2.7,1.8,0.6,9.2
Josh Powell,2010-11,28,4.1,2.5,0.4,12.1
Josh Powell,2013-14,31,4.0,5.0,0.0,19.0
Norman Powell,2015-16,22,1.1,0.9,0.2,4.6
Phil Pressey,2013-14,22,2.8,1.4,3.2,15.1
Phil Pressey,2014-15,23,3.5,1.6,2.3,12.0
Phil Pressey,2015-16,24,3.9,1.6,3.3,12.1
A.J. Price,2009-10,23,7.3,1.6,1.9,15.4
A.J. Price,2010-11,24,6.5,1.4,2.2,15.9
A.J. Price,2011-12,25,3.9,1.4,2.0,12.9
A.J. Price,2012-13,26,7.7,2.0,3.6,22.4
A.J. Price,2013-14,27,1.6,0.4,0.5,3.5
A.J. Price,2014-15,28,5.1,1.2,1.8,12.5
Ronnie Price,2005-06,22,2.1,0.5,0.4,5.2
Ronnie Price,2006-07,23,3.3,1.2,0.8,9.7
Ronnie Price,2007-08,24,3.7,0.8,1.3,9.6
Ronnie Price,2008-09,25,4.0,1.3,2.1,14.2
Ronnie Price,2009-10,26,4.3,1.2,2.1,13.4
Ronnie Price,2010-11,27,3.3,1.0,0.9,12.2
Ronnie Price,2011-12,28,3.6,1.6,1.9,14.4
Ronnie Price,2012-13,29,2.7,1.1,1.9,13.1
Ronnie Price,2013-14,30,2.4,1.4,2.1,12.2
Ronnie Price,2014-15,31,5.1,1.6,3.8,22.8
Ronnie Price,2015-16,32,4.2,1.1,1.7,14.8
Pablo Prigioni,2012-13,35,3.5,1.8,3.0,16.2
Pablo Prigioni,2013-14,36,3.8,2.0,3.5,19.4
Pablo Prigioni,2014-15,37,4.1,1.8,2.6,17.9
Pablo Prigioni,2015-16,38,2.1,1.8,2.0,14.0
Tayshaun Prince,2002-03,22,3.3,1.1,0.6,10.4
Tayshaun Prince,2003-04,23,10.3,4.8,2.3,32.9
Tayshaun Prince,2004-05,24,14.7,5.3,3.0,37.1
Tayshaun Prince,2005-06,25,14.1,4.2,2.3,35.3
Tayshaun Prince,2006-07,26,14.3,5.2,2.8,36.6
Tayshaun Prince,2007-08,27,13.2,4.9,3.3,32.9
Tayshaun Prince,2008-09,28,14.2,5.8,3.1,37.3
Tayshaun Prince,2009-10,29,13.5,5.1,3.3,34.0
Tayshaun Prince,2010-11,30,14.1,4.2,2.8,32.8
Tayshaun Prince,2011-12,31,12.7,4.5,2.4,33.1
Tayshaun Prince,2012-13,32,10.4,4.4,2.4,32.1
Tayshaun Prince,2013-14,33,6.0,3.1,1.6,25.6
Tayshaun Prince,2014-15,34,7.5,3.6,1.6,24.1
Tayshaun Prince,2015-16,35,3.1,2.0,1.0,21.2
Miroslav Raduljica,2013-14,26,3.8,2.3,0.5,9.7
Miroslav Raduljica,2014-15,27,1.6,1.0,0.0,4.6
Julius Randle,2014-15,20,2.0,0.0,0.0,14.0
Julius Randle,2015-16,21,11.0,9.7,1.6,26.9
Anthony Randolph,2008-09,19,7.9,5.8,0.8,17.9
Anthony Randolph,2009-10,20,11.6,6.5,1.3,22.7
Anthony Randolph,2010-11,21,7.6,4.0,0.8,14.8
Anthony Randolph,2011-12,22,7.4,3.6,0.6,15.2
Anthony Randolph,2012-13,23,3.7,2.4,0.3,8.4
Anthony Randolph,2013-14,24,4.8,2.8,0.7,12.3
Shavlik Randolph,2005-06,22,2.3,2.3,0.3,8.5
Shavlik Randolph,2006-07,23,4.5,4.2,0.3,13.8
Shavlik Randolph,2007-08,24,0.9,1.2,0.3,3.0
Shavlik Randolph,2008-09,25,1.8,1.8,0.0,3.7
Shavlik Randolph,2009-10,26,2.3,2.3,0.2,8.8
Shavlik Randolph,2012-13,29,4.2,4.4,0.3,12.4
Shavlik Randolph,2013-14,30,1.4,1.8,0.1,6.8
Shavlik Randolph,2014-15,31,1.1,1.8,0.2,6.0
Zach Randolph,2001-02,20,2.8,1.7,0.3,5.8
Zach Randolph,2002-03,21,8.4,4.5,0.5,16.9
Zach Randolph,2003-04,22,20.1,10.5,2.0,37.9
Zach Randolph,2004-05,23,18.9,9.6,1.9,34.8
Zach Randolph,2005-06,24,18.0,8.0,1.9,34.4
Zach Randolph,2006-07,25,23.6,10.1,2.2,35.7
Zach Randolph,2007-08,26,17.6,10.3,2.0,32.5
Zach Randolph,2008-09,27,20.8,10.1,2.1,35.1
Zach Randolph,2009-10,28,20.8,11.7,1.8,37.7
Zach Randolph,2010-11,29,20.1,12.2,2.2,36.3
Zach Randolph,2011-12,30,11.6,8.0,1.7,26.3
Zach Randolph,2012-13,31,15.4,11.2,1.4,34.3
Zach Randolph,2013-14,32,17.4,10.1,2.5,34.2
Zach Randolph,2014-15,33,16.1,10.5,2.2,32.5
Zach Randolph,2015-16,34,13.7,8.0,1.4,28.5
J.J. Redick,2006-07,22,6.0,1.2,0.9,14.8
J.J. Redick,2007-08,23,4.1,0.7,0.5,8.1
J.J. Redick,2008-09,24,6.0,1.7,1.1,17.4
J.J. Redick,2009-10,25,9.6,1.9,1.9,22.0
J.J. Redick,2010-11,26,10.1,1.9,1.7,25.6
J.J. Redick,2011-12,27,11.6,2.3,2.5,27.2
J.J. Redick,2012-13,28,14.1,2.2,3.8,30.5
J.J. Redick,2013-14,29,15.2,2.1,2.2,28.2
J.J. Redick,2014-15,30,16.4,2.1,1.8,30.9
J.J. Redick,2015-16,31,16.1,1.6,1.5,27.7
Willie Reed,2015-16,25,4.2,2.7,0.2,10.3
Glen Rice,2013-14,23,2.9,1.8,0.6,9.9
Glen Rice,2014-15,24,2.2,0.8,0.4,8.6
Josh Richardson,2015-16,22,2.1,1.2,0.9,12.4
Luke Ridnour,2003-04,22,5.5,1.6,2.4,16.1
Luke Ridnour,2004-05,23,10.0,2.5,5.9,31.4
Luke Ridnour,2005-06,24,11.5,3.0,7.0,33.2
Luke Ridnour,2006-07,25,11.0,2.3,5.2,29.5
Luke Ridnour,2007-08,26,6.4,1.5,4.0,20.0
Luke Ridnour,2008-09,27,9.6,3.0,5.1,28.2
Luke Ridnour,2009-10,28,10.4,1.7,4.0,21.5
Luke Ridnour,2010-11,29,11.8,2.8,5.4,30.4
Luke Ridnour,2011-12,30,12.1,2.7,4.8,33.0
Luke Ridnour,2012-13,31,11.5,2.5,3.8,30.2
Luke Ridnour,2013-14,32,5.0,1.6,2.9,18.7
Luke Ridnour,2014-15,33,4.0,1.4,2.0,14.5
Austin Rivers,2012-13,20,6.2,1.8,2.1,23.2
Austin Rivers,2013-14,21,7.7,1.9,2.3,19.4
Austin Rivers,2014-15,22,7.0,2.0,2.0,20.6
Austin Rivers,2015-16,23,8.0,1.9,1.3,22.0
Andre Roberson,2013-14,22,1.9,2.4,0.4,10.0
Andre Roberson,2014-15,23,3.4,3.8,1.0,19.2
Andre Roberson,2015-16,24,4.9,3.3,0.8,21.7
Brian Roberts,2012-13,27,7.1,1.2,2.8,17.0
Brian Roberts,2013-14,28,9.4,1.9,3.3,23.2
Brian Roberts,2014-15,29,6.7,1.5,2.3,18.5
Brian Roberts,2015-16,30,4.6,0.9,1.2,10.8
Glenn Robinson III,2014-15,21,2.1,1.1,0.3,7.5
Glenn Robinson III,2015-16,22,3.9,1.6,0.5,11.7
Nate Robinson,2005-06,21,9.3,2.3,2.0,21.4
Nate Robinson,2006-07,22,10.1,2.4,1.4,21.2
Nate Robinson,2007-08,23,12.7,3.1,2.9,26.2
Nate Robinson,2008-09,24,17.2,3.9,4.1,29.9
Nate Robinson,2009-10,25,10.1,2.0,2.9,19.9
Nate Robinson,2010-11,26,6.8,1.5,1.9,17.2
Nate Robinson,2011-12,27,11.2,2.0,4.5,23.4
Nate Robinson,2012-13,28,13.1,2.2,4.4,25.4
Nate Robinson,2013-14,29,10.4,1.8,2.5,19.7
Nate Robinson,2014-15,30,5.7,1.2,2.3,14.1
Nate Robinson,2015-16,31,0.0,0.0,2.0,11.5
Thomas Robinson,2012-13,21,4.8,4.5,0.7,15.1
Thomas Robinson,2013-14,22,4.8,4.4,0.5,12.5
Thomas Robinson,2014-15,23,5.7,5.6,0.6,14.8
Thomas Robinson,2015-16,24,3.4,3.6,0.2,9.8
Rajon Rondo,2006-07,20,6.4,3.7,3.8,23.5
Rajon Rondo,2007-08,21,10.6,4.2,5.1,29.9
Rajon Rondo,2008-09,22,11.9,5.2,8.2,33.0
Rajon Rondo,2009-10,23,13.7,4.4,9.8,36.6
Rajon Rondo,2010-11,24,10.6,4.4,11.2,37.2
Rajon Rondo,2011-12,25,11.9,4.8,11.7,36.9
Rajon Rondo,2012-13,26,13.7,5.6,11.1,37.4
Rajon Rondo,2013-14,27,11.7,5.5,9.8,33.3
Rajon Rondo,2014-15,28,8.9,5.5,7.9,29.7
Rajon Rondo,2015-16,29,11.8,6.5,11.8,35.1
Derrick Rose,2008-09,20,16.8,3.9,6.3,37.0
Derrick Rose,2009-10,21,20.8,3.8,6.0,36.8
Derrick Rose,2010-11,22,25.0,4.1,7.7,37.4
Derrick Rose,2011-12,23,21.8,3.4,7.9,35.3
Derrick Rose,2013-14,25,15.9,3.2,4.3,31.1
Derrick Rose,2014-15,26,17.7,3.2,4.9,30.0
Derrick Rose,2015-16,27,15.3,3.2,4.5,31.9
Terrence Ross,2012-13,21,6.4,2.0,0.7,17.0
Terrence Ross,2013-14,22,10.9,3.1,1.0,26.7
Terrence Ross,2014-15,23,9.8,2.8,1.0,25.5
Terrence Ross,2015-16,24,8.6,2.3,0.7,23.3
Terry Rozier,2015-16,21,1.6,1.1,0.6,5.9
Ricky Rubio,2011-12,21,10.6,4.2,8.2,34.2
Ricky Rubio,2012-13,22,10.7,4.0,7.3,29.7
Ricky Rubio,2013-14,23,9.5,4.2,8.6,32.2
Ricky Rubio,2014-15,24,10.3,5.7,8.8,31.5
Ricky Rubio,2015-16,25,9.3,4.4,8.6,30.2
Damjan Rudez,2014-15,28,4.8,0.7,0.8,15.4
Damjan Rudez,2015-16,29,2.5,0.4,0.4,8.3
Brandon Rush,2008-09,23,8.1,3.1,0.9,24.0
Brandon Rush,2009-10,24,9.4,4.2,1.4,30.4
Brandon Rush,2010-11,25,9.1,3.2,0.9,26.2
Brandon Rush,2011-12,26,9.8,3.9,1.4,26.4
Brandon Rush,2012-13,27,7.0,0.5,1.0,12.5
Brandon Rush,2013-14,28,2.1,1.2,0.6,11.0
Brandon Rush,2014-15,29,0.9,1.2,0.4,8.2
Brandon Rush,2015-16,30,5.2,2.7,0.9,16.2
D'Angelo Russell,2015-16,19,12.0,3.6,3.4,26.9
Robert Sacre,2012-13,23,1.3,1.1,0.2,6.3
Robert Sacre,2013-14,24,5.4,3.9,0.8,16.8
Robert Sacre,2014-15,25,4.6,3.5,0.8,16.9
Robert Sacre,2015-16,26,3.1,2.5,0.7,13.0
John Salmons,2002-03,23,2.1,0.9,0.7,7.9
John Salmons,2003-04,24,5.8,2.5,1.7,20.8
John Salmons,2004-05,25,4.1,2.1,2.0,17.1
John Salmons,2005-06,26,7.5,2.7,2.7,25.1
John Salmons,2006-07,27,8.5,3.3,3.2,27.0
John Salmons,2007-08,28,12.5,4.3,2.6,31.1
John Salmons,2008-09,29,18.3,4.2,3.2,37.5
John Salmons,2009-10,30,15.4,3.3,2.8,34.9
John Salmons,2010-11,31,14.0,3.6,3.5,35.0
John Salmons,2011-12,32,7.5,2.9,2.0,27.2
John Salmons,2012-13,33,8.8,2.7,3.0,30.0
John Salmons,2013-14,34,5.2,2.1,1.9,22.1
John Salmons,2014-15,35,2.0,1.0,0.6,12.9
JaKarr Sampson,2014-15,21,5.2,2.2,1.0,15.3
JaKarr Sampson,2015-16,22,5.2,2.9,0.7,15.1
Dennis Schroder,2013-14,20,3.7,1.2,1.9,13.1
Dennis Schroder,2014-15,21,10.0,2.1,4.1,19.7
Dennis Schroder,2015-16,22,10.7,2.8,4.7,21.2
Luis Scola,2007-08,27,10.3,6.4,1.3,24.7
Luis Scola,2008-09,28,12.7,8.8,1.5,30.3
Luis Scola,2009-10,29,16.2,8.6,2.1,32.6
Luis Scola,2010-11,30,18.3,8.2,2.5,32.6
Luis Scola,2011-12,31,15.5,6.5,2.1,31.3
Luis Scola,2012-13,32,12.8,6.6,2.2,26.6
Luis Scola,2013-14,33,7.6,4.8,1.0,17.1
Luis Scola,2014-15,34,9.4,6.5,1.3,20.5
Luis Scola,2015-16,35,9.8,5.5,0.9,23.3
Mike Scott,2012-13,24,4.6,2.8,0.3,9.4
Mike Scott,2013-14,25,9.6,3.6,0.9,18.5
Mike Scott,2014-15,26,7.8,2.9,1.1,16.5
Mike Scott,2015-16,27,6.8,2.2,1.0,14.5
Thabo Sefolosha,2006-07,22,3.6,2.2,0.8,12.2
Thabo Sefolosha,2007-08,23,6.7,3.7,1.9,20.8
Thabo Sefolosha,2008-09,24,5.9,3.7,1.7,22.0
Thabo Sefolosha,2009-10,25,6.0,4.7,1.8,28.6
Thabo Sefolosha,2010-11,26,5.1,4.4,1.4,25.9
Thabo Sefolosha,2011-12,27,4.8,3.0,1.1,21.8
Thabo Sefolosha,2012-13,28,7.6,3.9,1.5,27.5
